ids,l_id,r_id,label,title_lev_sim,title_jac_q3_sim,title_jac_an_sim,title_exact_sim,title_all_missing,year_days_sim,year_years_sim,year_days_diff_sim,year_all_missing,length_num_abs_diff_sim,length_num_sim,length_all_missing,artist_lev_sim,artist_jac_q3_sim,artist_jac_an_sim,artist_exact_sim,artist_all_missing,language_lev_sim,language_jac_q3_sim,language_jac_an_sim,language_exact_sim,language_all_missing,album_lev_sim,album_jac_q3_sim,album_jac_an_sim,album_exact_sim,album_all_missing,number_lev_sim,number_jac_q3_sim,number_jac_an_sim,number_exact_sim,number_all_missing,sum_weighted_scores
m2pp_2095_m1pp_230,m2pp_2095,m1pp_230,0,0.19999999999999996,0.030303030303030304,0.0,0.0,0,-1.0,-1.0,-1.0,0,0.9614262560777957,0.0,0,0.08333333333333337,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.19999999999999996,0.030303030303030304,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.07319767664742076
m2pp_2282_m1pp_1954,m2pp_2282,m1pp_1954,0,0.3076923076923077,0.12,0.25,0.0,0,-1.0,-1.0,-1.0,0,-1.0,-1.0,0,0.0714285714285714,0.038461538461538464,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.2222222222222222,0.058823529411764705,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.05484397922185373
m2pp_713_m1pp_260,m2pp_713,m1pp_260,0,0.07692307692307687,0.0,0.0,0.0,0,0.0,0.0,0.9983332991094958,0,0.9455429497568881,0.0,0,0.13636363636363635,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.4193548387096774,0.3939393939393939,0.3333333333333333,0.0,0,0.33333333333333337,0.0,0.0,0.0,0,0.15983107864105814
m2pp_755_m1pp_3088,m2pp_755,m1pp_3088,0,0.2650602409638554,0.022388059701492536,0.041666666666666664,0.0,0,-1.0,-1.0,-1.0,0,-1.0,-1.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.04065040650406504,0.008064516129032258,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.2250705967612645
m2pp_736_m1pp_911,m2pp_736,m1pp_911,0,0.4,0.1864406779661017,0.14285714285714285,0.0,0,0.0,0.0,0.9981945024348359,0,0.9688816855753647,0.0,0,0.30000000000000004,0.058823529411764705,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.17391304347826086,0.0,0.0,0.0,0,0.33333333333333337,0.14285714285714285,0.0,0.0,0,0.1630736529169153
m2pp_377_m1pp_1836,m2pp_377,m1pp_1836,0,0.3157894736842105,0.0,0.0,0.0,0,0.0,1.0,0.9998608230604781,0,0.9957860615883306,0.0,0,0.20833333333333337,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.7272727272727273,0.5333333333333333,0.6666666666666666,0.0,0,0.0,0.0,0.0,0.0,0,0.22975634258467204
m2pp_2396_m1pp_3616,m2pp_2396,m1pp_3616,0,0.18181818181818177,0.041666666666666664,0.0,0.0,0,0.0,0.0,0.999027662747657,0,0.9954619124797407,0.0,0,0.17647058823529416,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.3015068909644706
m2pp_3125_m1pp_2553,m2pp_3125,m1pp_2553,0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.9997224066506804,0,0.9497568881685575,0.0,0,0.08333333333333337,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.19999999999999996,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.2927573900970269
m2pp_1025_m1pp_2617,m2pp_1025,m1pp_2617,0,0.15384615384615385,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,0,0.9743922204213938,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.15384615384615385,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.26736583510007644
m2pp_1741_m1pp_1489,m2pp_1741,m1pp_1489,0,0.13414634146341464,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,0,0.9724473257698542,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.0714285714285714,0.0,0.0,0.0,0,0.33333333333333337,0.0,0.0,0.0,0,0.27903394460720266
m2pp_3803_m1pp_2949,m2pp_3803,m1pp_2949,0,0.16666666666666663,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,0,0.9964343598055105,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.14893617021276595,0.015625,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.26961179533879626
m2pp_3854_m1pp_2288,m2pp_3854,m1pp_2288,0,0.21052631578947367,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,1,0.9329011345218801,0.0,0,0.375,0.14285714285714285,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.2870472915159856
m2pp_2754_m1pp_3102,m2pp_2754,m1pp_3102,0,0.18181818181818177,0.05263157894736842,0.07692307692307693,0.0,0,0.0,0.0,0.9994444330364985,0,0.9439222042139384,0.0,0,0.9545454545454546,0.8076923076923077,0.5,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.14893617021276595,0.11267605633802817,0.2,0.0,0,0.33333333333333337,0.125,0.0,0.0,0,0.2522749476604281
m2pp_1503_m1pp_3163,m2pp_1503,m1pp_3163,0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.9988888660729972,0,0.7909238249594813,0.0,0,0.25,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.0625,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.2867554732831317
m2pp_2629_m1pp_1213,m2pp_2629,m1pp_1213,0,0.19354838709677424,0.05714285714285714,0.043478260869565216,0.0,0,-1.0,-1.0,-1.0,1,0.9679092382495948,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.10185185185185186,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.27158001037665636
m2pp_3856_m1pp_3820,m2pp_3856,m1pp_3820,0,1.0,1.0,1.0,1.0,0,0.0,1.0,0.9998612033253401,0,-1.0,-1.0,0,0.1428571428571429,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.19999999999999996,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.27954168590989253
m2pp_1948_m1pp_2056,m2pp_1948,m1pp_2056,0,0.1875,0.0,0.0,0.0,0,0.0,0.0,0.9983332991094958,0,0.9708265802269044,0.0,0,0.875,0.7,1.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.2471910112359551,0.07971014492753623,0.09090909090909091,0.0,0,0.0,0.0,0.0,0.0,0,0.23760484378003655
m2pp_912_m1pp_587,m2pp_912,m1pp_587,0,0.16666666666666663,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,0,0.9795786061588331,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.20833333333333337,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.2710692846312786
m2pp_3483_m1pp_563,m2pp_3483,m1pp_563,0,0.30000000000000004,0.05714285714285714,0.0,0.0,0,0.0,0.0,0.9938887634014844,0,0.9922204213938411,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.11956521739130432,0.018518518518518517,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.30607519235234265
m2pp_3656_m1pp_3590,m2pp_3656,m1pp_3590,0,0.18292682926829273,0.039735099337748346,0.03571428571428571,0.0,0,-1.0,-1.0,-1.0,0,0.9458670988654782,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.11111111111111116,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.2691836216999561
m2pp_3191_m1pp_1455,m2pp_3191,m1pp_1455,0,0.07692307692307687,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,0,0.9863857374392221,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.10526315789473684,0.0,0.0,0.0,0,0.33333333333333337,0.0,0.0,0.0,0,0.278496756542505
m2pp_2755_m1pp_2829,m2pp_2755,m1pp_2829,0,0.0714285714285714,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,0,0.8081037277147488,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.1428571428571429,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.25474712887122747
m2pp_3312_m1pp_2654,m2pp_3312,m1pp_2654,0,0.11764705882352944,0.0,0.0,0.0,0,0.0,0.0,0.9993052560969766,0,0.9928687196110211,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.10344827586206895,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.2922015024077789
m2pp_2381_m1pp_3288,m2pp_2381,m1pp_3288,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,0,0.8233387358184765,0.0,0,0.1333333333333333,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.15000000000000002,0.019230769230769232,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.2593694962034704
m2pp_2287_m1pp_1489,m2pp_2287,m1pp_1489,0,0.1923076923076923,0.013888888888888888,0.0,0.0,0,0.0,0.0,0.9995832297111584,0,0.953322528363047,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.1875,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.2992093118346074
m2pp_1715_m1pp_1209,m2pp_1715,m1pp_1209,0,0.16666666666666663,0.012987012987012988,0.0,0.0,0,1.0,1.0,1.0,0,0.9954619124797407,0.0,0,0.7777777777777778,0.6363636363636364,0.6666666666666666,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.16666666666666663,0.041666666666666664,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.25909005233518095
m2pp_2629_m1pp_1274,m2pp_2629,m1pp_1274,0,0.032258064516129004,0.01020408163265306,0.0,0.0,0,-1.0,-1.0,-1.0,0,0.9974068071312804,0.5,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.14814814814814814,0.0703125,0.11764705882352941,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.2956520801148038
m2pp_957_m1pp_2900,m2pp_957,m1pp_2900,0,0.2222222222222222,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,1,0.9792544570502432,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.045454545454545414,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.26552566153462487
m2pp_2535_m1pp_348,m2pp_2535,m1pp_348,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,0,0.9899513776337115,0.0,0,0.11111111111111116,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.0714285714285714,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.2610410935900235
m2pp_2287_m1pp_1065,m2pp_2287,m1pp_1065,0,0.17307692307692313,0.0392156862745098,0.05263157894736842,0.0,0,-1.0,-1.0,-1.0,0,0.8713128038897893,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.20833333333333337,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.27100912555041184
m2pp_224_m1pp_2309,m2pp_224,m1pp_2309,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9987500693983373,0,-1.0,-1.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.23409170559781844
m2pp_2376_m1pp_1046,m2pp_2376,m1pp_1046,0,0.18181818181818177,0.02702702702702703,0.0,0.0,0,-1.0,-1.0,-1.0,0,0.8687196110210698,0.0,0,0.1333333333333333,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.26416593029919294
m2pp_3105_m1pp_608,m2pp_3105,m1pp_608,0,0.11111111111111116,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,0,0.9756888168557536,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.24,0.022727272727272728,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.2708355452179308
m2pp_1489_m1pp_1395,m2pp_1489,m1pp_1395,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,0,0.9977309562398703,0.5,0,0.19999999999999996,0.047619047619047616,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.16666666666666663,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.2968642925379615
m2pp_1897_m1pp_3753,m2pp_1897,m1pp_3753,0,0.08333333333333337,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,1,0.9915721231766612,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,1,0.08333333333333337,0.0,0.0,0.0,0,0.33333333333333337,0.14285714285714285,0.0,0.0,0,0.2852308837900801
m2pp_693_m1pp_3578,m2pp_693,m1pp_3578,0,0.2142857142857143,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,1,0.9546191247974068,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.26162145501845435
m2pp_1305_m1pp_1750,m2pp_1305,m1pp_1750,0,0.2222222222222222,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,0,0.9980551053484603,0.5,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.1578947368421053,0.0,0.0,0.0,0,0.33333333333333337,0.14285714285714285,0.0,0.0,0,0.3200297182561477
m2pp_1107_m1pp_3722,m2pp_1107,m1pp_3722,0,0.5138888888888888,0.25510204081632654,0.35,0.0,0,0.0,0.0,0.9968053948936513,0,0.8914100486223663,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.19999999999999996,0.0,0.0,0.0,0,0.33333333333333337,0.14285714285714285,0.0,0.0,0,0.3679471711878355
m2pp_2287_m1pp_847,m2pp_2287,m1pp_847,0,0.22580645161290325,0.045871559633027525,0.05,0.0,0,0.0,0.0,0.9979165288206542,0,0.946515397082658,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.2941176470588235,0.14444444444444443,0.16666666666666666,0.0,0,0.33333333333333337,0.0,0.0,0.0,0,0.34325146737141565
m2pp_1953_m1pp_3546,m2pp_1953,m1pp_3546,0,0.13043478260869568,0.125,0.09090909090909091,0.0,0,0.0,0.0,0.9995832297111584,0,0.920259319286872,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.23333333333333328,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.30719400633991356
m2pp_1573_m1pp_215,m2pp_1573,m1pp_215,0,0.24390243902439024,0.16393442622950818,0.21428571428571427,0.0,0,-1.0,-1.0,-1.0,0,0.9818476499189627,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,1,0.19565217391304346,0.015151515151515152,0.0,0.0,0,0.33333333333333337,0.0,0.0,0.0,0,0.31165870921835315
m2pp_2539_m1pp_3473,m2pp_2539,m1pp_3473,0,0.5348837209302326,0.3157894736842105,0.42105263157894735,0.0,0,-1.0,-1.0,-1.0,0,0.9474878444084279,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.125,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.3219205528793336
m2pp_1241_m1pp_2340,m2pp_1241,m1pp_2340,0,0.21875,0.03,0.0,0.0,0,-1.0,-1.0,-1.0,0,0.9782820097244732,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.29032258064516125,0.175,0.14285714285714285,0.0,0,0.33333333333333337,0.14285714285714285,0.0,0.0,0,0.32007570541080993
m2pp_3094_m1pp_215,m2pp_3094,m1pp_215,0,0.24390243902439024,0.05970149253731343,0.07692307692307693,0.0,0,0.0,0.0,0.9993056363618388,0,0.9993517017828201,0.5,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.15217391304347827,0.0,0.0,0.0,0,0.6666666666666667,0.2857142857142857,0.0,0.0,0,0.3806219090442638
m2pp_1562_m1pp_701,m2pp_1562,m1pp_701,0,0.18279569892473113,0.07042253521126761,0.04,0.0,0,1.0,1.0,1.0,0,0.9896272285251215,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.19512195121951215,0.016666666666666666,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.36350629673164414
m2pp_2091_m1pp_2934,m2pp_2091,m1pp_2934,0,0.2272727272727273,0.023809523809523808,0.0,0.0,0,0.0,0.0,0.9988888660729972,0,0.9993517017828201,0.5,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.13636363636363635,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.3245672279872957
m2pp_1562_m1pp_2057,m2pp_1562,m1pp_2057,0,0.45614035087719296,0.14634146341463414,0.125,0.0,0,0.0,0.0,0.9981941221699738,0,0.9620745542949757,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.21568627450980393,0.11627906976744186,0.08333333333333333,0.0,0,0.0,0.0,0.0,0.0,0,0.3380188427907283
m2pp_1929_m1pp_3696,m2pp_1929,m1pp_3696,0,0.2222222222222222,0.0,0.0,0.0,0,0.0,1.0,0.9998608230604781,0,0.9568881685575364,0.0,0,0.23529411764705888,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.33110774244410734
m2pp_593_m1pp_263,m2pp_593,m1pp_263,0,0.2142857142857143,0.013605442176870748,0.0,0.0,0,0.0,0.0,0.9988888660729972,0,0.7623987034035656,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.2647058823529411,0.0392156862745098,0.0,0.0,0,0.33333333333333337,0.0,0.0,0.0,0,0.3143082717464972
m2pp_2277_m1pp_2763,m2pp_2277,m1pp_2763,0,0.1578947368421053,0.0,0.0,0.0,0,0.0,0.0,0.9975001387966747,0,0.9692058346839546,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.31034482758620685,0.06896551724137931,0.15384615384615385,0.0,0,0.0,0.0,0.0,0.0,0,0.315197637307153
m2pp_756_m1pp_138,m2pp_756,m1pp_138,0,0.032258064516129004,0.0,0.0,0.0,0,0.0,0.0,0.9995832297111584,0,0.9970826580226905,0.5,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.21739130434782605,0.0,0.0,0.0,0,0.33333333333333337,0.125,0.0,0.0,0,0.34081566598418034
m2pp_1064_m1pp_627,m2pp_1064,m1pp_627,0,0.29032258064516125,0.061224489795918366,0.047619047619047616,0.0,0,0.0,0.0,0.9988888660729972,0,0.7876823338735819,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.1777777777777778,0.0,0.0,0.0,0,0.33333333333333337,0.0,0.0,0.0,0,0.3177913946604146
m2pp_3708_m1pp_1741,m2pp_3708,m1pp_1741,0,0.17948717948717952,0.031746031746031744,0.05,0.0,0,0.0,0.0,0.9993052560969766,0,0.9481361426256077,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.1696428571428571,0.013245033112582781,0.0,0.0,0,0.33333333333333337,0.0,0.0,0.0,0,0.31854930245294777
m2pp_5_m1pp_2946,m2pp_5,m1pp_2946,0,0.15000000000000002,0.0,0.0,0.0,0,0.0,0.0,0.997222165182493,0,0.9692058346839546,0.0,0,0.15384615384615385,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,1.0,1.0,1.0,1.0,0,0.5,0.14285714285714285,0.0,0.0,0,0.328090094527658
m2pp_1443_m1pp_2340,m2pp_1443,m1pp_2340,0,0.19512195121951215,0.0125,0.0,0.0,0,0.0,0.0,0.9988888660729972,0,0.966612641815235,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.125,0.0,0.0,0.0,0,0.33333333333333337,0.0,0.0,0.0,0,0.31368213443819204
m2pp_2670_m1pp_2545,m2pp_2670,m1pp_2545,0,0.4444444444444444,0.21875,0.2,0.0,0,-1.0,-1.0,-1.0,0,0.9964343598055105,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.29032258064516125,0.14583333333333334,0.25,0.0,0,0.0,0.0,0.0,0.0,0,0.332140923406383
m2pp_3702_m1pp_215,m2pp_3702,m1pp_215,0,0.46153846153846156,0.14814814814814814,0.17647058823529413,0.0,0,0.0,0.0,0.9993056363618388,0,0.7429497568881686,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.2222222222222222,0.05102040816326531,0.0,0.0,0,0.33333333333333337,0.0,0.0,0.0,0,0.3404446405990078
m2pp_1105_m1pp_67,m2pp_1105,m1pp_67,0,0.11009174311926606,0.023076923076923078,0.041666666666666664,0.0,0,-1.0,-1.0,-1.0,0,0.8444084278768234,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.1235955056179775,0.009009009009009009,0.0,0.0,0,0.6666666666666667,0.2857142857142857,0.0,0.0,0,0.3098240673997997
m2pp_166_m1pp_1274,m2pp_166,m1pp_1274,0,0.04255319148936165,0.021052631578947368,0.05263157894736842,0.0,0,0.0,0.0,0.9990280430125191,0,0.9662884927066451,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.34615384615384615,0.2,0.2222222222222222,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0.3250647674687697
m2pp_853_m1pp_847,m2pp_853,m1pp_847,0,0.32258064516129037,0.11494252873563218,0.11764705882352941,0.0,0,0.0,0.0,0.9977777321459943,0,0.9705024311183145,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.2941176470588235,0.14516129032258066,0.1111111111111111,0.0,0,0.0,0.0,0.0,0.0,0,0.3365179848407586
m2pp_2304_m1pp_701,m2pp_2304,m1pp_701,0,0.26881720430107525,0.0949367088607595,0.12,0.0,0,0.0,0.0,0.9976385552064724,0,0.993192868719611,0.0,0,1.0,1.0,1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0.1875,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.31525922941770945
