ids,label,deathdate_days_diff_sim,deathdate_months_diff_sim,deathdate_years_diff_sim,gender_lev_sim,gender_jac_q3_sim,gender_jac_an_sim,gender_rel_jac_an_sim,gender_containment_sim,gender_exact_sim,work_cosine_tfidf_sim,work_lev_sim,work_jac_q3_sim,work_jac_an_sim,work_rel_jac_an_sim,work_containment_sim,work_exact_sim,name_lev_sim,name_jac_q3_sim,name_jac_an_sim,name_rel_jac_an_sim,name_containment_sim,name_exact_sim,birthdate_days_diff_sim,birthdate_months_diff_sim,birthdate_years_diff_sim
dbp_14_dnb_17,0,0.8961860979490754,0.8961504028648165,0.8958109559613319,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.05882352941176472,0.13793103448275862,0.0,0.3333333333333333,0.0,0.0,0.9011774961531603,0.901105527638191,0.9010856453558505
dbp_15_dnb_17,1,0.9996441103199184,0.9996418979409132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16666666666666663,0.3333333333333333,1.0,1.0,1.0,0.0,0.9997556513871737,0.9997989949748743,1.0
dbp_216_dnb_17,0,0.8734738656384102,0.8734109221128021,0.8732545649838883,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15000000000000002,0.16129032258064516,0.0,0.25,0.0,0.0,0.8761647834212768,0.8760804020100502,0.8757539203860072
dbp_17_dnb_18,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.30000000000000004,0.3333333333333333,1.0,1.0,1.0,0.0,1.0,1.0,1.0
dbp_100_dnb_18,0,0.841702623289303,0.8417188898836169,0.8421052631578947,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1428571428571429,0.12,0.0,0.3333333333333333,0.0,0.0,0.8344472107936047,0.8344723618090453,0.8347406513872135
dbp_134_dnb_18,0,0.6090860694190763,0.6091316025067144,0.6090225563909775,0.6666666666666667,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.25,0.08333333333333333,0.0,0.3333333333333333,0.0,0.0,0.5873447230605655,0.5873366834170854,0.5874547647768396
dbp_240_dnb_18,0,0.6752786086772375,0.6752909579230081,0.6756176154672395,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.38095238095238093,0.09375,0.0,0.25,0.0,0.0,0.654345773099199,0.6543718592964824,0.6537997587454765
dbp_18_dnb_19,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23076923076923073,0.36363636363636365,1.0,1.0,1.0,0.0,1.0,1.0,1.0
dbp_303_dnb_19,0,0.8130049736318101,0.812981199641898,0.8131041890440387,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1578947368421053,0.02857142857142857,0.0,0.25,0.0,0.0,0.853697919074381,0.8536683417085427,0.8528347406513872
dbp_56_dnb_20,1,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21052631578947367,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0
dbp_224_dnb_20,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2692307692307693,0.225,0.25,0.25,0.5,0.0,0.9981310633127067,0.9980904522613065,0.9975874547647768
dbp_258_dnb_20,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5789473684210527,0.20588235294117646,0.0,0.3333333333333333,0.0,0.0,0.936314166275929,0.9362814070351759,0.9372738238841978
dbp_20_dnb_21,1,0.978514263528955,0.9785138764547896,0.9785177228786252,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dbp_21_dnb_22,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,1.0,1.0,1.0
dbp_25573_dnb_22,0,-1.0,-1.0,-1.0,0.6666666666666667,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,0.9581569510576332,0.9581909547738694,0.9577804583835947
dbp_22_dnb_23,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15384615384615385,0.36363636363636365,1.0,1.0,1.0,0.0,1.0,1.0,1.0
dbp_23_dnb_23,0,0.9992264546623019,0.9991942703670547,0.9989258861439313,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19999999999999996,0.08823529411764706,0.25,0.25,0.5,0.0,0.9630604333555669,0.9631155778894472,0.962605548854041
dbp_57_dnb_23,0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07692307692307687,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5,0.0,0.9741948052805717,0.9742713567839196,0.9746682750301568
dbp_23735_dnb_23,0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.9921742403729948,0.9921608040201005,0.991556091676719
dbp_22_dnb_24,0,0.9992264546623019,0.9991942703670547,0.9989258861439313,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.25,0.12121212121212122,0.25,0.25,0.5,0.0,0.9630604333555669,0.9631155778894472,0.962605548854041
dbp_23_dnb_24,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19999999999999996,0.5172413793103449,1.0,1.0,1.0,0.0,1.0,1.0,1.0
dbp_57_dnb_24,0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.30000000000000004,0.12121212121212122,0.25,0.25,0.5,0.0,0.9888656280749952,0.9888442211055276,0.9879372738238842
dbp_22_dnb_25,0,0.9628345289461842,0.9627573858549686,0.9624060150375939,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3157894736842105,0.125,0.25,0.25,0.5,0.0,0.9569715300845975,0.9569849246231156,0.9565741857659831
dbp_57_dnb_25,0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.42105263157894735,0.16129032258064516,0.25,0.25,0.5,0.0,0.9311663353651691,0.9312562814070352,0.9312424607961399
dbp_80_dnb_25,0,0.5514378237199001,0.5514771709937332,0.5520945220193341,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21052631578947367,0.02702702702702703,0.0,0.25,0.0,0.0,0.5334658539323617,0.5334673366834171,0.53437876960193
dbp_259_dnb_25,0,0.989282132279194,0.9892569382273948,0.9892588614393125,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.42105263157894735,0.125,0.0,0.25,0.0,0.0,0.9957073892341322,0.9957788944723618,0.9951749095295537
dbp_22_dnb_26,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07692307692307687,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5,0.0,0.9752910720300086,0.9752763819095477,0.9746682750301568
dbp_23_dnb_26,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15000000000000002,0.08823529411764706,0.25,0.25,0.5,0.0,0.9877693613255583,0.9878391959798996,0.9879372738238842
dbp_24_dnb_26,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13636363636363635,0.08333333333333333,0.25,0.25,0.5,0.0,0.9322626021146061,0.9322613065326633,0.9312424607961399
dbp_11929_dnb_26,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.8878803088038145,0.8878391959798995,0.887816646562123
dbp_25_dnb_27,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2941176470588235,0.46153846153846156,1.0,1.0,1.0,0.0,1.0,1.0,1.0
dbp_8052_dnb_27,0,0.9747935986917378,0.9748433303491495,0.9742212674543501,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.35,0.0,0.0,0.0,0.0,0.0,0.9809606202492356,0.9810050251256281,0.9806996381182147
dbp_26_dnb_28,1,0.9999088216522105,0.9999104744852283,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19999999999999996,0.4166666666666667,1.0,1.0,1.0,0.0,0.9990292095652575,0.9990954773869347,1.0
dbp_7778_dnb_28,0,0.9644727979693699,0.9645478961504028,0.9645542427497314,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19999999999999996,0.034482758620689655,0.0,0.0,0.0,0.0,0.9775133236034156,0.9775879396984924,0.9782870928829915
dbp_26_dnb_29,0,0.9966852258722974,0.9966875559534467,0.9967776584317938,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1333333333333333,0.03225806451612903,0.0,0.3333333333333333,0.0,0.0,0.9893840433751808,0.9894472361809046,0.9903498190591074
dbp_27_dnb_29,1,0.9999441164965162,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2857142857142857,0.36363636363636365,1.0,1.0,1.0,0.0,0.9989928874741618,0.9989949748743718,1.0
dbp_5610_dnb_30,0,0.982811410823164,0.9828111011638316,0.9828141783029001,0.6666666666666667,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.9755255146179906,0.9754773869346733,0.9758745476477684
dbp_29_dnb_31,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,1.0,1.0,1.0
dbp_30_dnb_31,0,0.893174271234996,0.89319606087735,0.8936627282491945,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11111111111111116,0.13333333333333333,0.25,0.25,0.5,0.0,0.9396690066898687,0.9396984924623115,0.9396863691194209
dbp_235_dnb_31,0,0.9984646742727056,0.9984780662488809,0.9989258861439313,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1333333333333333,0.03333333333333333,0.0,0.3333333333333333,0.0,0.0,0.9849494462532112,0.9849246231155779,0.985524728588661
dbp_300_dnb_31,0,0.8208051342233517,0.8207699194270367,0.8206229860365198,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.35,0.058823529411764705,0.0,0.25,0.0,0.0,0.8215561704628755,0.8215075376884422,0.8214716525934861
dbp_29_dnb_32,0,0.8928860300065001,0.8929274843330349,0.8936627282491945,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07692307692307687,0.16,0.3333333333333333,0.3333333333333333,0.5,0.0,0.9394675841847011,0.939497487437186,0.9396863691194209
dbp_127_dnb_32,0,0.843776195392258,0.8436884512085945,0.8431793770139635,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6153846153846154,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.0,0.8058088929687035,0.8057286432160804,0.804583835946924
dbp_128_dnb_32,0,0.9881556384984397,0.9881826320501342,0.9881847475832438,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6923076923076923,0.38095238095238093,0.3333333333333333,0.3333333333333333,0.5,0.0,0.9546733323207175,0.9546733668341708,0.9541616405307599
dbp_129_dnb_32,0,0.9585226754668479,0.9585496866606983,0.9591836734693877,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6153846153846154,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.0,0.9968961122154494,0.9968844221105527,0.9963811821471653
dbp_235_dnb_32,0,0.8944213557337946,0.894449418084154,0.8947368421052632,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1333333333333333,0.03225806451612903,0.0,0.3333333333333333,0.0,0.0,0.9244170304379123,0.9244221105527638,0.9252110977080821
dbp_300_dnb_32,0,0.9279191042168515,0.9278424350940018,0.9269602577873255,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.35,0.08823529411764706,0.0,0.25,0.0,0.0,0.8820885862781744,0.8820100502512562,0.8817852834740652
dbp_9023_dnb_32,0,0.9783495542555288,0.9783348254252462,0.9774436090225564,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15000000000000002,0.027777777777777776,0.0,0.0,0.0,0.0,0.99078409488651,0.9907537688442211,0.9903498190591074
dbp_31_dnb_33,1,0.9990735103369776,0.999104744852283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3846153846153846,0.38235294117647056,0.6666666666666666,0.6666666666666666,1.0,0.0,0.9991051557557307,0.9991959798994975,1.0
dbp_33_dnb_35,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2222222222222222,0.48148148148148145,1.0,1.0,1.0,0.0,1.0,1.0,1.0
dbp_34_dnb_36,1,0.9994823422835176,0.9995523724261415,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4,0.6111111111111112,1.0,1.0,1.0,0.0,0.9988442971014971,0.9988944723618091,1.0
dbp_35_dnb_37,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3571428571428571,0.2,0.3333333333333333,0.3333333333333333,0.5,0.0,1.0,1.0,1.0
dbp_35_dnb_38,0,0.5960622718703033,0.5960608773500448,0.5961331901181526,0.6666666666666667,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.06666666666666665,0.1,0.0,0.3333333333333333,0.0,0.0,0.6123211137013531,0.6123618090452261,0.6127864897466828
dbp_36_dnb_38,1,0.9989264484857041,0.9989256938227394,0.9989258861439313,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1333333333333333,0.2692307692307692,0.3333333333333333,1.0,0.5,0.0,0.9997028192546706,0.9996984924623116,1.0
dbp_137_dnb_38,0,0.8629736494574889,0.8630259623992838,0.8635875402792696,0.6666666666666667,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4666666666666667,0.21428571428571427,0.0,0.3333333333333333,0.0,0.0,0.8613057461548114,0.8613065326633166,0.8612786489746682
dbp_37_dnb_39,1,0.999302926824964,0.9992837958818264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07692307692307687,0.36363636363636365,1.0,1.0,1.0,0.0,1.0,1.0,1.0
