ids,gender_lev_sim,gender_jac_q3_sim,gender_jac_an_sim,gender_rel_jac_an_sim,gender_containment_sim,gender_exact_sim,deathdate_days_diff_sim,deathdate_months_diff_sim,deathdate_years_diff_sim,work_cosine_tfidf_sim,work_lev_sim,work_jac_q3_sim,work_jac_an_sim,work_rel_jac_an_sim,work_containment_sim,work_exact_sim,birthdate_days_diff_sim,birthdate_months_diff_sim,birthdate_years_diff_sim,name_lev_sim,name_jac_q3_sim,name_jac_an_sim,name_rel_jac_an_sim,name_containment_sim,name_exact_sim,label
dbp_8062_viaf_5341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.8888888888888888,0.7272727272727273,0.6666666666666666,0.6666666666666666,1.0,0.0,1
dbp_17_viaf_3680,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.13580246913580252,0.02127659574468085,0.0,0.0,0.0,0.0,0.5341790808031406,0.5341983504325085,0.5338164251207729,0.5714285714285714,0.12,0.0,0.3333333333333333,0.0,0.0,0
dbp_1819_viaf_1121,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dbp_102_viaf_2411,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7552872985869694,0.7552806276403138,0.7560386473429952,0.4117647058823529,0.2,0.25,0.25,0.5,0.0,0
dbp_7607_viaf_5072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.8666666666666667,0.7777777777777778,0.6666666666666666,0.6666666666666666,1.0,0.0,1
dbp_157_viaf_8062,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.1637931034482759,0.04060913705583756,0.0,0.0,0.0,0.0,0.9291204578800576,0.9290887145443573,0.928743961352657,0.19999999999999996,0.18518518518518517,0.0,0.3333333333333333,0.0,0.0,0
dbp_147_viaf_864,1.0,1.0,1.0,1.0,1.0,1.0,0.9247940330685307,0.9248013042592216,0.9253365973072215,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9007045325367137,0.9007242003621002,0.8997584541062802,0.375,0.14285714285714285,0.0,0.25,0.0,0.0,0
dbp_67_viaf_6805,1.0,1.0,1.0,1.0,1.0,1.0,0.9059599013099531,0.9059506826981862,0.9069767441860466,0.0,0.11428571428571432,0.0,0.0,0.0,0.0,0.0,0.8979287007785547,0.8979078656205994,0.8985507246376812,0.5,0.2,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_10_viaf_6683,1.0,1.0,1.0,1.0,1.0,1.0,0.9238499830941406,0.9238842469940901,0.9241126070991432,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9472625011565966,0.9472943069804868,0.9480676328502415,0.46153846153846156,0.11538461538461539,0.0,0.3333333333333333,0.0,0.0,0
dbp_103_viaf_7251,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.031512605042016806,0.014326647564469915,0.0,0.0,0.0,0.0,0.8847401953656828,0.8847314423657212,0.8840579710144928,0.5,0.2,0.0,0.25,0.0,0.0,0
dbp_293_viaf_7614,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.025547445255474477,0.0,0.0,0.0,0.0,0.0,0.9594265924682431,0.9593643130154899,0.9589371980676329,0.5,0.3,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_26_viaf_6852,0.0,0.0,0.0,0.0,0.0,0.0,0.9605675012470164,0.9605665375993478,0.9608323133414933,0.0,0.14970059880239517,0.012121212121212121,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.7333333333333334,0.375,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_213_viaf_3903,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9389019602659511,0.9389458861396097,0.9384057971014492,0.5,0.3,0.25,0.25,0.5,0.0,0
dbp_363_viaf_4319,1.0,1.0,1.0,1.0,1.0,1.0,0.9023979538888498,0.9023843488893417,0.9020807833537332,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8801303319101688,0.880205190102595,0.8804347826086957,0.31818181818181823,0.15151515151515152,0.25,0.25,0.5,0.0,0
dbp_7589_viaf_5062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.33333333333333337,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.0,1
dbp_2082_viaf_1290,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9999603452605977,1.0,1.0,0.4,0.22727272727272727,0.0,0.25,0.0,0.0,1
dbp_92_viaf_72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3445378151260504,0.2357142857142857,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666667,0.56,0.6666666666666666,0.6666666666666666,1.0,0.0,1
dbp_214_viaf_9654,1.0,1.0,1.0,1.0,1.0,1.0,0.9874963593817477,0.9875687792948848,0.9877600979192166,0.0,0.2230215827338129,0.024390243902439025,0.0,0.0,0.0,0.0,0.9627212404002485,0.9627841480587407,0.96256038647343,0.35,0.17647058823529413,0.25,0.25,0.5,0.0,0
dbp_705_viaf_3495,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9661249388656101,0.9662039831019915,0.966183574879227,0.19999999999999996,0.03225806451612903,0.0,0.0,0.0,0.0,0
dbp_23810_viaf_7158,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.55,0.4583333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,1
dbp_8_viaf_4189,1.0,1.0,1.0,1.0,1.0,1.0,0.9536176865419316,0.9535357652333402,0.9534883720930233,0.0,0.1813953488372093,0.04784688995215311,0.0,0.0,0.0,0.0,0.9696905608501976,0.9696238181452425,0.9698067632850241,0.5454545454545454,0.2631578947368421,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_394_viaf_5740,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.20512820512820518,0.016666666666666666,0.0,0.0,0.0,0.0,0.8487568239197388,0.8488231744115872,0.8490338164251208,0.33333333333333337,0.15384615384615385,0.0,0.3333333333333333,0.0,0.0,0
dbp_822_viaf_391,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.5333333333333333,0.2,0.0,0.0,0.0,0.0,1
dbp_194_viaf_9962,1.0,1.0,1.0,1.0,1.0,1.0,0.9963744463749485,0.9964336661911555,0.996328029375765,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9678433109063752,0.9679139006236169,0.9685990338164251,0.10526315789473684,0.14285714285714285,0.0,0.25,0.0,0.0,0
dbp_50_viaf_9446,0.0,0.0,0.0,0.0,0.0,0.0,0.9613609049488975,0.9613816996127981,0.9608323133414933,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9829021981943875,0.9829008247837457,0.9830917874396136,0.36363636363636365,0.15,0.0,0.25,0.0,0.0,0
dbp_40_viaf_1238,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9883415066157324,0.9883323274994971,0.9891304347826086,0.5,0.24,0.0,0.3333333333333333,0.0,0.0,0
dbp_203_viaf_2829,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8562614833516186,0.8562663447998391,0.856280193236715,0.09999999999999998,0.19444444444444445,0.25,0.25,0.5,0.0,0
dbp_125_viaf_7426,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.15370196813495784,0.06934306569343066,0.0,0.0,0.0,0.0,0.9883778567935178,0.9884329108831221,0.9879227053140096,0.33333333333333337,0.1,0.0,0.3333333333333333,0.0,0.0,0
dbp_388_viaf_5364,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8067360183997991,0.8066787366727017,0.8067632850241546,0.4,0.11764705882352941,0.0,0.25,0.0,0.0,0
dbp_325_viaf_5950,1.0,1.0,1.0,1.0,1.0,1.0,0.9659338562432837,0.965865090686774,0.9657282741738066,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9945375596473371,0.9944679139006236,0.9951690821256038,0.4,0.045454545454545456,0.0,0.25,0.0,0.0,0
dbp_156_viaf_122,1.0,1.0,1.0,1.0,1.0,1.0,0.9872653684305671,0.9872630935398411,0.9865361077111383,0.0,0.15600000000000003,0.043121149897330596,0.0,0.0,0.0,0.0,0.9588284668155922,0.9588613960973648,0.9589371980676329,0.5263157894736843,0.27586206896551724,0.25,0.25,0.5,0.0,0
dbp_325_viaf_8033,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8863495168730916,0.8863407765037216,0.8852657004830918,0.4117647058823529,0.16129032258064516,0.0,0.3333333333333333,0.0,0.0,0
dbp_26958_viaf_2474,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9424774959353892,0.9425668879501107,0.9432367149758454,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0
dbp_167_viaf_1157,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.823731378795289,0.8236773285053309,0.8236714975845411,0.4444444444444444,0.2222222222222222,0.25,0.25,0.5,0.0,0
dbp_389_viaf_10020,1.0,1.0,1.0,1.0,1.0,1.0,0.8615359893945024,0.8615243529651518,0.8616891064871481,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8502967496331937,0.8503319251659626,0.8502415458937198,0.4545454545454546,0.15625,0.0,0.25,0.0,0.0,0
dbp_95_viaf_401,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.19587628865979378,0.020080321285140562,0.0,0.0,0.0,0.0,0.9382740935587485,0.9382418024542346,0.9384057971014492,0.5384615384615384,0.35,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_169_viaf_6107,1.0,1.0,1.0,1.0,1.0,1.0,0.8382059033252653,0.8381903403301406,0.8372093023255813,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8537235800298733,0.8537517602092135,0.8526570048309179,0.5,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0
dbp_90_viaf_5551,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.1807228915662651,0.03424657534246575,0.0,0.0,0.0,0.0,0.938422798831507,0.9384429692214846,0.9384057971014492,0.3529411764705882,0.13333333333333333,0.0,0.25,0.0,0.0,0
dbp_11694_viaf_5302,1.0,1.0,1.0,1.0,1.0,1.0,0.6466340601179058,0.6466272671693499,0.6462668298653611,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6825704202080551,0.6825588412794206,0.682367149758454,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,0
dbp_7_viaf_1995,1.0,1.0,1.0,1.0,1.0,1.0,0.8257323919615149,0.8257591196250255,0.824969400244798,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8616611370335612,0.8616978475155904,0.8623188405797102,0.375,0.1388888888888889,0.0,0.25,0.0,0.0,0
dbp_279_viaf_2409,1.0,1.0,1.0,1.0,1.0,1.0,0.982464773879945,0.9824740167108212,0.981640146878825,0.0,0.06666666666666665,0.0,0.0,0.0,0.0,0.0,0.9849212853422865,0.9849124924562462,0.9842995169082126,0.33333333333333337,0.1388888888888889,0.0,0.25,0.0,0.0,0
dbp_224_viaf_2955,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7010140167987332,0.701039331567149,0.7013463892288861,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7535821447926718,0.7535707101186884,0.7536231884057971,0.5,0.38235294117647056,0.25,0.25,0.5,0.0,0
dbp_288_viaf_1717,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.11650485436893199,0.0,0.0,0.0,0.0,0.0,0.971402323767729,0.9714343190504928,0.9710144927536232,0.34782608695652173,0.13513513513513514,0.25,0.25,0.5,0.0,0
dbp_389_viaf_5947,1.0,1.0,1.0,1.0,1.0,1.0,0.9764087937250806,0.976360301609945,0.9755201958384333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9921318387902661,0.992154496077248,0.9927536231884058,0.40909090909090906,0.15625,0.0,0.25,0.0,0.0,0
dbp_2093_viaf_3454,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9316616657634198,0.9317038825186079,0.9323671497584541,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0
dbp_1104_viaf_501,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dbp_15669_viaf_1227,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.6521739130434783,0.6153846153846154,0.6666666666666666,0.6666666666666666,1.0,0.0,1
dbp_16174_viaf_2297,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9708339391696298,0.9708308187487427,0.9710144927536232,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,0
dbp_347_viaf_5323,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.04225352112676062,0.0,0.0,0.0,0.0,0.0,0.9634945078185928,0.9634882317441159,0.9637681159420289,0.4117647058823529,0.24,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_40_viaf_2615,1.0,1.0,1.0,1.0,1.0,1.0,0.9659740285826195,0.9659669859384553,0.9657282741738066,0.0,0.1777777777777778,0.023391812865497075,0.0,0.0,0.0,0.0,0.92211809181394,0.9220478776906055,0.9214975845410628,0.5,0.20689655172413793,0.0,0.25,0.0,0.0,0
dbp_146_viaf_1518,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4932884353561656,0.4932609132971233,0.4939613526570048,0.1428571428571429,0.10714285714285714,0.0,0.3333333333333333,0.0,0.0,0
dbp_290_viaf_2270,1.0,1.0,1.0,1.0,1.0,1.0,0.8566450070803748,0.8566333808844508,0.8567931456548348,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9058398212893077,0.9058539529269765,0.9057971014492754,0.23809523809523814,0.16666666666666666,0.25,0.25,0.5,0.0,0
dbp_293_viaf_2261,1.0,1.0,1.0,1.0,1.0,1.0,0.9700314348555302,0.9700427960057061,0.9706242350061199,0.0,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.9867189668618561,0.9867229933614967,0.9867149758454107,0.41666666666666663,0.23809523809523808,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_38_viaf_4472,1.0,1.0,1.0,1.0,1.0,1.0,0.8930344511286754,0.8931118809863461,0.8922888616891065,0.0,0.21250000000000002,0.03529411764705882,0.0,0.0,0.0,0.0,0.9276631462070242,0.9276805471736069,0.927536231884058,0.30000000000000004,0.16666666666666666,0.0,0.25,0.0,0.0,0
dbp_30_viaf_5183,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8974297119744095,0.8975055320860994,0.8973429951690821,0.2777777777777778,0.16129032258064516,0.25,0.25,0.5,0.0,0
dbp_358_viaf_1931,1.0,1.0,1.0,1.0,1.0,1.0,0.9547559028231112,0.9547585082535154,0.9547123623011016,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9998149445494561,0.99979883323275,0.998792270531401,0.4285714285714286,0.23529411764705882,0.25,0.25,0.5,0.0,0
dbp_102_viaf_2639,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9823238999114378,0.9822973244819956,0.9830917874396136,0.3529411764705882,0.17857142857142858,0.25,0.25,0.5,0.0,0
dbp_13271_viaf_7416,1.0,1.0,1.0,1.0,1.0,1.0,0.9599314392075337,0.9599551660892602,0.9608323133414933,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9559931529483299,0.955944477972239,0.9553140096618358,0.1875,0.0,0.0,0.0,0.0,0.0,0
dbp_177_viaf_7827,1.0,1.0,1.0,1.0,1.0,1.0,0.9963074924760557,0.9963317709394742,0.996328029375765,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9809293749091246,0.9808891571112452,0.9806763285024155,0.46153846153846156,0.2,0.0,0.3333333333333333,0.0,0.0,0
dbp_177_viaf_5598,1.0,1.0,1.0,1.0,1.0,1.0,0.983750288738689,0.9837986549826778,0.9840881272949816,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9946763512352451,0.9946690806678736,0.9951690821256038,0.4666666666666667,0.23076923076923078,0.0,0.3333333333333333,0.0,0.0,0
dbp_190_viaf_1777,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.988235760643993,0.9882317441158721,0.9879227053140096,0.5,0.30434782608695654,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_9541_viaf_6752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.5357142857142857,0.5161290322580645,0.6666666666666666,0.6666666666666666,1.0,0.0,1
dbp_17009_viaf_5453,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9115831493794033,0.9115872057936029,0.9118357487922706,0.16666666666666663,0.037037037037037035,0.0,0.0,0.0,0.0,0
dbp_361_viaf_4854,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8334600081953129,0.8334339167169583,0.8333333333333334,0.5294117647058824,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_5_viaf_6404,1.0,1.0,1.0,1.0,1.0,1.0,0.9364105345264518,0.9364173629508865,0.9363525091799265,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9331454139293881,0.9331120498893583,0.9335748792270532,0.6,0.28,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_363_viaf_5706,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9843264642512525,0.9843089921544961,0.9842995169082126,0.36363636363636365,0.14705882352941177,0.25,0.25,0.5,0.0,0
dbp_1424_viaf_505,0.0,0.0,0.0,0.0,0.0,0.0,0.9636473805960906,0.963623395149786,0.9645042839657283,0.0,0.19696969696969702,0.0,0.0,0.0,0.0,0.0,0.9803048127635388,0.98038624019312,0.9806763285024155,0.11764705882352944,0.0,0.0,0.0,0.0,0.0,0
dbp_6317_viaf_4182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04705882352941182,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6153846153846154,0.38095238095238093,0.3333333333333333,0.3333333333333333,0.5,0.0,1
dbp_88_viaf_4778,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7409289783617306,0.7409977871655602,0.7415458937198067,0.1875,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0
dbp_57_viaf_9748,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.08333333333333337,0.0,0.0,0.0,0.0,0.0,0.9945573870170383,0.9944679139006236,0.9939613526570048,0.46153846153846156,0.2608695652173913,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_13334_viaf_5009,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9588978626095462,0.9588613960973648,0.9577294685990339,0.25,0.047619047619047616,0.0,0.0,0.0,0.0,0
dbp_3522_viaf_2404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.6875,0.55,0.6666666666666666,0.6666666666666666,1.0,0.0,1
dbp_125_viaf_4684,1.0,1.0,1.0,1.0,1.0,1.0,0.9779822103490642,0.9779906256368454,0.97796817625459,0.0,0.04217432052483594,0.01646090534979424,0.0,0.0,0.0,0.0,0.9786095726540918,0.9786763226714946,0.9782608695652174,0.5333333333333333,0.24,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_9207_viaf_6455,1.0,1.0,1.0,1.0,1.0,1.0,0.9999631753556089,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9991672504725523,0.9991953329309998,1.0,0.9375,0.75,0.25,0.6666666666666666,0.5,0.0,1
dbp_25188_viaf_8200,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9999107768363449,1.0,1.0,0.65,0.5416666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,1
dbp_16884_viaf_2526,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.7692307692307692,0.3181818181818182,0.0,0.3333333333333333,0.0,0.0,1
dbp_130_viaf_5937,1.0,1.0,1.0,1.0,1.0,1.0,0.9871548944973938,0.9871611982881597,0.9877600979192166,0.0,0.20418848167539272,0.02727272727272727,0.0,0.0,0.0,0.0,0.971931053626426,0.971937235968618,0.9722222222222222,0.625,0.34615384615384615,0.3333333333333333,0.3333333333333333,0.5,0.0,0
