dnb_id,dnb_uri,dnb_birthdate,dnb_deathdate,dnb_gender,dnb_name,dnb_work,dbp_id,dbp_uri,dbp_birthdate,dbp_deathdate,dbp_gender,dbp_name,dbp_work,dbp_link_db,label
dnb_17,http://d-nb.info/gnd/118512145,1931-01-01,2009-01-01,notKnown,"Boal, Augusto",,dbp_14,http://dbpedia.org/resource/August_Strindberg,1849-01-22,1912-05-14,male,August Strindberg,	Miss_Julie	The_Ghost_Sonata	The_Red_Room_(Strindberg_novel)	Inferno_(Strindberg_novel)	To_Damascus	A_Dream_Play	The_Father_(Strindberg_play)	Creditors_(play)	Easter_(play)	The_Stronger	The_Defence_of_a_Fool	The_Town_(Strindberg)	The_Outlaw_(play),http://dbpedia.org/resource/august_strindberg,0
dnb_17,http://d-nb.info/gnd/118512145,1931-01-01,2009-01-01,notKnown,"Boal, Augusto",,dbp_15,http://dbpedia.org/resource/Augusto_Boal,1931-03-16,2009-05-02,male,Augusto Boal,,http://dbpedia.org/resource/augusto_boal,1
dnb_17,http://d-nb.info/gnd/118512145,1931-01-01,2009-01-01,notKnown,"Boal, Augusto",,dbp_216,http://dbpedia.org/resource/August_Becker_(author),1828-4-27,1891-3-23,male,August Becker (author),,http://dbpedia.org/resource/august_becker_(author),0
dnb_18,http://d-nb.info/gnd/118558323,1572-06-11,1637-08-06,male,"Jonson, Ben",,dbp_17,http://dbpedia.org/resource/Ben_Jonson,1572-06-11,1637-08-06,male,Ben Jonson,	Mortimer_His_Fall,http://dbpedia.org/resource/ben_jonson,1
dnb_18,http://d-nb.info/gnd/118558323,1572-06-11,1637-08-06,male,"Jonson, Ben",,dbp_100,http://dbpedia.org/resource/Samuel_Johnson,1709-09-18,1784-12-13,male,Samuel Johnson,"	A_Dictionary_of_the_English_Language	The_History_of_Rasselas,_Prince_of_Abissinia",http://dbpedia.org/resource/samuel_johnson,0
dnb_18,http://d-nb.info/gnd/118558323,1572-06-11,1637-08-06,male,"Jonson, Ben",,dbp_134,http://dbpedia.org/resource/Tove_Jansson,1914-08-09,2001-06-27,female,Tove Jansson,"	Moomin	The_True_Deceiver	Fair_Play_(novel)	The_Exploits_of_Moominpappa	The_Moomins_and_the_Great_Flood	A_Winter_Book	The_Summer_Book	Comet_in_Moominland	Moominland_Midwinter	Moominsummer_Madness	Finn_Family_Moomintroll	Moominpappa_at_Sea	Moominvalley_in_November	Tales_from_Moominvalley	The_Book_about_Moomin,_Mymble_and_Little_My	The_Dangerous_Journey	Who_Will_Comfort_Toffle%3F",http://dbpedia.org/resource/tove_jansson,0
dnb_18,http://d-nb.info/gnd/118558323,1572-06-11,1637-08-06,male,"Jonson, Ben",,dbp_240,http://dbpedia.org/resource/Frank_Johnson_Goodnow,1859-01-18,1939-11-15,male,Frank Johnson Goodnow,,http://dbpedia.org/resource/frank_johnson_goodnow,0
dnb_19,http://d-nb.info/gnd/118794353,1878-01-06,1967-07-22,male,"Sandburg, Carl",,dbp_18,http://dbpedia.org/resource/Carl_Sandburg,1878-01-06,1967-07-22,male,Carl Sandburg,"	The_People,_Yes	Rootabaga_Stories	Chicago_Poems	Abraham_Lincoln:_The_War_Years	NET_Playhouse	Remembrance_Rock",http://dbpedia.org/resource/carl_sandburg,1
dnb_19,http://d-nb.info/gnd/118794353,1878-01-06,1967-07-22,male,"Sandburg, Carl",,dbp_303,http://dbpedia.org/resource/Karl_Philipp_Moritz,1756-9-15,1793-6-26,male,Karl Philipp Moritz,,http://dbpedia.org/resource/karl_philipp_moritz,0
dnb_20,http://d-nb.info/gnd/130457671,1924-11-21,,notKnown,"Tolkien, Christopher",,dbp_56,http://dbpedia.org/resource/Christopher_Tolkien,1924-11-21,,male,Christopher Tolkien,"	The_Letters_of_J._R._R._Tolkien	The_Monsters_and_the_Critics,_and_Other_Essays	On_Translating_Beowulf	Unfinished_Tales",http://dbpedia.org/resource/christopher_tolkien,1
dnb_20,http://d-nb.info/gnd/130457671,1924-11-21,,notKnown,"Tolkien, Christopher",,dbp_224,http://dbpedia.org/resource/Christopher_Middleton_(poet),1926-6-10,2015-11-29,male,Christopher Middleton (poet),,http://dbpedia.org/resource/christopher_middleton_(poet),0
dnb_20,http://d-nb.info/gnd/130457671,1924-11-21,,notKnown,"Tolkien, Christopher",,dbp_258,http://dbpedia.org/resource/Helene_Christaller,1872-1-31,1953-4-24,female,Helene Christaller,,http://dbpedia.org/resource/helene_christaller,0
dnb_21,http://d-nb.info/gnd/119420139,1340-01-01,1370-01-01,notKnown,"Dafydd, Ap Gwilym",,dbp_20,http://dbpedia.org/resource/Dafydd_ap_Gwilym,1340-1-1,1350-1-1,male,Dafydd ap Gwilym,,http://dbpedia.org/resource/dafydd_ap_gwilym,1
dnb_22,http://d-nb.info/gnd/107522535,1922-09-19,2002-04-15,male,"Knight, Damon",,dbp_21,http://dbpedia.org/resource/Damon_Knight,1922-09-19,2002-04-15,male,Damon Knight,	Special_Delivery_(short_story)	In_Search_of_Wonder	The_Observers	Science_Fiction_Inventions	Far_Out_(book)	Captain_Video_and_His_Video_Rangers	Beyond_the_Barrier	Not_with_a_Bang_(short_story)	Thing_of_Beauty_(short_story)	Time_Enough	You're_Another	First_Voyages	CV_(novel)	Shall_the_Dust_Praise_Thee%3F	Off_Center	Turning_On	Orbit_1	The_Enemy_(short_story)	To_Serve_Man	The_Country_of_the_Kind	Idiot_Stick	Science_Fiction_of_the_Thirties	The_Last_Word_(Knight_short_story)	Be_My_Guest_(short_story)	In_Deep_(book)	Dulcie_and_Decorum	Extempore	A_for_Anything	Hell's_Pavement	Masters_of_Evolution	Mind_Switch	The_Rithian_Terror	The_Sun_Saboteurs	Masks_(short_story),http://dbpedia.org/resource/damon_knight,1
dnb_22,http://d-nb.info/gnd/107522535,1922-09-19,2002-04-15,male,"Knight, Damon",,dbp_25573,http://dbpedia.org/resource/Chi_Li,1957-05-30,,female,Chi Li,,http://dbpedia.org/resource/chi_li,0
dnb_23,http://d-nb.info/gnd/129035998,1931-07-07,2009-06-02,male,"Eddings, David",,dbp_22,http://dbpedia.org/resource/David_Eddings,1931-07-07,2009-06-02,male,David Eddings,	The_Belgariad	The_Malloreon	The_Dreamers_(novel_series)	The_Elenium	The_Tamuli	The_Redemption_of_Althalus	Polgara_the_Sorceress	The_Rivan_Codex	Belgarath_the_Sorcerer	High_Hunt	Regina's_Song,http://dbpedia.org/resource/david_eddings,1
dnb_23,http://d-nb.info/gnd/129035998,1931-07-07,2009-06-02,male,"Eddings, David",,dbp_23,http://dbpedia.org/resource/David_Foster_Wallace,1962-02-21,2008-09-12,male,David Foster Wallace,	A_Supposedly_Fun_Thing_I'll_Never_Do_Again	Infinite_Jest	The_Broom_of_the_System	Brief_Interviews_with_Hideous_Men	The_Pale_King	This_Is_Water	Both_Flesh_and_Not	Girl_with_Curious_Hair	Consider_the_Lobster	Oblivion:_Stories	Everything_and_More_(book)	Signifying_Rappers,http://dbpedia.org/resource/david_foster_wallace,0
dnb_23,http://d-nb.info/gnd/129035998,1931-07-07,2009-06-02,male,"Eddings, David",,dbp_57,http://dbpedia.org/resource/David_Zindell,1952-11-28,,male,David Zindell,	The_Lightstone,http://dbpedia.org/resource/david_zindell,0
dnb_23,http://d-nb.info/gnd/129035998,1931-07-07,2009-06-02,male,"Eddings, David",,dbp_23735,http://dbpedia.org/resource/Herbert_P._Bix,1938-1-1,,male,Herbert P. Bix,,http://dbpedia.org/resource/herbert_p._bix,0
dnb_24,http://d-nb.info/gnd/122865251,1962-02-21,2008-09-12,male,"Wallace, David Foster",,dbp_22,http://dbpedia.org/resource/David_Eddings,1931-07-07,2009-06-02,male,David Eddings,	The_Belgariad	The_Malloreon	The_Dreamers_(novel_series)	The_Elenium	The_Tamuli	The_Redemption_of_Althalus	Polgara_the_Sorceress	The_Rivan_Codex	Belgarath_the_Sorcerer	High_Hunt	Regina's_Song,http://dbpedia.org/resource/david_eddings,0
dnb_24,http://d-nb.info/gnd/122865251,1962-02-21,2008-09-12,male,"Wallace, David Foster",,dbp_23,http://dbpedia.org/resource/David_Foster_Wallace,1962-02-21,2008-09-12,male,David Foster Wallace,	A_Supposedly_Fun_Thing_I'll_Never_Do_Again	Infinite_Jest	The_Broom_of_the_System	Brief_Interviews_with_Hideous_Men	The_Pale_King	This_Is_Water	Both_Flesh_and_Not	Girl_with_Curious_Hair	Consider_the_Lobster	Oblivion:_Stories	Everything_and_More_(book)	Signifying_Rappers,http://dbpedia.org/resource/david_foster_wallace,1
dnb_24,http://d-nb.info/gnd/122865251,1962-02-21,2008-09-12,male,"Wallace, David Foster",,dbp_57,http://dbpedia.org/resource/David_Zindell,1952-11-28,,male,David Zindell,	The_Lightstone,http://dbpedia.org/resource/david_zindell,0
dnb_25,http://d-nb.info/gnd/118776355,1895-11-01,1974-10-28,male,"Jones, David Michael",,dbp_22,http://dbpedia.org/resource/David_Eddings,1931-07-07,2009-06-02,male,David Eddings,	The_Belgariad	The_Malloreon	The_Dreamers_(novel_series)	The_Elenium	The_Tamuli	The_Redemption_of_Althalus	Polgara_the_Sorceress	The_Rivan_Codex	Belgarath_the_Sorcerer	High_Hunt	Regina's_Song,http://dbpedia.org/resource/david_eddings,0
dnb_25,http://d-nb.info/gnd/118776355,1895-11-01,1974-10-28,male,"Jones, David Michael",,dbp_57,http://dbpedia.org/resource/David_Zindell,1952-11-28,,male,David Zindell,	The_Lightstone,http://dbpedia.org/resource/david_zindell,0
dnb_25,http://d-nb.info/gnd/118776355,1895-11-01,1974-10-28,male,"Jones, David Michael",,dbp_80,http://dbpedia.org/resource/Mikael_Agricola,1509-1-1,1557-04-09,male,Mikael Agricola,,http://dbpedia.org/resource/mikael_agricola,0
dnb_25,http://d-nb.info/gnd/118776355,1895-11-01,1974-10-28,male,"Jones, David Michael",,dbp_259,http://dbpedia.org/resource/Henri_Michaux,1899-05-24,1984-10-19,male,Henri Michaux,,http://dbpedia.org/resource/henri_michaux,0
dnb_26,http://d-nb.info/gnd/124918034,1952-01-01,,notKnown,"Zindell, David",,dbp_22,http://dbpedia.org/resource/David_Eddings,1931-07-07,2009-06-02,male,David Eddings,	The_Belgariad	The_Malloreon	The_Dreamers_(novel_series)	The_Elenium	The_Tamuli	The_Redemption_of_Althalus	Polgara_the_Sorceress	The_Rivan_Codex	Belgarath_the_Sorcerer	High_Hunt	Regina's_Song,http://dbpedia.org/resource/david_eddings,0
dnb_26,http://d-nb.info/gnd/124918034,1952-01-01,,notKnown,"Zindell, David",,dbp_23,http://dbpedia.org/resource/David_Foster_Wallace,1962-02-21,2008-09-12,male,David Foster Wallace,	A_Supposedly_Fun_Thing_I'll_Never_Do_Again	Infinite_Jest	The_Broom_of_the_System	Brief_Interviews_with_Hideous_Men	The_Pale_King	This_Is_Water	Both_Flesh_and_Not	Girl_with_Curious_Hair	Consider_the_Lobster	Oblivion:_Stories	Everything_and_More_(book)	Signifying_Rappers,http://dbpedia.org/resource/david_foster_wallace,0
dnb_26,http://d-nb.info/gnd/124918034,1952-01-01,,notKnown,"Zindell, David",,dbp_24,http://dbpedia.org/resource/David_Jones_(artist-poet),1895-11-01,1974-10-28,male,David Jones (artist-poet),	In_Parenthesis,http://dbpedia.org/resource/david_jones_(artist-poet),0
dnb_26,http://d-nb.info/gnd/124918034,1952-01-01,,notKnown,"Zindell, David",,dbp_11929,http://dbpedia.org/resource/Kostis_Palamas,1859-01-13,1943-02-27,male,Kostis Palamas,,http://dbpedia.org/resource/kostis_palamas,0
dnb_27,http://d-nb.info/gnd/123453658,1934-08-16,2011-03-26,notKnown,"Jones, Diana Wynne",,dbp_25,http://dbpedia.org/resource/Diana_Wynne_Jones,1934-08-16,2011-03-26,female,Diana Wynne Jones,	Howl's_Moving_Castle	Chrestomanci	Dalemark_Quartet	Castle_in_the_Air_(novel)	The_Magicians_of_Caprona	Enchanted_Glass	The_Pinhoe_Egg	The_Game_(Jones_novel)	Charmed_Life_(novel)	Archer's_Goon	Deep_Secret	Eight_Days_of_Luke	Conrad's_Fate	Fire_and_Hemlock	The_Merlin_Conspiracy	The_Crown_of_Dalemark	The_Homeward_Bounders	The_Spellcoats	The_Lives_of_Christopher_Chant	Year_of_the_Griffin	Dogsbody_(novel)	The_Tough_Guide_To_Fantasyland	Witch_Week	Mixed_Magics	Dark_Lord_of_Derkholm	Cart_and_Cwidder	Drowned_Ammet	A_Tale_of_Time_City	The_Time_of_the_Ghost	Hexwood	House_of_Many_Ways	Power_of_Three_(novel)	The_Ogre_Downstairs,http://dbpedia.org/resource/diana_wynne_jones,1
dnb_27,http://d-nb.info/gnd/123453658,1934-08-16,2011-03-26,notKnown,"Jones, Diana Wynne",,dbp_8052,http://dbpedia.org/resource/Roger_Lancelyn_Green,1918-11-02,1987-10-08,male,Roger Lancelyn Green,	Double_Phoenix	King_Arthur_and_His_Knights_of_the_Round_Table	Once_Long_Ago,http://dbpedia.org/resource/roger_lancelyn_green,0
dnb_28,http://d-nb.info/gnd/124788297,1904-01-01,1977-01-01,notKnown,"Hamilton, Edmond",,dbp_26,http://dbpedia.org/resource/Edmond_Hamilton,1904-10-21,1977-02-01,male,Edmond Hamilton,	Star_Wolf_(TV_series)	The_Haunted_Stars	The_Man_Who_Evolved,http://dbpedia.org/resource/edmond_hamilton,1
dnb_28,http://d-nb.info/gnd/124788297,1904-01-01,1977-01-01,notKnown,"Hamilton, Edmond",,dbp_7778,http://dbpedia.org/resource/Howard_Zinn,1922-08-24,2010-01-27,male,Howard Zinn,	A_People's_History_of_American_Empire	A_People's_History_of_the_United_States,http://dbpedia.org/resource/howard_zinn,0
dnb_29,http://d-nb.info/gnd/118512102,1896-01-01,1974-01-01,notKnown,"Blunden, Edmund",,dbp_26,http://dbpedia.org/resource/Edmond_Hamilton,1904-10-21,1977-02-01,male,Edmond Hamilton,	Star_Wolf_(TV_series)	The_Haunted_Stars	The_Man_Who_Evolved,http://dbpedia.org/resource/edmond_hamilton,0
dnb_29,http://d-nb.info/gnd/118512102,1896-01-01,1974-01-01,notKnown,"Blunden, Edmund",,dbp_27,http://dbpedia.org/resource/Edmund_Blunden,1896-11-01,1974-01-20,male,Edmund Blunden,	Shelley:_A_Life_Story,http://dbpedia.org/resource/edmund_blunden,1
dnb_30,http://d-nb.info/gnd/118683284,1885-08-15,1968-04-16,female,"Ferber, Edna",,dbp_5610,http://dbpedia.org/resource/Charles_G._Finney,1905-12-01,1984-04-16,male,Charles G. Finney,	The_Circus_of_Dr._Lao	The_Magician_Out_of_Manchuria,http://dbpedia.org/resource/charles_g._finney,0
dnb_31,http://d-nb.info/gnd/118501380,1928-03-12,2016-09-16,male,"Albee, Edward",,dbp_29,http://dbpedia.org/resource/Edward_Albee,1928-03-12,2016-09-16,male,Edward Albee,"	Who's_Afraid_of_Virginia_Woolf%3F	A_Delicate_Balance_(play)	The_Zoo_Story	The_Goat,_or_Who_is_Sylvia%3F	Edward_Albee's_At_Home_at_the_Zoo	Three_Tall_Women	The_Goat,_or_Who_Is_Sylvia%3F	Everything_in_the_Garden	Breakfast_at_Tiffany's_(musical)	Seascape_(play)	The_Play_About_the_Baby",http://dbpedia.org/resource/edward_albee,1
dnb_31,http://d-nb.info/gnd/118501380,1928-03-12,2016-09-16,male,"Albee, Edward",,dbp_30,http://dbpedia.org/resource/Edward_Thomas_(poet),1878-03-03,1917-04-09,male,Edward Thomas (poet),,http://dbpedia.org/resource/edward_thomas_(poet),0
dnb_31,http://d-nb.info/gnd/118501380,1928-03-12,2016-09-16,male,"Albee, Edward",,dbp_235,http://dbpedia.org/resource/Eduardo_Galeano,1940-09-03,2015-04-13,male,Eduardo Galeano,	Open_Veins_of_Latin_America	Upside_Down_(book)	Days_and_Nights_of_Love_and_War,http://dbpedia.org/resource/eduardo_galeano,0
dnb_31,http://d-nb.info/gnd/118501380,1928-03-12,2016-09-16,male,"Albee, Edward",,dbp_300,http://dbpedia.org/resource/Julius_Eduard_Hitzig,1780-3-26,1849-11-26,male,Julius Eduard Hitzig,,http://dbpedia.org/resource/julius_eduard_hitzig,0
