ids,gender_lev_sim,gender_jac_q3_sim,gender_jac_an_sim,gender_rel_jac_an_sim,gender_containment_sim,gender_exact_sim,deathdate_days_diff_sim,deathdate_months_diff_sim,deathdate_years_diff_sim,work_cosine_tfidf_sim,work_lev_sim,work_jac_q3_sim,work_jac_an_sim,work_rel_jac_an_sim,work_containment_sim,work_exact_sim,birthdate_days_diff_sim,birthdate_months_diff_sim,birthdate_years_diff_sim,name_lev_sim,name_jac_q3_sim,name_jac_an_sim,name_rel_jac_an_sim,name_containment_sim,name_exact_sim,label
dbp_911_wiki_27263,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dbp_970_wiki_27322,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dbp_23_wiki_5402,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9784299709876803,0.9784258158881067,0.9780461031833151,0.4,0.21428571428571427,0.25,0.25,0.5,0.0,0
dbp_98_wiki_21336,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9942335762038912,0.994240789834537,0.9945115257958288,0.4375,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_22_wiki_6249,1.0,1.0,1.0,1.0,1.0,1.0,0.9985295438890719,0.9985416096982955,0.9989059080962801,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9924766189535142,0.9924124691470884,0.9923161361141603,0.4,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_26650_wiki_24853,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.65,0.5416666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,1
dbp_46_wiki_5679,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9243727512448868,0.9243075235396289,0.9242590559824369,0.26315789473684215,0.125,0.25,0.25,0.5,0.0,0
dbp_93_wiki_4877,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9415308653840379,0.9414937380016455,0.9407244785949506,0.5454545454545454,0.19047619047619047,0.0,0.3333333333333333,0.0,0.0,0
dbp_13662_wiki_25875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.6111111111111112,0.5714285714285714,0.6666666666666666,0.6666666666666666,1.0,0.0,1
dbp_27_wiki_17611,1.0,1.0,1.0,1.0,1.0,1.0,0.994588362133509,0.9945310363686082,0.9945295404814004,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9908548122608586,0.9908583965627571,0.9901207464324918,0.4347826086956522,0.25,0.25,0.25,0.5,0.0,0
dbp_23_wiki_23961,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9769553282356546,0.9769631593381479,0.9769484083424808,0.35,0.1935483870967742,0.25,0.25,0.5,0.0,0
dbp_53_wiki_21623,1.0,1.0,1.0,1.0,1.0,1.0,0.9224401784912102,0.9224318658280922,0.9234135667396062,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9413987181720437,0.941402321967273,0.9407244785949506,0.33333333333333337,0.18518518518518517,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_53_wiki_27268,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.33333333333333337,0.2,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_717_wiki_691,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dbp_15_wiki_3875,1.0,1.0,1.0,1.0,1.0,1.0,0.9161540534874667,0.9161425576519916,0.9157549234135667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9032171839429124,0.9031904195995978,0.9023051591657519,0.3913043478260869,0.26666666666666666,0.25,0.25,0.5,0.0,0
dbp_29261_wiki_29162,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6818181818181819,0.5769230769230769,0.6666666666666666,0.6666666666666666,1.0,0.0,1
dbp_7_wiki_8018,1.0,1.0,1.0,1.0,1.0,1.0,0.9426552064927675,0.9426670312642421,0.9431072210065645,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9457715895507596,0.9457902916171497,0.9462129527991219,0.36,0.2,0.25,0.25,0.5,0.0,0
dbp_22_wiki_7066,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.1097560975609756,0.006211180124223602,0.0,0.0,0.0,0.0,0.983100173593383,0.9830880336411006,0.9835345773874863,0.4285714285714286,0.24,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_75_wiki_12311,1.0,1.0,1.0,1.0,1.0,1.0,0.9171303644694678,0.9171452009844134,0.9168490153172867,0.0,0.1640625,0.008064516129032258,0.0,0.0,0.0,0.0,0.9262228122128051,0.9262272602614499,0.9264544456641054,0.5,0.13636363636363635,0.4,0.4,0.6666666666666666,0.0,0
dbp_91_wiki_5030,1.0,1.0,1.0,1.0,1.0,1.0,0.9987541553113114,0.9988150578798651,0.9989059080962801,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9841423345607007,0.9840936100191974,0.9846322722283205,0.5333333333333333,0.32,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_52_wiki_16670,1.0,1.0,1.0,1.0,1.0,1.0,0.6572729178521158,0.6573694284933005,0.6575492341356675,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2777777777777778,0.17857142857142858,0.25,0.25,0.5,0.0,0
dbp_23_wiki_1785,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9998468293679159,0.9999085839656275,1.0,0.30000000000000004,0.1935483870967742,0.25,0.25,0.5,0.0,0
dbp_29_wiki_22589,1.0,1.0,1.0,1.0,1.0,1.0,0.866242400646881,0.8662838392124692,0.8665207877461707,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.880280632624744,0.8802449949721181,0.880351262349067,0.6153846153846154,0.3181818181818182,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_52_wiki_8750,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6263777848523255,0.6262912514855106,0.6256860592755213,0.7272727272727273,0.3684210526315789,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_31601_wiki_2849,0.6333333333333334,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.29166666666666663,0.022727272727272728,0.0,0.0,0.0,0.0,0
dbp_22_wiki_27637,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.46153846153846156,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_5_wiki_6691,1.0,1.0,1.0,1.0,1.0,1.0,0.9374472163157737,0.9374715158144198,0.937636761487965,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9528234453180844,0.9528293262638267,0.9527991218441273,0.4666666666666667,0.28,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_23003_wiki_16501,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21739130434782605,0.0,0.0,0.0,0.0,0.0,0
dbp_35_wiki_25964,0.6333333333333334,0.4,0.0,0.0,0.0,0.0,0.9399209367793717,0.9399325494485462,0.9409190371991247,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.90569794751353,0.9056586525276533,0.9055982436882547,0.5333333333333333,0.17857142857142858,0.0,0.25,0.0,0.0,0
dbp_53_wiki_4973,1.0,1.0,1.0,1.0,1.0,1.0,0.9122637836542781,0.9123142831100173,0.9113785557986871,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.920002883211898,0.9200109699241247,0.9198682766190999,0.36363636363636365,0.1388888888888889,0.25,0.25,0.5,0.0,0
dbp_28_wiki_23023,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9423237486560028,0.9423164823109973,0.9418221734357849,0.42105263157894735,0.1724137931034483,0.0,0.25,0.0,0.0,0
dbp_6660_wiki_11849,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7419354838709677,0.7419354838709677,0.6666666666666666,0.6666666666666666,1.0,0.0,1
dbp_27089_wiki_25919,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.6111111111111112,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,1
dbp_52_wiki_7588,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6127756320541082,0.6127616783983911,0.6125137211855105,0.36363636363636365,0.13043478260869565,0.0,0.3333333333333333,0.0,0.0,0
dbp_51_wiki_31136,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3846153846153846,0.21739130434782608,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_94_wiki_13765,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9794210750776365,0.9793399762318311,0.9791437980241493,0.4375,0.2692307692307692,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_7998_wiki_14407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.5909090909090908,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,1
dbp_20698_wiki_12368,0.6333333333333334,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9940984256461698,0.9940579577657921,0.9934138309549945,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0
dbp_18_wiki_31395,0.6333333333333334,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9327370690949718,0.9327177987018923,0.9330406147091108,0.4666666666666667,0.14285714285714285,0.0,0.3333333333333333,0.0,0.0,0
dbp_35_wiki_14024,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7691238039175642,0.7690830971752445,0.7694840834248079,0.42105263157894735,0.23333333333333334,0.0,0.25,0.0,0.0,0
dbp_26425_wiki_10679,0.6333333333333334,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9775980442212625,0.9775116555443825,0.9769484083424808,0.17647058823529416,0.030303030303030304,0.0,0.0,0.0,0.0,0
dbp_36_wiki_18484,1.0,1.0,1.0,1.0,1.0,1.0,0.4370788535833009,0.43715249293592195,0.43763676148796504,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.49225437136970585,0.4922753450955297,0.4917672886937431,0.6,0.17857142857142858,0.0,0.3333333333333333,0.0,0.0,0
dbp_24_wiki_12001,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9291961244826737,0.92924398939574,0.9286498353457738,0.36363636363636365,0.1875,0.25,0.25,0.5,0.0,0
dbp_35_wiki_27903,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5714285714285714,0.34782608695652173,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_18376_wiki_29468,0.6333333333333334,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.29166666666666663,0.0,0.0,0.0,0.0,0.0,0
dbp_51_wiki_14719,1.0,1.0,1.0,1.0,1.0,1.0,0.9895420921805277,0.989517819706499,0.9890590809628009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9702909040671308,0.9702897888289606,0.969264544456641,0.3846153846153846,0.20833333333333334,0.25,0.25,0.5,0.0,0
dbp_4_wiki_16132,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7990371273598789,0.7990675564494012,0.7991218441273327,0.4814814814814815,0.2894736842105263,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_29_wiki_5144,1.0,1.0,1.0,1.0,1.0,1.0,0.9441645952502171,0.9441254215659466,0.9442013129102844,0.0,0.053097345132743334,0.0106951871657754,0.0,0.0,0.0,0.0,0.9584697352851076,0.9584971203949173,0.9582875960482986,0.5,0.25925925925925924,0.25,0.25,0.5,0.0,0
dbp_51_wiki_29378,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.19230769230769232,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_15_wiki_10224,1.0,1.0,1.0,1.0,1.0,1.0,0.9904794705160073,0.9904293136450643,0.9901531728665208,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9819889356743412,0.9819910412286315,0.9813391877058177,0.1428571428571429,0.0,0.0,0.0,0.0,0.0,0
dbp_15912_wiki_1321,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9385245163111706,0.9385684249017278,0.9385290889132821,0.25,0.0,0.0,0.0,0.0,0.0,0
dbp_41_wiki_22954,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10777506141842008,0.10777950452509366,0.10757409440175636,0.4666666666666667,0.13793103448275862,0.0,0.25,0.0,0.0,0
dbp_94_wiki_29789,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6153846153846154,0.30434782608695654,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_21584_wiki_15108,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.6956521739130435,0.5925925925925926,0.6666666666666666,0.6666666666666666,1.0,0.0,1
dbp_24_wiki_22952,0.6333333333333334,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.94069893861762,0.940762409726666,0.9407244785949506,0.31818181818181823,0.125,0.25,0.25,0.5,0.0,0
dbp_51_wiki_8752,1.0,1.0,1.0,1.0,1.0,1.0,0.9863136773382049,0.9863275909215203,0.9857768052516411,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9938131078020915,0.9937837096626748,0.9934138309549945,0.46153846153846156,0.21739130434782608,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_12882_wiki_24061,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.736842105263158,0.6086956521739131,0.6666666666666666,0.6666666666666666,1.0,0.0,1
dbp_14_wiki_8123,0.6333333333333334,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19999999999999996,0.10810810810810811,0.0,0.25,0.0,0.0,0
dbp_84_wiki_29086,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2142857142857143,0.13636363636363635,0.25,0.25,0.5,0.0,0
dbp_30_wiki_26719,1.0,1.0,1.0,1.0,1.0,1.0,0.9573208349555269,0.9573420836751436,0.9573304157549234,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9913203308485653,0.9914068927689916,0.991218441273326,0.16666666666666663,0.15625,0.25,0.25,0.5,0.0,0
dbp_97_wiki_30621,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6363636363636364,0.3,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_15889_wiki_3353,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.7857142857142857,0.42857142857142855,0.0,0.3333333333333333,0.0,0.0,1
dbp_51_wiki_10196,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9879806103999856,0.9879330834628394,0.9879253567508233,0.4,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_23782_wiki_21823,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9457535694763967,0.9457902916171497,0.9462129527991219,0.1923076923076923,0.0,0.0,0.0,0.0,0.0,0
dbp_592_wiki_3769,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.16393442622950816,0.028037383177570093,0.0,0.0,0.0,0.0,0.9490542464305236,0.9489898528201847,0.9495060373216246,0.125,0.0,0.0,0.0,0.0,0.0,0
dbp_96_wiki_3788,1.0,1.0,1.0,1.0,1.0,1.0,0.9842562367104909,0.9842311548628202,0.9846827133479212,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9891849520365688,0.9892129079440534,0.9890230515916575,0.5333333333333333,0.28,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_37_wiki_1443,1.0,1.0,1.0,1.0,1.0,1.0,0.9560510317151328,0.9560659921611522,0.9562363238512035,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9863648103987842,0.9862875948441356,0.9857299670691547,0.47058823529411764,0.1724137931034483,0.0,0.25,0.0,0.0,0
dbp_34_wiki_28993,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4,0.2,0.25,0.25,0.5,0.0,0
dbp_51_wiki_22981,1.0,1.0,1.0,1.0,1.0,1.0,0.9852295528735288,0.985233798195242,0.9857768052516411,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9820039524029769,0.9819910412286315,0.9813391877058177,0.33333333333333337,0.08571428571428572,0.0,0.25,0.0,0.0,0
dbp_23_wiki_25950,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9608213549894582,0.9608739372886004,0.960482985729967,0.4,0.23333333333333334,0.25,0.25,0.5,0.0,0
dbp_101_wiki_3684,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9522137661354749,0.9521894140232197,0.9517014270032931,0.4545454545454546,0.08695652173913043,0.0,0.3333333333333333,0.0,0.0,0
dbp_677_wiki_633,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dbp_53_wiki_10196,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9107255482607625,0.910686534418137,0.9099890230515917,0.4666666666666667,0.1724137931034483,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_51_wiki_17586,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.997855611150822,0.9978060151750617,0.9978046103183315,0.07692307692307687,0.08,0.3333333333333333,0.3333333333333333,0.5,0.0,0
dbp_61_wiki_21617,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9855358869780936,0.9854648505347838,0.9857299670691547,0.19999999999999996,0.07692307692307693,0.0,0.25,0.0,0.0,0
dbp_74_wiki_17154,1.0,1.0,1.0,1.0,1.0,1.0,0.7620197059087779,0.7620089326405979,0.7614879649890591,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7969918489196965,0.7969649876588354,0.7969264544456641,0.4,0.10714285714285714,0.0,0.3333333333333333,0.0,0.0,0
dbp_47_wiki_31386,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.41666666666666663,0.08,0.0,0.3333333333333333,0.0,0.0,0
dbp_17958_wiki_16084,0.6333333333333334,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9827758122548519,0.9827223695036109,0.9824368825466521,0.11764705882352944,0.0,0.0,0.0,0.0,0.0,0
