m1pp_id,m1pp_cid,m1pp_number,m1pp_length,m1pp_title,m1pp_artist,m1pp_album,m1pp_year,m1pp_language,m1pp_filtering_attr
m1pp_78,9482,004,255,Let U Go,ATB,Electronic House Sensation Vol. 1,,,letugoatbelectronichousesensationvol1
m1pp_79,234,006,0,End of June,Flash Forward,"Games, Cheats & Fakes",,,endofjuneflashforwardgamescheats&fakes
m1pp_80,237,006,99,Nowhere,Króm,It All Makes Sense Now,2003,,nowherekrómitallmakessensenow
m1pp_81,3207,009,276,Kwek kwek kwek,Herman van Veen,Alfred Jodocus Kwak,1979,,kwekkwekkwekhermanvanveenalfredjodocuskwak
m1pp_82,242,003,302,Urine Facewash,Carnival in Coal,Vivalavida,2005,,urinefacewashcarnivalincoalvivalavida
m1pp_83,243,002,244,Chinatown,Joe Jackson,Night and Day,1990,,chinatownjoejacksonnightandday
m1pp_84,245,007,513,Everytime,Lustrla,"Dancenet, Volume 3",1997,,everytimelustrladancenetvolume3
m1pp_85,246,003,0,Join the Team,[unknown],XXL Jingles 1,,,jointheteamunknownxxljingles1
m1pp_86,250,002,257,Do What You Love,J. Boogie's Dubtronic Science,J. Boogie's Dubtronic Science,2003,,dowhatyoulovejboogiesdubtronicsciencejboogiesdubtronicscience
m1pp_87,251,002,231,St Louis Blues March,Colin Busby Big Swing Band,Swing Greats,1999,,stlouisbluesmarchcolinbusbybigswingbandswinggreats
m1pp_88,256,009,302,"Symphony No. 35B-flat major, HOB I:35: I. Allegro di molto",Joseph Haydn,The Complete Symphonies (Stuttgart Chamber Orchestra feat. conductor: Dennis Russell Davies),2009,,symphonyno35bflatmajorhobi35iallegrodimolto
m1pp_89,267,001,288,Hell on Wheels,Fu Manchu,King of the Road,1999,,hellonwheelsfumanchukingoftheroad
m1pp_90,4497,014,195,That Man,Greater Things,Greater Things,2003,,thatmangreaterthingsgreaterthings
m1pp_91,5238,009,278,Unto The Least Of These,Steve Bell,Simple Songs,,,untotheleastofthesestevebellsimplesongs
m1pp_92,272,021,30,Western Mood,Pierre Langer & Scott P. Schreer,"Orchestral, Volume 1",,,westernmoodpierrelanger&scottpschreerorchestralvolume1
m1pp_93,273,001,237,Freeloader,Driftwood,Illusion Uranus Edition (disc 1),,,freeloader
m1pp_94,7837,065,54,Spook CD3,Mary Roach,Spook (disc 3),2005,,spookcd3
m1pp_95,276,004,199,Chicago Promenade,Jason Isbell,Sirens of the Ditch,2007,,chicagopromenadejasonisbellsirensoftheditch
m1pp_96,9808,011,256,Christmas Eve,Céline Dion,These Are Special Times,19 98,,christmasevecélinedionthesearespecialtimes
m1pp_97,280,0R,235,Think,Hechos contra el decoro,Disco de apoyo a Thomas Miller-El,2002,,thinkhechoscontraeldecorodiscodeapoyoathomasmillerel
m1pp_98,8643,007,0,Corrido Villista,Ignacio Lopez Tarso,Lopez Tarso Y Sus Corridos,2003,,corridovillistaignaciolopeztarsolopeztarsoysuscorridos
m1pp_99,463,013,0,Paukštis,Skylė,1 + 1 = 1,2006,,paukštisskylė1+1=1
m1pp_100,6289,020,40,I Was In,Prince Paul,A A Among Thieves,1999,,iwasinprincepaulaaamongthieves
m1pp_101,8154,013,126,Black Is the Color of My True Love's Hair,John Jacob Niles,I Wonder as I Wander: Carols & Love Songs,2006,,blackisthecolorofmytrueloveshairjohnjacobnilesiwonderasiwandercarols&lovesongs
m1pp_102,286,004,370,Technicolour Dreams,Oskar Offermann,Do Pilots Still Dream of Flying?,2012,,technicolourdreamsoskaroffermanndopilotsstilldreamofflying
m1pp_103,1055,005,286,A Song Without a Song,Czech Phihlharmonic Chamber OrcheCstra,Please Save My Earth Image Soundtrack (US Version),,,asongwithoutasong
m1pp_104,5427,004,218,Cuatro veces,Odisseo,Días de fuego,2014,,cuatrovecesodisseodíasdefuego
m1pp_105,288,006,243,Ravensbourn,Gordon Giltrap,Drifter,2004,,ravensbourngordongiltrapdrifter
m1pp_106,293,025,96,Take Care,ig Star,Keep an Eye on the Sky,2009,,takecareigstarkeepaneyeonthesky
m1pp_107,3533,003,255,Dreams,Fleetwood Mac,Sounds o. te Seventies: 1977,1990,,dreamsfleetwoodmacsoundsoteseventies1977
m1pp_108,6667,006,276,Sunshine,Noochie vs. Bridget,Nikki Beach Music Witness the Unexpected,2008,,sunshinenoochievsbridgetnikkibeachmusicwitnesstheunexpected
m1pp_109,294,002,198,God Only Knows,Glen Campbell,Classic Campbell,2006,,godonlyknowsglencampbellclassiccampbell
m1pp_110,6179,017,186,Oh No,Hiitmen,The Hitmen,2007,,ohnohiitmenthehitmen
m1pp_111,296,014,343,In Memoriam Mallorca Hitmix: Ibiza / Süßes Blut / Alter Schwede / Ratzfatz nach Mallorca,Ibo,Fetenkult: StrandParty 2006,2006,,inmemoriammallorcahitmixibizasüßesblutalterschwederatzfatznachmallorcaibofetenkultstrandparty2006
m1pp_112,297,007,211,Saints & Sinners,Flogging Molly,Speed of Darkness,2011,,saints&sinnersfloggingmollyspeedofdarkness
m1pp_113,8657,005,156,The Israelites,Desmond Dekker & The Aces,Rasta Reggae,2000,,theisraelitesdesmonddekker&theacesrastareggae
m1pp_114,302,13,82,Fall,Daft Punk,TRON: Legacy,2010,,falldaftpunktronlegacy
m1pp_115,304,012,227,J eveux,Zaz,Zaz,2011,,jeveuxzazzaz
m1pp_116,6475,013,174,[untitled]-,Precious Death,Precious Death,1996,,untitledpreciousdeathpreciousdeath
m1pp_117,6826,001,170,La Bamba,Los Lobos,Hit Connection 87,1987,,labambalosloboshitconnection87
m1pp_118,308,004,408,Blues for Charlie,Ike Quebec,Blue and Sentimental,2010,,bluesforcharlieikequebecblueandsentimental
m1pp_119,313,006,175,Lindyhop,Alamo Race Track,Unicorn Loves Deer,2011,,lindyhopalamoracetrackunicornlovesdeer
m1pp_120,7356,008,75,Nothing to Offer,Robbie Rivera,GT's House: Supercharged by Groove Terminator,1999,,nothingtoofferrobbieriveragtshousesuperchargedbygrooveterminator
m1pp_121,6114,005,317,Cross,Spring Heel Jack & The Blue Series Continuum,Masses,2001,,crossspringheeljack&theblueseriescontinuummasses
m1pp_122,330,011,513,I want to change my life,Arthur's Landing,Per Ardua Ad Astra,,,iwanttochangemylifearthurslandingperarduaadastra
m1pp_123,2232,011,208,CRAZY HONEY,けちゃっぷmaania,mGREETINGS FROM TOKYO,2006,,crazyhoneyけちゃっぷmaaniamgreetingsfromtokyo
m1pp_124,2980,008,0,Wat had je dan,Aiky,nan,2009,,wathadjedanaiky#
m1pp_125,344,007,179,Herzimaus,Zillertaler,I hab Di so gern,,,herzimauszillertalerihabdisogern
m1pp_126,345,008,256,Steppin' Out,Joe Jackson,Total 80s,,,steppinoutjoejacksontotal80s
m1pp_127,9956,,554,Hitsujikai No Bansan,Akira Sakata,Moko,1988,,hitsujikainobansanakirasakatamoko
m1pp_128,4050,1,310,Rastaman Vibration,Bob Marley & The Wailers,Independent Zimbabwe 1980-04-18,,,rastamanvibrationbobmarley&thewailersindependentzimbabwe19800418
m1pp_129,359,004,137,How Long Has It Been,Faron Young,The Classic Years 1952-1962,1992,,howlonghasitbeenfaronyoungtheclassicyears19521962
m1pp_130,360,013,165,Who?,John Atwell,Sounds of Wonder from Down Under,,,whojohnatwellsoundsofwonderfromdownunder
m1pp_131,361,009,167,Kling Klong,Audionite,Dada Life's Musical Freedom,,,klingklongaudionitedadalifesmusicalfreedom
m1pp_132,7195,012,281,Year of the Snake,Anggun,Echoes,2012,,yearofthesnakeanggunechoes
m1pp_133,5565,016,149,Just How Lucky We Are,Pete Ham,7 Park Avenue,1997,,justhowluckywearepeteham7parkavenue
m1pp_134,377,001,182,Lefekszem a hóba,Kispál és a BorUz,Élősködés: Miskolc (2002-11-08),2003,,lefekszemahóba
m1pp_135,9591,021,280,Random_Inc Meets Ultra-Red in Deir Yassin,Random Inc,Walking in Jerusalem,2002,,randomincmeetsultraredindeiryassinrandomincwalkinginjerusalem
m1pp_136,1504,006,397,Ancient Ambiance,Klaus Schulze,"Royal Festival Hall, Volume 2",,,ancientambianceklausschulzeroyalfestivalhallvolume2
m1pp_137,877,012,161,Winter Pages: Still Life,Ned Rorem,"Winter Pages, Bright Music (Bridgehampton Chamber Music Festival)",1992,,winterpagesstilllife
m1pp_138,388,005,214,My Way,Tom Jones,The Collection,2000,,mywaytomjonesthecollection
m1pp_139,207,010,314,Imperial March,Sir Edward Elgar,Great Organ Works,,,imperialmarchsiredwardelgargreatorganworks
m1pp_140,3707,008,389,Fight Test,Beck & The Flaming Lips,"2002-10-14: Claremont, CA, USA",,,fighttestbeck&theflaminglips20021014claremontcausa
m1pp_141,8925,011,0,in Together,Wu-Block,Wu-Block,2012,,intogetherwublockwublock
m1pp_142,4164,034,0,Historical Perspective,Keith Mansfield,Historical Perspective,1982,,historicalperspectivekeithmansfieldhistoricalperspective
m1pp_143,395,049,20,Save Me,Radomír Šrámek & Vladimír Šimůnek,Commercial Cuts vol 14,,,savemeradomíršrámek&vladimíršimůnekcommercialcutsvol14
m1pp_144,396,010,0,They Don't Know,Busdriver,Memoirs of the Elephant Man,2001,,theydontknowbusdrivermemoirsoftheelephantman
m1pp_145,398,010,325,Everytime You Go Away,Paul Young,80's Gold: Love Songs,2006,,everytimeyougoawaypaulyoung80sgoldlovesongs
m1pp_146,400,015,316,Ricky's Popsofa: JJ Cooly,Wochenshow,Best Of,1998,,rickyspopsofajjcoolywochenshowbestof
m1pp_147,404,004,623,Pas d'action,Пётр Ильич Чайковский,Dornröschen / Der Zauberladen,,,pasdactionпётрильиччайковскийdornröschenderzauberladen
m1pp_148,407,005,0,Čist' drug svet,Flirrt,Lajf navadnega lčloveka,2013,,čistdrugsvetflirrtlajfnavadnegalčloveka
m1pp_149,6837,007,392,Six Four,Colieda,November,,,sixfourcoliedanovember
m1pp_150,410,005,356,Silent Nite,Blues Company,Blues R.,,,silentnitebluescompanybluesr
m1pp_151,3981,014,240,Torn,Natalie Imbruglia,Girls 2k,2000,,tornnatalieimbrugliagirls2k
m1pp_152,413,019,74,The Bridge,Jan A.P. Kaczmarek,Lost Souls,2000,,thebridgejanapkaczmareklostsouls
m1pp_153,4913,003,303,- Sex - Death,B‐Ton‐K & Puls,Novocain,2001,,sexdeathb‐ton‐k&pulsnovocain
m1pp_154,418,026,76,迷路,梁邦彦,彩T雲国物語 Original Sound Track 1,2006,,迷路梁邦彦彩t雲国物語originalsoundtrack1
m1pp_155,420,002,223,Cheese and Freckles,Moustache of,Knock Knock! Who's There?,,,cheeseandfrecklesmoustacheofknockknockwhosthere
m1pp_156,422,009,233,Who Knows Who Cares,Local Natives,Gorilla Manor,2010,,whoknowswhocareslocalnativesgorillamanor
m1pp_157,424,012,386,Mommy,King Diamond,Abigail II: The Revenge,2002,,mommykingdiamondabigailiitherevenge
m1pp_158,427,005,226,Monostereo,monoblond,gum monoblond,2001,,monostereomonoblondgummonoblond
m1pp_159,433,003,382,Forlorn Hope,After Forever,Monolith of Doubt,2002,,forlornhopeafterforevermonolithofdoubt
m1pp_160,435,008,0,Seek & Destroy,Metallica,"2004-07-02: Werchter, Belgium",2004,,seek&destroymetallica20040702werchterbelgium
m1pp_161,4897,013,138,Girl on My Mind,Buddy Holly,The Very Best of Buddy Holly and the Crickets,2008,,girlonmymindbuddyhollytheverybestofbuddyhollyandthecrickets
m1pp_162,440,002,270,Your Love,Shane & Shane,The One You Need,,,yourloveshane&shanetheoneyouneed
m1pp_163,9952,011,0,Weather With You,Crowded House,It's Only Natural,,,weatherwithyoucrowdedhouseitsonlynatural
m1pp_164,5025,006,277,Wir Haben uns gerade noch gefehlt,Grossstadtgeflüster,"Oh, ein Reh!",2013,,wirhabenunsgeradenochgefehltgrossstadtgeflüsteroheinreh
m1pp_165,456,006,224,Tonight,Soft Boys,Underwater Moonlight,1990,,tonightsoftboysunderwatermoonlight
m1pp_166,470,006,184,Sweet and Slow,Guy's All Star Shoe Band,Guy's All-Star Shoe Band,,,sweetandslowguysallstarshoebandguysallstarshoeband
m1pp_167,4651,025,166,Bulerías gitanas,Camarón de la Isla,"Flamenco: The 150 Original Moments, Volume 1",,,buleríasgitanascamaróndelaislaflamencothe150originalmomentsvolume1
m1pp_168,471,017,0,Bother Me,Insight,Targeting Zone,2008,,bothermeinsighttargetingzone
m1pp_169,8629,003,325,Esquizoide,Iconoclasta,En concierto,1990,,esquizoideiconoclastaenconcierto
m1pp_170,473,004,125,,Vic Wilder,"Teen Town USA, Volume 11",2006,,vicwilderteentownusavolume11
m1pp_171,9525,005,158,Christmas All Over the World,Mari Falcone & Bill Cantos,Christmas Vocals,,,christmasallovertheworldmarifalcone&billcantoschristmasvocals
m1pp_172,479,002,132,Jungle Drum,Emilíana Torrini,"The Dome, Volume 51",2009,,jungledrumemilíanatorrinithedomevolume51
m1pp_173,2551,007,486,Devotion,Yahel,Trancemaster 2006,2000,,devotionyaheltrancemaster2006
m1pp_174,8243,010,192,L'Arsène,Jacques Dutronc,"L'Intégrale, Volume 5 : En public",1992,,larsènejacquesdutronclintégralevolume5enpublic
m1pp_175,487,009,338,Walk Through Fire,Olivia Newton-John,The Rumour,1988,,walkthroughfireolivianewtonjohntherumour
m1pp_176,6241,0 04,105,Unearthed Statue,Infinity Frequencies,Computer Death,2013,,unearthedstatueinfinityfrequenciescomputerdeath
m1pp_177,490,003,318,"This, Every Day, for the Rest of Your Life",Redj etson,New General Catalogue,2005,,thiseverydayfortherestofyourliferedjetsonnewgeneralcatalogue
m1pp_178,495,006,301,nan,J.K. Rowling,Harry Potter und der Halbblutprinz (feat. narrator: Rufus Beck),2006,,#jkrowlingharrypotterundderhalbblutprinz
m1pp_179,558,002,115,Login,Manifesto,Once Upon a Time in the Land of Cyberspace,2005,,loginmanifestoonceuponatimeinthelandofcyberspace
m1pp_180,503,016,133,Le Fiacre,Lnia Margy,Collection or,1992,,lefiacrelniamargycollectionor
m1pp_181,4591,007,0,one more night outside the home,patryk_t,lonesome landscapes,2008,,onemorenightoutsidethehomepatryktlonesomelandscapes
m1pp_182,5603,006,311,Ecclesie militantis,Guillaume Dufay,Intégrale des Motets isoryhmiques (Huelgas-Ensemble feat. conductor: Paul Van Nevel),2007,,ecclesiemilitantis
m1pp_183,515,002,244,Cent mille raisons,Mes Aieux,Firoi: Un musicien parmi tant d'autres,2006,,centmilleraisonsmesaieuxfiroiunmusicienparmitantdautres
m1pp_184,2367,001,60,[introduction],Hellsongs,"2010-08-23: Nachtmix, Bayerischer Rundfunk, Munich, Germany",2010,,introductionhellsongs20100823nachtmixbayerischerrundfunkmunichgermany
m1pp_185,517,010,60,"Salome, Op. 54: ""Sie ist ein Ungeheuer, deine Tochter"" Salome",Richard Strauss,"Salome (Wiener Philharmoniker feat. conductor: Sir Georg Solti, soprano: Birgit Nilsson)",,,salomeop54sieisteinungeheuerdeinetochtersalome
m1pp_186,518,017,205,Shadow Web Caverns,Derek Duke,World opf Warcraft: Wrath of the Lich King,2008,,shadowwebcavernsderekdukeworldopfwarcraftwrathofthelichking
m1pp_187,519,024,274,Mu sõber tuul,Laine,Uus Laine,2000,,musõbertuullaineuuslaine
m1pp_188,2719,o04,240,No One,MMOTHS,Diaries,,,noonemmothsdiaries
m1pp_189,520,005,199,I Always Get Lucky With You,George Jones,By RequesQt,1987,,ialwaysgetluckywithyougeorgejonesbyrequesqt
m1pp_190,3893,003,535,Forever,Mark Whitfield,Ross Porter's After Hours With Verve,1997,,forevermarkwhitfieldrossportersafterhourswithverve
m1pp_191,527,008,294,Paradize - Version,Dreadful Shadows,nan,,,paradizeversiondreadfulshadows#
m1pp_192,9320,004,155,Wohin mit Feuerstuhl?,Jörg Hilbert & Felix Janosa,Ritter Rost Hörspiel 8: Feuerstuhl,2009,,wohinmitfeuerstuhljörghilbert&felixjanosaritterrosthörspiel8feuerstuhl
m1pp_193,533,140,137,Coloring Outside the Hearts,Jonathan Mann,Song a Day: Year Three,2012,,coloringoutsidetheheartsjonathanmannsongadayyearthree
