m3_id,m3_cid,m3_number,m3_length,m3_title,m3_artist,m3_album,m3_year,m3_language,m3_filtering_attr
m3_78,3774,18,,"Life, Luv, and Pain - Stray Bullets",Sick Jacken feat. Young Sicc,,'09,English,lifeluvandpainstraybulletssickjackenfeatyoungsicc#
m3_79,6720,12,n.a.,"Four Songs, Op. 13 No. 3 ""Sure on This Shining Night"" - Dover Beach (Endellion String Quartet feat. baritone: Thomas Allen, piano: Roger Vignoles)",Samuuel Barber,,'94,English,foursongsop13no3sureonthisshiningnightdoverbeachsamuuelbarber#
m3_80,177,13,2.862,Sunflower - His Greatest Hits,Glen Campbell,,,English,sunflowerhisgreatesthitsglencampbell#
m3_81,6062,1,28.293,Peter en de Wolf,Сергей Сергеевич Прокофьев,Peter en de Wolf,'04,Dutch,peterendewolfсергейсергеевичпрокофьевpeterendewolf
m3_82,2545,4,0.817,Shotput - Psycho-Acoustic,Elliott Sharp & Zeena Parkins,,'94,English,shotputpsychoacousticelliottsharp&zeenaparkins#
m3_83,3985,8,3.767,Tourist Trail - Sports / Rock / Action,Kevin Jarvis,,,English,touristtrailsportsrockactionkevinjarvis#
m3_84,224,19,4.867,Bust the World - Headquarter Blues,Bill Black,,,English,busttheworldheadquarterbluesbillblack#
m3_85,225,10,1.633,Time for Pepper - The Impossibility of Silence,Black Sun Productions,,'06,English,timeforpeppertheimpossibilityofsilenceblacksunproductions#
m3_86,226,4,2.85,Desafinado - The Muse Of Bossa Nova,Nara Leão,,,Portuguese,desafinadothemuseofbossanovanaraleão#
m3_87,228,10,4.639,"The Snow Maiden, Op. 12: No. 10. Melodrama - BBC Music, Volume 13, Number 4: Russian Christmas",Пётр Ильич Чайковский,,'04,English,thesnowmaidenop12no10melodramabbcmusicvolume13number4russianchristmasпётрильиччайковский#
m3_88,7183,5,3.154,"Willie and Ray mambo - The Complete 78s, Volume 1: 1949-1955",Tito Puente,,'08,Spanish,willieandraymambothecomplete78svolume119491955titopuente#
m3_89,9363,,3.35,Turn This Club Around (feat. U-Jean) - Dream Dance 61,R.I.O.,,'11,English,turnthisclubarounddreamdance61rio#
m3_90,7744,11,4.0,Diamonds in the Mine - Greatest Hits,Leonard Cohen,,'81,English,diamondsintheminegreatesthitsleonardcohen#
m3_91,248,18,4.933,How Dov You Sleep - Totally Stoned,Stone Rosses,,'98,English,howdovyousleeptotallystonedstonerosses#
m3_92,3105,14,1.842,She Is Love (previously unissued) - No Matter What You Say: The Best of Butch Engle & The Styx,Butch Engle & The Styx,,'00,English,sheislovenomatterwhatyousaythebestofbutchengle&thestyxbutchengle&thestyx#
m3_93,252,7,,Bom aBbom - Gör sin grej på Emmaboda,Rocky Dennis,,,[Multiple languages],bomabbomgörsingrejpåemmabodarockydennis#
m3_94,262,7,6.782,"Symphonie No. 6 en fa majeur, Op. 68 ""Pastorale"": V. Allegretto: Chant des bergers. Sentiments joyeux et reconnaissants après l'orage - Ses 100 chefs-d'œuvre",Ludwig van Beethoven,,'07,French,symphonieno6enfamajeurop68pastoralevallegrettochantdesbergerssentimentsjoyeuxetreconnaissantsaprèslorageses100chefsdœuvreludwigvanbeethoven#
m3_95,263,8,,Stormy ight - FlashFback Through History,Trinity House,,'77,English,stormyightflashfbackthroughhistorytrinityhouse#
m3_96,4195,21,1.0,Brand New Day 2 - Feelgood,Martin Price & Andy Whitmore,,,English,brandnewday2feelgoodmartinprice&andywhitmore#
m3_97,265,21,2.117,The Pressure - Retro Arena Top 100,eject,,'09,English,thepressureretroarenatop100eject#
m3_98,266,5,5.715,オンリー・マン - サクラ大戦 帝劇歌謡全集,タチバナ・マリア,,,Japanese,オンリー・マンサクラ大戦帝劇歌謡全集タチバナ・マリア#
m3_99,297,7,3.524,Saints & Sinners - Speed of Darkness,Flogging Molly,,'11,English,saints&sinnersspeedofdarknessfloggingmolly#
m3_100,4809,A3,,Ecce homo - Templum sub terra,Urna,,'98,Latin,eccehomotemplumsubterraurna#
m3_101,9158,4,7.322,"II Want to Break Free - The 12"" Collection",Queen,,'92,English,iiwanttobreakfreethe12collectionqueen#
m3_102,274,13,2.65,Gotham City Municipal Swing Band - Batman Theme and 19 Hefti Bat Songs,Neal Hefti,,'07,English,gothamcitymunicipalswingbandbatmanthemeand19heftibatsongsnealhefti#
m3_103,6269,5,3.867,Private Sorrow - Singles A's & B's,Pretty Things,,'02,English,privatesorrowsinglesas&bsprettythings#
m3_104,5739,7,5.1,Cornflake Girl - Triple J: Hottoest Box,Tori Amos,,'03,English,cornflakegirltriplejhottoestboxtoriamos#
m3_105,283,8,3.055,"Livery Stable Blues - Jazz Greats, Volume 47: Muggsy Spanier: That Da Da Strain",Muggsy Spanier and His Ragtime Band,,'98,English,liverystablebluesjazzgreatsvolume47muggsyspanierthatdadastrainmuggsyspanierandhisragtimeband#
m3_106,284,8,5.196,Piano Quintet in C minor: I. Andante (Prazák Quartet feat. piano: Jaromír Klepác) - String Quartet No. 2 / Cello Sonata / Piano Quintet (Prazák Quartet feat. piano: Jaromír Klepác),Александр Порфирьевич Бородин,,'99,English,pianoquintetincminoriandanteалександрпорфирьевичбородин#
m3_107,7404,5,9.736,"Concert for Harp & Flute, Andantino - Lily Laskine Joue",Wolfgang Amadeus Mozart,,,Italian,concertforharp&fluteandantinolilylaskinejouewolfgangamadeusmozart#
m3_108,289,3,2.453,Rockambolesque - Le Gros Cru 2,Rock et Belles Oreilles,,'94,French,rockambolesquelegroscru2rocketbellesoreilles#
m3_109,3711,10,2. 967,Tango Man - Dark Mercy,Red Earth & Rust,,'10,English,tangomandarkmercyredearth&rust#
m3_110,7477,1,4.144,Prelude to Dastgah-e Mahur - Journey to Persia,Dastan Trio,,,[Multiple languages],preludetodastgahemahurjourneytopersiadastantrio#
m3_111,295,18,,Bad Man Ova Yah Suh (explicit) - Center Forward Riddim,3 Star,,'13,Jamaican Creole English,badmanovayahsuhcenterforwardriddim3star#
m3_112,5729,11,4.806,Personent Hodie (Sing Aloud on This Day) - Warner Bros. Jazz Christmas Party,Bob James,,'97,english,personenthodiewarnerbrosjazzchristmaspartybobjames#
m3_113,298,6,4.055,Приходи - Зн@менатель,Сплин,,'00,Russian,приходизн@менательсплин#
m3_114,2710,3,4.05,L'apprendista stregone - Da quando a ora,Giorgio Faletti,,'13,Italian,lapprendistastregonedaquandoaoragiorgiofaletti#
m3_115,2898,1,30.9,"Inside the Dream Syndicate, Volume I: Day of Niagara (1965)","John Cale, Tony Conrad, Angus MacLise, La Monte Young and Marian Zazeela","Inside the Dream Syndicate, Volume I: Day of Niagara (1965)",'00,English,insidethedreamsyndicatevolumeidayofniagara
m3_116,314,9,5.35,Hysteria - Live at Rome Olympic Stadium,Muse,,'13,English,hysterialiveatromeolympicstadiummuse#
m3_117,2404,A2,3.687,A Wing and a Prayer - Children,Mission,,'88,English,awingandaprayerchildrenmission#
m3_118,3180,11,3.674,Acısı Çıkıyor - Aşk Kadın Ruhundan Anlamıyor,Hande Yener,,'04,Turkish,acısıçıkıyoraşkkadınruhundananlamıyorhandeyener#
m3_119,6716,2,4.16,Freak - Privilege Ibiza: World's Biggest Club,Deepa Ones,,'03,English,freakprivilegeibizaworldsbiggestclubdeepaones#
m3_120,332,2,6.438,"L'Ivresse des profondeurs - Fahrenheit Project, Part One",Jaïa,,'01,English,livressedesprofondeursfahrenheitprojectpartonejaïa#
m3_121,337,15,2.962,Rock Me Mama - All the Classic its 1938-1952,Big Joe Turner,,'03,English,rockmemamaalltheclassicits19381952bigjoeturner#
m3_122,338,3,3.028,Holy Shackles - Terrorizer: Fear Candy 36,Animosity,,'06,English,holyshacklesterrorizerfearcandy36animosity#
m3_123,2418,7,3.017,"Down in the Alley - Those Dirty Blues, Volume 1",Memphis Minnie,,'09,English,downinthealleythosedirtybluesvolume1memphisminnie#
m3_124,650,4,2.653,Die Schildkröten - Kribbel-Krabbel,Joe Tabu,,'06,German,dieschildkrötenkribbelkrabbeljoetabu#
m3_125,9274,20,1.681,"Nachtigall, ich hör dich singen - Deutsche Volkslieder und Tänze",Fritz Stolle,,,,nachtigallichhördichsingendeutschevolksliederundtänzefritzstolle#
m3_126,5039,12,6.406,Raubkatzen außer Rand und Band - Liliane Susewind: Tiger küssen keine Löwen,Tanya Stewner,,'08,German,raubkatzenaußerrandundbandlilianesusewindtigerküssenkeinelöwentanyastewner#
m3_127,354,1,2.483,Voodoo Rhythm - From Zorch With Lov,Meteors,,'99,English,voodoorhythmfromzorchwithlovmeteors#
m3_128,5656,20,3.188,Emblem G - G of the Planets - Original Soundtrack,Hoyt S. Curtin,,,,emblemggoftheplanetsoriginalsoundtrackhoytscurtin#
m3_129,1339,3,4.912,"Ringing of the Bell Tower - Are You a Dreamer? + ""Your Friend""",Denison Witmer,,,English,ringingofthebelltowerareyouadreamer+yourfrienddenisonwitmer#
m3_130,370,8,3.35,Water Runs Dry - Legacy: The Greatest Hits Collection,Boyz II Men,,'02,Eqnglish,waterrunsdrylegacythegreatesthitscollectionboyziimen#
m3_131,380,2,2.797,Enigmatic - Growlanser Generations,Hiroshi Fujioka,,'01,English,enigmaticgrowlansergenerationshiroshifujioka#
m3_132,383,8,,Cosmic Retribution - 21:51,VSS,,,,cosmicretribution2151vss#
m3_133,4641,15,3.75,"Six Days (airplay edit) - Just the Best, Volume 2",Intermission,,'94,Engl ish,sixdaysjustthebestvolume2intermission#
m3_134,385,20,3.717,Def. Con. One - Box,Pop Will Eat Itself,,'11,English,defcononeboxpopwilleatitself#
m3_135,390,1,5.05,With a Little Help From My Friends - 40 Jahre Beat-Club,Joe Cocker,,'05,English,withalittlehelpfrommyfriends40jahrebeatclubjoecocker#
m3_136,391,3,5.933,After All - Ace,Ian Van Dahl,,'02,English,afterallaceianvandahl#
m3_137,1969,7,6.133,Another Won - March of the Tyrant,Majesty,,,English,anotherwonmarchofthetyrantmajesty#
m3_138,394,9,5.617,Early Days - The Storyteller,George Kontrafouris Trio,,'07,,earlydaysthestorytellergeorgekontrafouristrio#
m3_139,1487,10,5.85,Sun Funk - Is This Real,Sunship,,'98,English,sunfunkisthisrealsunship#
m3_140,397,8,1.233,Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga - Goldbergvariaties,Johann Sebastian Bach,,'10,Italian,variatio7a1ovvero2clavaltempodigigagoldbergvariatiesjohannsebastianbach#
m3_141,412,6,6.134,"I Loves You, Porgy - Porgy and Bess",Médéric Collignon,,,English,ilovesyouporgyporgyandbessmédériccollignon#
m3_142,414,4,2.701,Still a Rat - Ill Gotten Gains,Tanner,,'95,English,stillaratillgottengainstanner#
m3_143,4569,3,6.173,Rolling Stone - Living In My Suitcase,Sarasota Slim,,,English,rollingstonelivinginmysuitcasesarasotaslim#
m3_144,9885,6,3.023,"Pettybone - Rock Sound: 100% Volume, #155",Pettybone,,'11,English,pettybonerocksound100%volume#155pettybone#
m3_145,425,7,4.805,Duggie Dohl - Twelve Inch Confrontation Mix,Black Star Liner,,,,duggiedohltwelveinchconfrontationmixblackstarliner#
m3_146,9963,16,5.467,Automanual - Ministry of Sound: Summer Annual 2005,Marco V,,'05,English,automanualministryofsoundsummerannual2005marcov#
m3_147,4194,4,5.867,Flesh Is the Fever (original mix) - Flesh Is the Fever: The Remixes,Horrorist,,'98,English,fleshisthefeverfleshisthefevertheremixeshorrorist#
m3_148,429,2,3.957,Sambula - Light,Ethel,,'06,English,sambulalightethel#
m3_149,6190,21,,FLY ME TO THE MOON (Instrumental) - NEON GENESIS EVANGELION,鷺巣詩郎,,'95,,flymetothemoonneongenesisevangelion鷺巣詩郎#
m3_150,4048,11,4.758,Around the World - Call of the Wild,Phantoms of FuturFe,,'95,English,aroundtheworldcallofthewildphantomsoffuturfe#
m3_151,431,2,,Sequence II - Sequenced,Heckmann Verbos,,'00,English,sequenceiisequencedheckmannverbos#
m3_152,6956,6,1.483,"Try Not to Break Anything - Star Trek: Intrepid - Transitions and Lamentations, Original Soundtrack",Bodo Hartwig,,'09,English,trynottobreakanythingstartrekintrepidtransitionsandlamentationsoriginalsoundtrackbodohartwig#
m3_153,438,2,12.479,"Requiem, Op. 5: X. Agnus Dei - Berlioz: Requiem / Boito: Prologue to Mefistofele / Verdi: Te Deum (Atlanta Symphony Orchestra & Chorus feat. conductor: Robert Shaw, tenor: John Aler, bass: John Cheek)",Hector Berlioz,,'85,English,requiemop5xagnusdeiberliozrequiemboitoprologuetomefistofeleverditedeumhectorberlioz#
m3_154,439,9,2.885,On Our Way Blues - Jazz  Blues (collection),T‐Bone Walker,,'95,English,onourwaybluesjazzbluest‐bonewalker#
m3_155,442,13,8.667,19841031,U2,,,English,19841031u2#
m3_156,443,27,,The Sissy - Heil Head!,Head,,'07,English,thesissyheilheadhead#
m3_157,445,7,3.367,Looking More Deeper Inside - First Impressions of Love,JeremieB eul,,'10,English,lookingmoredeeperinsidefirstimpressionsoflovejeremiebeul#
m3_158,5742,11,5.002,Growin' Up - The History of a Hoodlum,T-Bone,,,English,growinupthehistoryofahoodlumtbone#
m3_159,449,13,1.938,The Chase - Hang 'Em High /Guns for San Sebastian,Ennio Morricone,,'91,English,thechasehangemhighgunsforsansebastianenniomorricone#
m3_160,682,9,4.547,No Matter What Goes Right - 1995 Kerrville Highlights,Trout Fishing in America,,'95,English,nomatterwhatgoesright1995kerrvillehighlightstroutfishinginamerica#
m3_161,8646,10,5.275,Catnap (...Speaking of People With Mental Disorders in the Electronic Music Industry) - Lesser / kid606,kid606,,'98,Engllish,catnaplesserkid606kid606#
m3_162,9299,10,3.45,Remember Me - T.I.P. Drill,T.I. feat. Mary J. Blige,,,English,remembermetipdrilltifeatmaryjblige#
m3_163,468,5,3.678,Porn - Alchemy,Leah Andreone,,'98,English,pornalchemyleahandreone#
m3_164,1256,8,2.692,Latva bee - Kuningas,Clifters,,'87,Finnish,latvabeekuningasclifters#
m3_165,472,28,1.941,Traumliedchen - L.Jobst - Der Lyrikwürfel 42,Lutz Görner,,,German,traumliedchenljobstderlyrikwürfel42lutzgörner#
m3_166,2198,4,5.467,The CN Tower Belongs to the Dead (Many Ives version) - Many Lives → 49 MP,Final Fantasy,,'06,English,thecntowerbelongstothedeadmanylives→49mpfinalfantasy#
m3_167,486,15,2.386,Soul Limbo - Solid Gold Soul 1967-1968,Booker T. & The MG’s,,'99,English,soullimbosolidgoldsoul19671968bookert&themg’s#
m3_168,1412,8,,Interview 4 - 2005-08-30: KEXP Live,Death Cab for Cutie,,,English,interview420050830kexplivedeathcabforcutie#
m3_169,437,10,2.687,I Should Have Caught My Heart Before It Fell - Completely Live,Larry Dean,,'97,English,ishouldhavecaughtmyheartbeforeitfellcompletelylivelarrydean#
m3_170,492,12,4.95,Laptop - La Pltaa,Jota Quest,,'08,Portuguese,laptoplapltaajotaquest#
m3_171,6118,2,1.467,La vie c'est comme une dent - Album Nº2,Serge Reggiani,,'87,French,laviecestcommeunedentalbumnº2sergereggiani#
m3_172,494,1,5.064,Dil Ka Rishta,Nadeem-Shravan,Dil Ka Rishta,,Hindi,dilkarishtanadeemshravandilkarishta
m3_173,501,1,2.963,As Time Goes By (Casablanca) - Conniff no Cinema & Tempos Modernos,Ray Conniff,,,,astimegoesbyconniffnocinema&temposmodernosrayconniff#
m3_174,9555,10,3.617,"River of Love - My Secret Studio, Volume 1",Bill Nelson,,'92,English,riveroflovemysecretstudiovolume1billnelson#
m3_175,502,16,0.267,Let's Get Together - すばらしきこのせかい Original Soundtrack,石元丈晴,,'07,Japanese,letsgettogetherすばらしきこのせかいoriginalsoundtrack石元丈晴#
m3_176,508,7,4.305,Swing Street - Every Turn of the World,Christopher Cross,,,English,swingstreeteveryturnoftheworldchristophercross#
