ids,label,description_lev_sim,description_jac_q3_sim,description_jac_an_sim,description_exact_sim,description_all_missing,base_lev_sim,base_jac_q3_sim,base_jac_an_sim,base_exact_sim,base_all_missing,product_type_lev_sim,product_type_jac_q3_sim,product_type_jac_an_sim,product_type_exact_sim,product_type_all_missing,brand_lev_sim,brand_jac_q3_sim,brand_jac_an_sim,brand_exact_sim,brand_all_missing,height_lev_sim,height_jac_q3_sim,height_jac_an_sim,height_exact_sim,height_all_missing,finish_lev_sim,finish_jac_q3_sim,finish_jac_an_sim,finish_exact_sim,finish_all_missing,category_lev_sim,category_jac_q3_sim,category_jac_an_sim,category_exact_sim,category_all_missing,material_lev_sim,material_jac_q3_sim,material_jac_an_sim,material_exact_sim,material_all_missing,style_lev_sim,style_jac_q3_sim,style_jac_an_sim,style_exact_sim,style_all_missing,title_lev_sim,title_jac_q3_sim,title_jac_an_sim,title_exact_sim,title_all_missing,color_lev_sim,color_jac_q3_sim,color_jac_an_sim,color_exact_sim,color_all_missing,shape_lev_sim,shape_jac_q3_sim,shape_jac_an_sim,shape_exact_sim,shape_all_missing,capacity_lev_sim,capacity_jac_q3_sim,capacity_jac_an_sim,capacity_exact_sim,capacity_all_missing
katom_1086_cdi_3102,0,0.14642857142857146,0.037162162162162164,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.7,0.5,0.5,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.30107526881720426,0.11678832116788321,0.05,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
katom_24828_cdi_7428,0,0.4,0.2625,0.14814814814814814,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.3076923076923077,0.13636363636363635,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.5,0.15384615384615385,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.21739130434782605,0.05555555555555555,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.23750000000000004,0.051094890510948905,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
katom_21065_cdi_3260,0,0.254071661237785,0.14726840855106887,0.0821917808219178,0,0,-1.0,-1.0,-1.0,-1,1,0.46031746031746035,0.27631578947368424,0.2,0,0,0.2857142857142857,0.038461538461538464,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.1910112359550562,0.013333333333333334,0.0,0,0,0.2692307692307693,0.05263157894736842,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
katom_15990_cdi_1906,0,0.22033898305084743,0.04487179487179487,0.041666666666666664,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.7692307692307692,0.5882352941176471,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.3052631578947368,0.1118421052631579,0.125,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
katom_3678_cdi_1632,0,0.33221476510067116,0.2923076923076923,0.34615384615384615,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.1923076923076923,0.023255813953488372,0.0,0,0,0.23529411764705888,0.08823529411764706,0.14285714285714285,0,0,0.4,0.16666666666666666,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.3035714285714286,0.35185185185185186,0.25,0,0,0.20731707317073167,0.14942528735632185,0.1111111111111111,0,0,0.17142857142857137,0.047058823529411764,0.038461538461538464,0,0,0.48275862068965514,0.42424242424242425,0.5,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
katom_20167_cdi_1883,0,0.12676056338028174,0.03731343283582089,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.7692307692307692,0.5882352941176471,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.29702970297029707,0.08053691275167785,0.08,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
katom_24745_cdi_1977,0,0.19191919191919193,0.045112781954887216,0.09090909090909091,0,0,-1.0,-1.0,-1.0,-1,1,0.3571428571428571,0.10714285714285714,0.0,0,0,0.7692307692307692,0.5882352941176471,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.2471910112359551,0.08441558441558442,0.13043478260869565,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
katom_7446_cdi_4631,0,0.44594594594594594,0.22857142857142856,0.23529411764705882,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.7692307692307692,0.5882352941176471,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.30379746835443033,0.17164179104477612,0.2222222222222222,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
katom_13624_cdi_5432,0,0.31881188118811876,0.3600867678958785,0.30120481927710846,0,0,-1.0,-1.0,-1.0,-1,0,0.3125,0.06451612903225806,0.0,0,0,0.23076923076923073,0.044444444444444446,0.0,0,0,0.2142857142857143,0.08108108108108109,0.125,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.3571428571428571,0.3706293706293706,0.3333333333333333,0,0,0.18823529411764706,0.13286713286713286,0.043478260869565216,0,0,0.34375,0.13725490196078433,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0
katom_13402_cdi_2062,0,0.19626168224299068,0.0625,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.7692307692307692,0.5882352941176471,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.23809523809523814,0.09395973154362416,0.08695652173913043,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
katom_16615_cdi_42,0,0.19811320754716977,0.021739130434782608,0.03333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.7692307692307692,0.5882352941176471,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.26041666666666663,0.06896551724137931,0.09523809523809523,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
katom_19752_cdi_2523,0,0.3112033195020747,0.3163972286374134,0.32,0,0,-1.0,-1.0,-1.0,-1,0,0.3076923076923077,0.07692307692307693,0.0,0,0,0.23076923076923073,0.044444444444444446,0.0,0,0,0.10526315789473684,0.08108108108108109,0.125,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.2592592592592593,0.044444444444444446,0.0,0,0,0.3388888888888889,0.35526315789473684,0.3181818181818182,0,0,0.19148936170212771,0.11920529801324503,0.041666666666666664,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0
katom_21201_cdi_3769,0,0.3096234309623431,0.2826603325415677,0.2465753424657534,0,0,-1.0,-1.0,-1.0,-1,1,0.3125,0.20754716981132076,0.14285714285714285,0,0,0.46153846153846156,0.23255813953488372,0.0,0,0,0.3529411764705882,0.16,0.2,0,0,0.4,0.16666666666666666,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.2857142857142857,0.2564102564102564,0.25,0,0,0.19047619047619047,0.046511627906976744,0.0,0,0,0.202020202020202,0.0915032679738562,0.038461538461538464,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.4117647058823529,0.1724137931034483,0.16666666666666666,0,0
katom_12202_cdi_1937,0,0.1578947368421053,0.022727272727272728,0.08695652173913043,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.7692307692307692,0.5882352941176471,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.2828282828282829,0.0784313725490196,0.15384615384615385,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
katom_19977_cdi_33,0,0.356687898089172,0.189873417721519,0.15384615384615385,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.7692307692307692,0.5882352941176471,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.1923076923076923,0.20689655172413793,0.25,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.2727272727272727,0.08870967741935484,0.07142857142857142,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
katom_23092_cdi_1886,0,0.20353982300884954,0.018867924528301886,0.04,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.7692307692307692,0.5882352941176471,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.29000000000000004,0.0945945945945946,0.08,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
katom_25214_cdi_734,0,0.3565891472868217,0.20202020202020202,0.12903225806451613,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.7692307692307692,0.5882352941176471,0.5,0,0,-1.0,-1.0,-1.0,-1,1,0.1923076923076923,0.20689655172413793,0.25,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.29850746268656714,0.12612612612612611,0.07692307692307693,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0
katom_18925_cdi_7399,0,0.39449541284403666,0.2847682119205298,0.17391304347826086,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.7272727272727273,0.5333333333333333,0.5,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.21739130434782605,0.06451612903225806,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.3827160493827161,0.11904761904761904,0.125,0,0,0.21052631578947367,0.03636363636363636,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
katom_1687_cdi_1988,0,0.23129251700680276,0.09259259259259259,0.06666666666666667,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.7692307692307692,0.5882352941176471,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.2828282828282829,0.1346153846153846,0.11538461538461539,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
katom_12369_cdi_4336,0,0.24870466321243523,0.03180212014134275,0.06382978723404255,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.8333333333333334,0.6818181818181818,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.32352941176470584,0.10759493670886076,0.07407407407407407,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
katom_19528_cdi_234,0,0.22839506172839508,0.07239819004524888,0.05263157894736842,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.7272727272727273,0.5333333333333333,0.5,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.2441860465116279,0.07142857142857142,0.058823529411764705,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
katom_2819_cdi_6607,0,0.25465838509316774,0.11428571428571428,0.058823529411764705,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.7692307692307692,0.5882352941176471,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.24742268041237114,0.13071895424836602,0.12,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
katom_500_cdi_3367,0,0.2566371681415929,0.140625,0.13043478260869565,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.6666666666666667,0.46153846153846156,0.5,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.30000000000000004,0.15789473684210525,0.16666666666666666,0,0,0.25773195876288657,0.049689440993788817,0.038461538461538464,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
katom_11408_cdi_6547,0,0.23636363636363633,0.1171875,0.07317073170731707,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.8333333333333334,0.6818181818181818,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.3434343434343434,0.12962962962962962,0.125,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
katom_600_cdi_7001,0,0.2655367231638418,0.08560311284046693,0.06818181818181818,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.8333333333333334,0.6818181818181818,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.31775700934579443,0.10625,0.07692307692307693,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
katom_10305_cdi_2649,0,0.36443148688046645,0.3238341968911917,0.28169014084507044,0,0,0.2142857142857143,0.12195121951219512,0.0,0,0,0.34545454545454546,0.2,0.2,0,0,0.16666666666666663,0.08,0.0,0,0,0.2777777777777778,0.1111111111111111,0.2,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.2142857142857143,0.10526315789473684,0.0,0,0,0.26315789473684215,0.11764705882352941,0.0,0,0,0.2597402597402597,0.072,0.05555555555555555,0,0,0.1842105263157895,0.061224489795918366,0.0,0,0,0.27586206896551724,0.10256410256410256,0.0,0,0,0.8333333333333334,0.5555555555555556,0.3333333333333333,0,0
katom_3386_cdi_4323,0,0.3706293706293706,0.358974358974359,0.29577464788732394,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.23076923076923073,0.044444444444444446,0.0,0,0,0.19444444444444442,0.13793103448275862,0.2,0,0,0.17647058823529416,0.05555555555555555,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.41463414634146345,0.4857142857142857,0.6666666666666666,0,0,0.2716049382716049,0.09009009009009009,0.0,0,0,0.16666666666666663,0.125,0.08333333333333333,0,0,-1.0,-1.0,-1.0,-1,0,0.7857142857142857,0.5588235294117647,0.5,0,0,-1.0,-1.0,-1.0,-1,0
katom_7858_cdi_4875,0,0.21568627450980393,0.14418604651162792,0.125,0,0,-1.0,-1.0,-1.0,-1,1,0.24,0.046511627906976744,0.0,0,0,0.7857142857142857,0.6111111111111112,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0,0.33333333333333337,0.09722222222222222,0.08,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0
katom_16713_cdi_3944,0,0.35416666666666663,0.19282511210762332,0.10810810810810811,0,0,-1.0,-1.0,-1.0,-1,1,0.6923076923076923,0.7073170731707317,0.6,0,0,0.7692307692307692,0.5882352941176471,0.5,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.31081081081081086,0.08943089430894309,0.06666666666666667,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0
katom_24307_cdi_7392,0,0.31382978723404253,0.18666666666666668,0.12121212121212122,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.7272727272727273,0.5333333333333333,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.3846153846153846,0.375,0.5,0,0,-1.0,-1.0,-1.0,-1,1,0.5142857142857142,0.45652173913043476,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.23711340206185572,0.0949367088607595,0.047619047619047616,0,0,0.2857142857142857,0.08333333333333333,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
katom_22428_cdi_5148,0,0.55,0.47555555555555556,0.4864864864864865,0,0,0.4285714285714286,0.375,0.2,0,0,0.23684210526315785,0.07462686567164178,0.0,0,0,0.1333333333333333,0.03571428571428571,0.0,0,0,0.14634146341463417,0.0625,0.125,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.22666666666666668,0.26865671641791045,0.3333333333333333,0,0,0.3058823529411765,0.36363636363636365,0.4444444444444444,0,0,0.25,0.07746478873239436,0.09090909090909091,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.26086956521739135,0.18518518518518517,0.2,0,0
