rewo_id,rewo_cluster_id
rewo_1828,94738
rewo_1833,94972
rewo_1840,95363
rewo_1854,96280
rewo_1856,96400
rewo_1862,96684
rewo_1872,97145
rewo_1879,97930
rewo_1882,98040
rewo_1897,98702
rewo_1903,99154
rewo_1905,99204
rewo_1910,99530
rewo_1911,99578
rewo_1916,99887
rewo_1922,100308
rewo_1924,100459
rewo_1927,100594
rewo_1930,100970
rewo_1931,101108
rewo_1932,101274
rewo_1936,101598
rewo_1939,101634
rewo_1952,102159
rewo_1961,102716
rewo_1962,102718
rewo_1968,103025
rewo_1971,103318
rewo_1974,103560
rewo_1975,103564
rewo_1984,104133
rewo_1988,104167
rewo_1990,104189
rewo_1992,104291
rewo_1996,104508
rewo_2000,104842
rewo_2001,104859
rewo_2020,106070
rewo_2021,106106
rewo_2025,106365
rewo_2026,106382
rewo_2027,106384
rewo_2034,106688
rewo_2038,107072
rewo_2039,107102
rewo_2043,107394
rewo_2046,107433
rewo_2047,107466
rewo_2048,107500
rewo_2049,107588
rewo_2055,107810
rewo_2072,108912
rewo_2074,109012
rewo_2080,109262
rewo_2084,109598
rewo_2089,110071
rewo_2095,110456
rewo_2103,111076
rewo_2109,111364
rewo_2124,112337
rewo_2130,112718
rewo_2132,112734
rewo_2136,112905
rewo_2137,113155
rewo_2147,114055
rewo_2152,114349
rewo_2153,114411
rewo_2156,114894
rewo_2158,115055
rewo_2159,115060
rewo_2167,115628
rewo_2168,115650
rewo_2172,115722
rewo_2173,115723
rewo_2178,115985
rewo_2181,116123
rewo_2191,116696
rewo_2194,116923
rewo_2201,117328
rewo_2203,117433
rewo_2204,117448
rewo_2210,117621
rewo_2212,117828
rewo_2221,118297
rewo_2227,118425
rewo_2228,118524
rewo_2230,118582
rewo_2236,118873
rewo_2242,119221
rewo_2244,119429
rewo_2246,119546
rewo_2247,119615
rewo_2248,119952
rewo_2250,120053
rewo_2258,120588
rewo_2259,120616
rewo_2262,120767
rewo_2264,120842
rewo_2276,121675
rewo_2285,122105
rewo_2287,122284
rewo_2288,122333
rewo_2302,122971
rewo_2303,122974
rewo_2305,123077
rewo_2307,123212
rewo_2313,123489
rewo_2315,123511
rewo_2319,123755
rewo_2326,124155
rewo_2327,124176
rewo_2332,124279
rewo_2335,124354
rewo_2341,124781
rewo_2344,124945
rewo_2345,124948
rewo_2351,125210
rewo_2368,125992
rewo_2370,126025
rewo_2380,126257
rewo_2384,126464
rewo_2386,126671
rewo_2388,126773
rewo_2401,127398
rewo_2404,127574
rewo_2410,127842
rewo_2411,128018
rewo_2413,128090
rewo_2415,128131
rewo_2424,128524
rewo_2426,128580
rewo_2428,128588
rewo_2429,128632
rewo_2431,128762
rewo_2432,128846
rewo_2433,128876
rewo_2436,129042
rewo_2438,129135
rewo_2449,129632
rewo_2452,129781
rewo_2453,129797
rewo_2454,129820
rewo_2459,130488
rewo_2460,130500
rewo_2463,130614
rewo_2473,131159
rewo_2482,131530
rewo_2483,131560
rewo_2485,131682
rewo_2486,131691
rewo_2490,131806
rewo_2492,131869
rewo_2498,132134
rewo_2499,132182
rewo_2501,132301
rewo_2505,132487
rewo_2507,132603
rewo_2510,132728
rewo_2512,132878
rewo_2516,133058
rewo_2521,133488
rewo_2531,133965
rewo_2532,133966
rewo_2535,134067
rewo_2540,134239
rewo_2543,134364
rewo_2544,134395
rewo_2546,134450
rewo_2547,134610
rewo_2548,134667
rewo_2554,134828
rewo_2555,134867
rewo_2557,134969
rewo_2559,135010
rewo_2568,135369
rewo_2569,135412
rewo_2575,135778
rewo_2585,136184
rewo_2591,136358
rewo_2592,136367
rewo_2595,136485
rewo_2607,137514
rewo_2608,137568
rewo_2609,137673
rewo_2610,137679
rewo_2617,138102
rewo_2620,138333
rewo_2625,138539
rewo_2627,138583
rewo_2636,139074
rewo_2637,139075
rewo_2648,139747
rewo_2651,139945
rewo_2655,140205
rewo_2657,140275
rewo_2659,140357
rewo_2666,140624
rewo_2667,140656
rewo_2671,140952
rewo_2674,141124
rewo_2685,141767
rewo_2687,141850
rewo_2691,142011
rewo_2692,142030
rewo_2701,142200
rewo_2704,142285
rewo_2708,142412
rewo_2710,142627
rewo_2711,142681
rewo_2715,143175
rewo_2716,143284
rewo_2717,143339
rewo_2719,143356
rewo_2720,143363
rewo_2724,143628
rewo_2728,143850
rewo_2729,143859
rewo_2731,143912
rewo_2742,144590
rewo_2749,145306
rewo_2750,145324
rewo_2763,146171
rewo_2766,146388
rewo_2768,146518
rewo_2770,146551
rewo_2771,146557
rewo_2772,146576
rewo_2779,146765
rewo_2780,146988
rewo_2781,147066
rewo_2786,147439
rewo_2788,147534
rewo_2790,147589
rewo_2792,147776
rewo_2795,147904
rewo_2800,148217
rewo_2805,148353
rewo_2806,148368
rewo_2807,148369
rewo_2808,148439
rewo_2812,148497
rewo_2814,148517
rewo_2818,148604
rewo_2822,148724
rewo_2823,148844
rewo_2825,148875
rewo_2828,148966
rewo_2844,149753
rewo_2858,150237
rewo_2859,150263
rewo_2862,150327
rewo_2873,150853
rewo_2878,151129
rewo_2880,151164
rewo_2882,151203
rewo_2887,151595
rewo_2895,152335
rewo_2902,152766
rewo_2906,152846
rewo_2924,153945
rewo_2925,154010
rewo_2927,154048
rewo_2928,154076
rewo_2933,154205
rewo_2934,154253
rewo_2938,154441
rewo_2942,154751
rewo_2943,154843
rewo_2948,155193
rewo_2953,155396
rewo_2963,155797
rewo_2964,155816
rewo_2969,155877
rewo_2972,156001
rewo_2980,156180
rewo_2981,156212
rewo_2984,156428
rewo_2988,156590
rewo_2993,156908
rewo_2996,156986
rewo_2998,157054
rewo_3001,157147
rewo_3002,157271
rewo_3003,157354
rewo_3013,158081
rewo_3015,158217
rewo_3019,158576
rewo_3020,158581
rewo_3023,158763
rewo_3030,159044
rewo_3036,159291
rewo_3040,159405
rewo_3043,159475
rewo_3049,159773
rewo_3055,159985
rewo_3058,160054
rewo_3067,160324
rewo_3076,160726
rewo_3084,160920
rewo_3086,161007
rewo_3088,161030
rewo_3089,161101
rewo_3092,161339
rewo_3096,161497
rewo_3097,161535
rewo_3099,161715
rewo_3103,161861
rewo_3106,162087
rewo_3107,162090
rewo_3114,162641
rewo_3119,162880
rewo_3130,163296
rewo_3135,163585
rewo_3138,163727
rewo_3139,163993
rewo_3143,164113
rewo_3146,164233
rewo_3149,164393
rewo_3154,164653
rewo_3157,164692
rewo_3158,164724
rewo_3160,164812
rewo_3166,165018
rewo_3175,165415
rewo_3177,165511
rewo_3179,165729
rewo_3186,166064
rewo_3188,166140
rewo_3190,166150
rewo_3191,166160
rewo_3192,166182
rewo_3193,166211
rewo_3195,166237
rewo_3198,166447
rewo_3204,166799
rewo_3208,167165
rewo_3212,167268
rewo_3215,167468
rewo_3216,167525
rewo_3221,167642
rewo_3223,168004
rewo_3232,168568
rewo_3236,168790
rewo_3238,168886
rewo_3243,169066
rewo_3244,169161
rewo_3249,169330
rewo_3262,169966
rewo_3264,170115
rewo_3267,170453
rewo_3270,170788
rewo_3271,170857
rewo_3274,171015
rewo_3275,171068
rewo_3282,171230
rewo_3285,171461
rewo_3287,171534
rewo_3292,171794
rewo_3294,172000
rewo_3296,172055
rewo_3301,172218
rewo_3302,172226
rewo_3311,172658
rewo_3313,172829
rewo_3315,172925
rewo_3321,173218
rewo_3330,173605
rewo_3336,174349
rewo_3338,174436
rewo_3341,174542
rewo_3342,174564
rewo_3343,174586
rewo_3345,174593
rewo_3346,174610
rewo_3352,175045
rewo_3354,175088
rewo_3359,175409
rewo_3360,175488
rewo_3361,175613
rewo_3362,175716
rewo_3363,175786
rewo_3365,175827
rewo_3373,176082
rewo_3374,176146
rewo_3385,176525
rewo_3388,176770
rewo_3389,176810
rewo_3390,176890
rewo_3400,177117
rewo_3406,177523
rewo_3407,177564
rewo_3410,177832
rewo_3414,178038
rewo_3419,178120
rewo_3420,178165
rewo_3424,178414
rewo_3425,178482
rewo_3426,178523
rewo_3430,178620
rewo_3436,178808
rewo_3437,178901
rewo_3444,179181
rewo_3447,179338
rewo_3448,179374
rewo_3454,179535
rewo_3466,180348
rewo_3472,180541
rewo_3480,180988
rewo_3483,181074
rewo_3486,181193
rewo_3489,181247
rewo_3490,181267
rewo_3498,181544
rewo_3502,181932
rewo_3504,181996
rewo_3505,182057
rewo_3511,182199
rewo_3513,182264
rewo_3514,182321
rewo_3517,182407
rewo_3518,182483
rewo_3519,182508
rewo_3525,182750
rewo_3526,182977
rewo_3540,183808
rewo_3543,184219
rewo_3546,184447
rewo_3547,184555
rewo_3555,184820
rewo_3563,184990
rewo_3565,185133
rewo_3567,185304
rewo_3572,185731
rewo_3575,185813
rewo_3578,185922
rewo_3579,186080
rewo_3581,186135
rewo_3585,186326
rewo_3587,186361
rewo_3590,186562
rewo_3599,187300
rewo_3611,188022
rewo_3614,188161
rewo_3618,188405
rewo_3623,188838
rewo_3632,189242
rewo_3637,189423
rewo_3638,189470
rewo_3645,189988
rewo_3646,190077
rewo_3657,190767
rewo_3658,190800
rewo_3660,190901
rewo_3662,190931
rewo_3665,191190
rewo_3670,191753
rewo_3672,191770
rewo_3686,192880
rewo_3692,193133
rewo_3696,193364
rewo_3697,193367
rewo_3699,193426
rewo_3702,193482
rewo_3708,193998
rewo_3710,194019
rewo_3714,194465
rewo_3724,195283
rewo_3729,195632
rewo_3731,195696
rewo_3741,196130
rewo_3743,196215
rewo_3746,196316
rewo_3748,196439
rewo_3749,196504
rewo_3754,196769
rewo_3762,197072
rewo_3765,197360
rewo_3766,197390
rewo_3774,197600
rewo_3775,197615
rewo_3784,198195
rewo_3785,198231
rewo_3808,199164
rewo_3815,199456
rewo_3818,199827
rewo_3821,199897
rewo_3828,200030
rewo_3832,200197
rewo_3833,200351
rewo_3836,200476
rewo_3837,200480
rewo_3839,200516
rewo_3841,200687
rewo_3842,200718
rewo_3846,200990
rewo_3847,201127
rewo_3857,201601
rewo_3861,201743
rewo_3863,201931
rewo_3867,202258
rewo_3869,202342
rewo_3870,202377
rewo_3871,202403
rewo_3886,202994
rewo_3890,203112
rewo_3891,203145
rewo_3892,203205
rewo_3896,203344
rewo_3907,204148
rewo_3912,204226
rewo_3914,204301
rewo_3917,204508
rewo_3919,204538
rewo_3923,204790
rewo_3929,205047
rewo_3933,205255
rewo_3934,205256
rewo_3936,205322
rewo_3938,205472
rewo_3945,205690
rewo_3946,205703
rewo_3948,205779
rewo_3950,205843
rewo_3953,205873
rewo_3965,206303
rewo_3968,206338
rewo_3970,206462
rewo_3971,206471
rewo_3972,206513
rewo_3976,206711
rewo_3977,206781
rewo_3979,206999
rewo_3984,207048
rewo_3989,207283
rewo_3990,207358
rewo_4000,207759
rewo_4007,208057
rewo_4013,208300
rewo_4015,208318
rewo_4025,208759
rewo_4028,208921
rewo_4030,209165
rewo_4036,209383
rewo_4038,209443
rewo_4046,209775
rewo_4051,209953
rewo_4064,210824
rewo_4067,210925
rewo_4068,210961
rewo_4076,211249
rewo_4077,211329
rewo_4079,211355
rewo_4091,211769
rewo_4096,211980
rewo_4103,212483
rewo_4104,212560
rewo_4106,212702
rewo_4109,212899
rewo_4110,212954
rewo_4112,213010
rewo_4114,213017
rewo_4118,213373
rewo_4119,213401
rewo_4120,213537
rewo_4122,213550
rewo_4124,213602
rewo_4128,213716
rewo_4136,214026
rewo_4149,215063
rewo_4153,215349
rewo_4157,215421
rewo_4164,215909
rewo_4168,216201
rewo_4172,216341
rewo_4173,216362
rewo_4177,216470
rewo_4187,217134
rewo_4191,217501
rewo_4199,218289
rewo_4204,218400
rewo_4207,218521
rewo_4211,218610
rewo_4216,218822
rewo_4219,219067
rewo_4224,219182
rewo_4229,219314
rewo_4230,219414
rewo_4232,219496
rewo_4242,219890
rewo_4243,219950
rewo_4246,220003
rewo_4247,220068
rewo_4251,220107
rewo_4252,220108
rewo_4257,220486
rewo_4258,220498
rewo_4261,220561
rewo_4267,221044
rewo_4268,221070
rewo_4269,221119
rewo_4273,221225
rewo_4275,221446
rewo_4280,221631
rewo_4282,221719
rewo_4286,221799
rewo_4289,221892
rewo_4293,222211
rewo_4295,222358
rewo_4303,222874
rewo_4308,223285
rewo_4309,223308
rewo_4313,223627
rewo_4315,223783
rewo_4316,223986
rewo_4319,224089
rewo_4324,224516
rewo_4327,224632
rewo_4328,224653
rewo_4329,224703
rewo_4330,224800
rewo_4333,224952
rewo_4337,225120
rewo_4340,225200
rewo_4343,225283
rewo_4345,225388
rewo_4348,225494
rewo_4355,225884
rewo_4357,226004
rewo_4359,226023
rewo_4364,226142
rewo_4367,226240
rewo_4368,226350
rewo_4375,226602
rewo_4376,226625
rewo_4378,226867
rewo_4380,227099
rewo_4382,227128
rewo_4383,227230
rewo_4388,227668
rewo_4389,227679
rewo_4392,227864
rewo_4399,228222
rewo_4403,228388
rewo_4405,228738
rewo_4408,228790
rewo_4417,229297
rewo_4418,229331
rewo_4419,229505
rewo_4425,229737
rewo_4427,229767
rewo_4433,230081
rewo_4435,230163
rewo_4440,230391
rewo_4441,230392
rewo_4446,230598
rewo_4449,230674
rewo_4451,230769
rewo_4452,230780
rewo_4454,230903
rewo_4456,230991
rewo_4458,231161
rewo_4460,231184
rewo_4461,231368
rewo_4462,231432
rewo_4466,231584
rewo_4470,231705
rewo_4471,231751
rewo_4473,231864
rewo_4474,231948
rewo_4476,232101
rewo_4484,232654
rewo_4489,232849
rewo_4490,232858
rewo_4498,233171
rewo_4500,233338
rewo_4501,233429
rewo_4525,234533
rewo_4528,234549
rewo_4531,234654
rewo_4534,234840
rewo_4541,235418
rewo_4544,235579
rewo_4546,235723
rewo_4550,235854
rewo_4551,235942
rewo_4552,235951
rewo_4554,236047
rewo_4558,236211
rewo_4559,236237
rewo_4560,236244
rewo_4561,236291
rewo_4564,236378
rewo_4565,236458
rewo_4566,236551
rewo_4568,236662
rewo_4569,236684
rewo_4570,236741
rewo_4577,236985
rewo_4586,237289
rewo_4593,237767
rewo_4597,238143
rewo_4598,238253
rewo_4606,238742
rewo_4610,239092
rewo_4611,239094
rewo_4613,239169
rewo_4624,239521
rewo_4629,239766
rewo_4634,239922
rewo_4635,240008
rewo_4643,240207
rewo_4645,240281
rewo_4647,240305
rewo_4654,240567
rewo_4658,240642
rewo_4663,240763
rewo_4666,240897
rewo_4670,241074
rewo_4674,241322
rewo_4680,241567
rewo_4684,241694
rewo_4688,241856
rewo_4692,242198
rewo_4693,242233
rewo_4696,242622
rewo_4703,242978
rewo_4709,243275
rewo_4711,243441
rewo_4718,243739
rewo_4722,244019
rewo_4730,244443
rewo_4732,244512
rewo_4734,244537
rewo_4738,244800
rewo_4743,245129
rewo_4745,245276
rewo_4751,245637
rewo_4752,245650
rewo_4762,246121
rewo_4765,246239
rewo_4769,246512
rewo_4770,246541
rewo_4771,246553
rewo_4772,246658
rewo_4785,247456
rewo_4787,247530
rewo_4791,247632
rewo_4792,247660
rewo_4794,247711
rewo_4795,247715
rewo_4796,247737
rewo_4803,247997
rewo_4807,248131
rewo_4808,248163
rewo_4809,248167
rewo_4812,248290
rewo_4815,248395
rewo_4817,248535
rewo_4819,248629
rewo_4825,248835
rewo_4826,248851
rewo_4829,248931
rewo_4832,249141
rewo_4839,249475
rewo_4841,249570
rewo_4845,249740
rewo_4846,249745
rewo_4855,249962
rewo_4856,249965
rewo_4868,250284
rewo_4871,250428
rewo_4879,250662
rewo_4882,250883
rewo_4898,251532
rewo_4900,251626
rewo_4901,251683
rewo_4905,251887
rewo_4909,252148
rewo_4910,252152
rewo_4913,252343
rewo_4915,252501
rewo_4917,252559
rewo_4918,252569
rewo_4933,253074
rewo_4934,253089
rewo_4939,253293
rewo_4943,253557
rewo_4949,253934
rewo_4950,253981
rewo_4954,254241
rewo_4955,254270
rewo_4961,254495
rewo_4967,254795
rewo_4969,254872
rewo_4972,254959
rewo_4974,255021
rewo_4979,255428
rewo_4980,255561
rewo_4983,255622
rewo_4985,255855
rewo_4986,255880
rewo_4987,255961
rewo_4988,256329
rewo_4992,256436
rewo_4994,256447
rewo_4995,256488
rewo_4998,256555
rewo_5000,256605
rewo_5004,256732
rewo_5014,257231
rewo_5015,257245
rewo_5021,257400
rewo_5034,258129
rewo_5039,258374
rewo_5045,258775
rewo_5052,259217
rewo_5054,259312
rewo_5055,259380
rewo_5056,259508
rewo_5057,259513
rewo_5058,259634
rewo_5060,259762
rewo_5062,259890
rewo_5069,260106
rewo_5078,260504
rewo_5081,260530
rewo_5087,260818
rewo_5089,260994
rewo_5090,261045
rewo_5097,261392
rewo_5098,261412
rewo_5105,261744
rewo_5116,262147
rewo_5120,262232
rewo_5121,262241
rewo_5128,262500
rewo_5133,262621
rewo_5143,263251
rewo_5146,263416
rewo_5148,263510
rewo_5149,263577
rewo_5154,263768
rewo_5155,263788
rewo_5156,263815
rewo_5162,264077
rewo_5164,264236
rewo_5170,264569
rewo_5171,264711
rewo_5172,264767
rewo_5180,265477
rewo_5182,265484
rewo_5183,265560
rewo_5184,265655
rewo_5187,265767
rewo_5189,265803
rewo_5190,265889
rewo_5192,265957
rewo_5198,266132
rewo_5199,266133
rewo_5201,266237
rewo_5203,266252
rewo_5204,266296
rewo_5216,266789
rewo_5247,268279
rewo_5248,268341
rewo_5249,268353
rewo_5257,268713
rewo_5258,268726
rewo_5263,268946
rewo_5266,269007
rewo_5270,269321
rewo_5274,269501
rewo_5281,269838
rewo_5287,269965
rewo_5291,270115
rewo_5294,270273
rewo_5297,270410
rewo_5300,270453
rewo_5301,270478
rewo_5302,270544
rewo_5310,270944
rewo_5312,271100
rewo_5314,271155
rewo_5319,271456
rewo_5324,271960
rewo_5327,272155
rewo_5328,272203
rewo_5329,272263
rewo_5330,272300
rewo_5338,272563
rewo_5350,273017
rewo_5356,273140
rewo_5358,273184
rewo_5360,273413
rewo_5363,273568
rewo_5366,273715
rewo_5368,273754
rewo_5374,273969
rewo_5375,274029
rewo_5380,274086
rewo_5381,274091
rewo_5382,274100
rewo_5384,274118
rewo_5395,274579
rewo_5397,274711
rewo_5398,274806
rewo_5403,275006
rewo_5407,275220
rewo_5408,275239
rewo_5412,275469
rewo_5415,275604
rewo_5421,276000
rewo_5427,276236
rewo_5428,276281
rewo_5430,276352
rewo_5434,276676
rewo_5435,276880
rewo_5443,277128
rewo_5444,277186
rewo_5450,277469
rewo_5454,277622
rewo_5456,277661
rewo_5457,277683
rewo_5462,278066
rewo_5475,278852
rewo_5480,279125
rewo_5484,279494
rewo_5488,279907
rewo_5489,279933
rewo_5496,280343
rewo_5498,280467
rewo_5500,280620
rewo_5504,280785
rewo_5510,281324
rewo_5511,281390
rewo_5513,281440
rewo_5517,281525
rewo_5518,281545
rewo_5520,281763
rewo_5530,282047
rewo_5533,282428
rewo_5535,282545
rewo_5536,282573
rewo_5540,282843
rewo_5541,282848
rewo_5543,282944
rewo_5545,283015
rewo_5550,283198
rewo_5559,283602
rewo_5560,283671
rewo_5562,283748
rewo_5563,283753
rewo_5567,284029
rewo_5568,284037
rewo_5569,284068
rewo_5574,284199
rewo_5576,284298
rewo_5577,284311
rewo_5585,284697
rewo_5590,284964
rewo_5595,285254
rewo_5598,285460
rewo_5604,285610
rewo_5612,286075
rewo_5614,286193
