katom_id,katom_cluster_id
katom_1318,254270
katom_1319,254495
katom_1320,254795
katom_1321,254872
katom_1322,254959
katom_1323,255021
katom_1326,255428
katom_1327,255561
katom_1328,255622
katom_1329,255855
katom_1330,255880
katom_1331,255961
katom_1333,256329
katom_1334,256436
katom_1335,256447
katom_1336,256488
katom_1337,256555
katom_1338,256605
katom_1339,256732
katom_1340,257231
katom_1341,257245
katom_1342,257400
katom_1343,258129
katom_1344,258374
katom_1346,259217
katom_1347,259312
katom_1348,259380
katom_1349,259508
katom_1350,259513
katom_1351,259634
katom_1352,259762
katom_1354,260106
katom_1355,260504
katom_1356,260530
katom_1357,260818
katom_1358,260994
katom_1359,261045
katom_1360,261392
katom_1361,261412
katom_1362,261744
katom_1363,261865
katom_1364,262147
katom_1365,262232
katom_1366,262241
katom_1367,262500
katom_1368,262621
katom_1369,263251
katom_1370,263416
katom_1371,263510
katom_1372,263577
katom_1373,263768
katom_1374,263788
katom_1375,263815
katom_1377,264077
katom_1378,264236
katom_1380,264569
katom_1381,264711
katom_1382,264767
katom_1384,265477
katom_1385,265484
katom_1386,265560
katom_1387,265655
katom_1388,265767
katom_1389,265803
katom_1390,265889
katom_1391,266132
katom_1392,266133
katom_1393,266237
katom_1394,266252
katom_1395,266296
katom_1396,266789
katom_1397,267652
katom_1398,268218
katom_1399,268341
katom_1400,268353
katom_1401,268713
katom_1402,268726
katom_1405,269321
katom_1406,269501
katom_1408,269838
katom_1409,269965
katom_1410,270115
katom_1411,270273
katom_1412,270410
katom_1413,270453
katom_1415,270544
katom_1417,270944
katom_1418,271100
katom_1419,271155
katom_1421,272155
katom_1422,272203
katom_1423,272263
katom_1424,272300
katom_1426,272563
katom_1428,273017
katom_1429,273140
katom_1430,273184
katom_1431,273413
katom_1432,273568
katom_1433,273715
katom_1434,273754
katom_1435,273969
katom_1436,274029
katom_1437,274086
katom_1438,274091
katom_1439,274100
katom_1440,274118
katom_1441,274579
katom_1442,274711
katom_1443,274806
katom_1444,275006
katom_1445,275220
katom_1447,275239
katom_1448,275469
katom_1450,276000
katom_1451,276236
katom_1453,276281
katom_1454,276352
katom_1455,276676
katom_1456,276880
katom_1458,277128
katom_1459,277186
katom_1461,277469
katom_1462,277622
katom_1463,277661
katom_1464,277683
katom_1465,278852
katom_1467,279125
katom_1468,279494
katom_1470,279907
katom_1471,279933
katom_1473,280343
katom_1474,280467
katom_1475,280620
katom_1476,280785
katom_1477,281324
katom_1478,281390
katom_1479,281440
katom_1480,281525
katom_1481,281545
katom_1482,281763
katom_1483,282047
katom_1484,282428
katom_1485,282545
katom_1486,282573
katom_1488,282843
katom_1489,282848
katom_1491,282944
katom_1492,283015
katom_1493,283198
katom_1495,283602
katom_1497,283671
katom_1499,283748
katom_1500,283753
katom_1502,284029
katom_1503,284068
katom_1504,284199
katom_1506,284298
katom_1507,284311
katom_1508,284697
katom_1510,284964
katom_1512,285254
katom_1513,285460
katom_1514,285610
katom_1515,286075
katom_1516,286193
katom_1517,286218
katom_1518,286248
katom_1519,286327
katom_1520,286476
katom_1521,286580
katom_1524,287190
katom_1526,287619
katom_1528,288059
katom_1529,288074
katom_1531,288882
katom_1532,289001
katom_1533,289061
katom_1534,289180
katom_1535,289392
katom_1536,289464
katom_1537,289598
katom_1538,289745
katom_1539,289808
katom_1541,290583
katom_1542,290944
katom_1544,291271
katom_1545,291512
katom_1546,291513
katom_1547,291925
katom_1548,291964
katom_1549,292213
katom_1550,292310
katom_1551,292391
katom_1552,292525
katom_1553,292672
katom_1554,292750
katom_1555,293119
katom_1556,293130
katom_1557,293847
katom_1558,294225
katom_1559,294501
katom_1561,294666
katom_1562,294901
katom_1563,295276
katom_1564,295318
katom_1565,295410
katom_1566,295504
katom_1567,295745
katom_1568,295982
katom_1569,296144
katom_1571,296228
katom_1572,296339
katom_1573,296692
katom_1574,296700
katom_1575,297318
katom_1576,297430
katom_1577,297543
katom_1578,298531
katom_1579,298654
katom_1580,298685
katom_1581,298831
katom_1582,299134
katom_1583,299278
katom_1584,299288
katom_1585,299513
katom_1586,299641
katom_1587,299655
katom_1588,299933
katom_1589,300173
katom_1591,301211
katom_1592,301341
katom_1594,301718
katom_1595,301723
katom_1596,301863
katom_1597,301875
katom_1598,302219
katom_1599,302284
katom_1600,302541
katom_1601,302854
katom_1603,303212
katom_1604,303250
katom_1605,303254
katom_1606,303325
katom_1607,303423
katom_1608,303543
katom_1609,303789
katom_1610,303885
katom_1611,304769
katom_1613,304973
katom_1615,305149
katom_1617,305615
katom_1618,305624
katom_1619,305669
katom_1620,305794
katom_1621,305840
katom_1622,305898
katom_1623,306559
katom_1624,306565
katom_1625,306967
katom_1626,307239
katom_1627,307530
katom_1628,307532
katom_1629,308010
katom_1630,308091
katom_1633,308623
katom_1634,308683
katom_1636,309418
katom_1637,309584
katom_1638,309606
katom_1639,309796
katom_1640,310021
katom_1641,310119
katom_1642,310251
katom_1645,310579
katom_1646,310597
katom_1647,310659
katom_1648,310775
katom_1649,310821
katom_1650,311013
katom_1652,311313
katom_1653,311877
katom_1654,311883
katom_1655,311900
katom_1656,311947
katom_1657,311948
katom_1659,312362
katom_1660,312459
katom_1663,313120
katom_1664,313261
katom_1665,313351
katom_1666,313441
katom_1667,313501
katom_1668,313784
katom_1669,314116
katom_1670,314222
katom_1671,314255
katom_1672,314262
katom_1673,314278
katom_1674,314702
katom_1675,314713
katom_1677,314939
katom_1678,315044
katom_1679,315048
katom_1680,315307
katom_1682,315434
katom_1683,315909
katom_1684,316159
katom_1685,316226
katom_1686,316333
katom_1687,316581
katom_1689,316649
katom_1690,316746
katom_1691,317162
katom_1692,317194
katom_1693,317275
katom_1694,317782
katom_1695,317965
katom_1696,318247
katom_1697,318736
katom_1698,318902
katom_1699,318963
katom_1700,318971
katom_1701,319447
katom_1702,319744
katom_1703,319780
katom_1704,320063
katom_1706,320302
katom_1707,320730
katom_1710,321392
katom_1712,321507
katom_1713,321615
katom_1714,321682
katom_1716,321745
katom_1717,321860
katom_1718,321905
katom_1719,321956
katom_1720,322139
katom_1721,322742
katom_1722,322967
katom_1723,323200
katom_1724,323810
katom_1725,323923
katom_1726,323985
katom_1727,323989
katom_1728,324050
katom_1729,324106
katom_1730,324213
katom_1731,324232
katom_1732,324316
katom_1733,324395
katom_1734,324486
katom_1735,324691
katom_1736,325076
katom_1738,325131
katom_1739,325134
katom_1740,325152
katom_1741,325160
katom_1742,325171
katom_1743,325190
katom_1744,325296
katom_1745,325555
katom_1746,325582
katom_1747,325705
katom_1748,326102
katom_1749,326153
katom_1750,326315
katom_1752,326937
katom_1753,327001
katom_1754,327289
katom_1756,327605
katom_1757,328192
katom_1758,328314
katom_1760,328485
katom_1761,328493
katom_1762,328608
katom_1763,329030
katom_1764,329095
katom_1766,329283
katom_1767,329804
katom_1768,329898
katom_1769,330016
katom_1770,330037
katom_1771,330991
katom_1773,331582
katom_1774,331925
katom_1775,332027
katom_1776,332206
katom_1777,332310
katom_1778,332464
katom_1779,332496
katom_1780,333483
katom_1783,334449
katom_1785,334683
katom_1786,335022
katom_1787,335161
katom_1788,335447
katom_1789,335490
katom_1790,335544
katom_1791,336632
katom_1792,336717
katom_1793,336996
katom_1794,337025
katom_1795,337337
katom_1796,337715
katom_1798,338290
katom_1799,338335
katom_1800,338356
katom_1801,338467
katom_1802,339009
katom_1803,339038
katom_1804,339160
katom_1805,339243
katom_1806,339263
katom_1807,339352
katom_1808,339611
katom_1809,340799
katom_1810,340967
katom_1811,341230
katom_1812,341260
katom_1813,341263
katom_1814,341734
katom_1815,341778
katom_1816,341806
katom_1817,341824
katom_1818,342002
katom_1819,342325
katom_1820,342328
katom_1821,342544
katom_1822,342706
katom_1823,343274
katom_1824,343332
katom_1825,343359
katom_1826,343514
katom_1827,343611
katom_1828,343816
katom_1829,343838
katom_1830,343842
katom_1831,343858
katom_1832,344013
katom_1833,344056
katom_1834,344125
katom_1835,344225
katom_1836,344302
katom_1837,344425
katom_1838,344760
katom_1839,345186
katom_1840,345605
katom_1841,346266
katom_1842,347421
katom_1843,347485
katom_1844,347661
katom_1845,347743
katom_1847,348677
katom_1848,348983
katom_1850,349514
katom_1852,349839
katom_1853,349964
katom_1856,350815
katom_1857,350965
katom_1858,351576
katom_1859,352083
katom_1860,352932
katom_1861,353149
katom_1862,353373
katom_1863,353629
katom_1864,353731
katom_1865,353797
katom_1866,354047
katom_1867,354071
katom_1869,354424
katom_1870,354647
katom_1872,354990
katom_1873,355242
katom_1874,355247
katom_1875,355257
katom_1876,355823
katom_1877,356149
katom_1878,356227
katom_1879,356408
katom_1880,356425
katom_1881,356558
katom_1882,356808
katom_1883,356813
katom_1884,356971
katom_1885,356994
katom_1886,357001
katom_1887,357025
katom_1888,357317
katom_1889,357442
katom_1890,357795
katom_1891,357816
katom_1892,357822
katom_1893,358078
katom_1895,358221
katom_1896,358248
katom_1897,358299
katom_1898,358317
katom_1899,358760
katom_1900,359033
katom_1901,359228
katom_1902,359902
katom_1903,360382
katom_1905,360634
katom_1907,360914
katom_1908,361124
katom_1910,361674
katom_1911,361796
katom_1912,361912
katom_1913,362013
katom_1915,362371
katom_1916,362465
katom_1917,362673
katom_1918,362705
katom_1919,362784
katom_1920,362828
katom_1921,362905
katom_1923,363506
katom_1924,363634
katom_1925,363716
katom_1927,363826
katom_1928,364074
katom_1929,364426
katom_1930,364490
katom_1931,365274
katom_1933,365540
katom_1934,365640
katom_1936,365971
katom_1937,366012
katom_1938,366024
katom_1939,366071
katom_1940,366287
katom_1941,366332
katom_1942,366406
katom_1943,366542
katom_1944,367171
katom_1945,367252
katom_1946,367317
katom_1947,367339
