id,label,sum_weighted_sim,sum_sim,title_no_par_no_stop_words_lev_sim,title_no_par_no_stop_words_jac_q3_sim,title_no_par_no_stop_words_jac_an_sim,title_no_par_no_stop_words_exact_sim,title_no_par_no_stop_words_all_missing,pages_num_abs_diff_sim,pages_num_sim,pages_all_missing,title_lev_sim,title_jac_q3_sim,title_jac_an_sim,title_exact_sim,title_all_missing,title_no_par_lev_sim,title_no_par_jac_q3_sim,title_no_par_jac_an_sim,title_no_par_exact_sim,title_no_par_all_missing,pubdate_days_sim,pubdate_years_sim,pubdate_days_diff_sim,pubdate_all_missing,binding_exact_sim,binding_all_missing,firstauthor_lev_sim,firstauthor_jac_q3_sim,firstauthor_jac_an_sim,firstauthor_exact_sim,firstauthor_all_missing,publisher_lev_sim,publisher_jac_q3_sim,publisher_jac_an_sim,publisher_exact_sim,publisher_all_missing
bx_201450_half_1557,0,0.11751450552557115,0.11827762275617135,0.0625,0.0,0.0,0.0,0,-1.0,-1.0,0,0.10843373493975904,0.0,0.0,0,0,0.125,0.0,0.0,0.0,0,0.0,0.0,0.9311394567193784,0,-1.0,1,0.6875,0.4583333333333333,0.3333333333333333,0.0,0,0.2727272727272727,0.13636363636363635,0.0,0,0
bx_269860_half_470,0,0.1060227331505973,0.10683491077322314,0.1428571428571429,0.0,0.0,0.0,0,-1.0,-1.0,0,0.19607843137254896,0.013513513513513514,0.0,0,0,0.11764705882352945,0.0,0.0,0.0,0,0.0,0.0,0.9332883354454792,0,-1.0,1,0.5625,0.32,0.3333333333333333,0.0,0,0.2380952380952381,0.0,0.0,0,0
bx_228133_half_1542,0,0.10087673237121753,0.10175209487627004,0.11111111111111116,0.0,0.0,0.0,0,-1.0,-1.0,0,0.101123595505618,0.0,0.0,0,0,0.101123595505618,0.0,0.0,0.0,0,0.0,0.0,0.9628354179293626,0,-1.0,1,0.6923076923076923,0.35,0.3333333333333333,0.0,0,0.09090909090909094,0.0,0.0,0,0
bx_25847_half_663,0,0.13208891313927176,0.13274235085131256,0.2,0.0,0.0,0.0,0,-1.0,-1.0,0,0.2465753424657534,0.047619047619047616,0.05555555555555555,0,0,0.1917808219178082,0.04444444444444445,0.0625,0.0,0,0.0,0.0,0.8909857292412805,0,-1.0,1,0.7142857142857143,0.3636363636363637,0.3333333333333333,0.0,0,0.2380952380952381,0.05263157894736842,0.0,0,0
bx_2521_half_193,0,0.1202938918376194,0.12095320764865815,0.09999999999999998,0.0,0.0,0.0,0,-1.0,-1.0,0,0.09999999999999998,0.0,0.0,0,0,0.09999999999999998,0.0,0.0,0.0,0,0.0,0.0,0.8629125571656842,0,-1.0,1,0.6666666666666667,0.32142857142857145,0.3333333333333333,0.0,0,0.33333333333333337,0.15789473684210525,0.2,0,0
bx_145376_half_20,0,0.2823399739336881,0.28679891390259943,0.3770491803278688,0.2,0.16666666666666666,0.0,0,-1.0,-1.0,0,0.31746031746031744,0.15053763440860216,0.13333333333333333,0,0,0.4098360655737705,0.1794871794871795,0.14285714285714285,0.0,0,1.0,1.0,0.9962394622293241,0,-1.0,0,0.7058823529411764,0.5454545454545454,0.5,0.0,0,0.13636363636363635,0.0,0.0,0,0
bx_17623_half_471,0,0.22303629433302471,0.2234890883418761,0.13207547169811318,0.0,0.0,0.0,0,-1.0,-1.0,0,0.10606060606060608,0.0,0.0,0,0,0.10606060606060608,0.0,0.0,0.0,0,0.0,0.0,0.9857567910077693,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.1578947368421053,0.0,0.0,0,0
bx_85471_half_301,0,0.2067325891643179,0.2072181294389132,0.0,0.0,0.0,0.0,0,-1.0,-1.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9630282660201664,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.1578947368421053,0.0,0.0,0,0
bx_81435_half_1306,0,0.2510596112116843,0.2513803297334266,0.1875,0.0,0.0,0.0,0,-1.0,-1.0,0,0.1777777777777778,0.05555555555555555,0.09090909090909093,0,0,0.1818181818181817,0.045454545454545456,0.16666666666666666,0.0,0,0.0,0.0,0.9736900104688964,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.1818181818181817,0.05555555555555555,0.0,0,0
bx_102720_half_547,0,0.2069497815634665,0.21005011039238367,0.058823529411764726,0.0,0.0,0.0,0,-1.0,-1.0,0,0.11904761904761907,0.0,0.0,0,0,0.2,0.0,0.0,0.0,0,1.0,1.0,0.9950134993663564,0,-1.0,1,0.6666666666666667,0.3448275862068966,0.3333333333333333,0.0,0,0.33333333333333337,0.13636363636363635,0.0,0,0
bx_115212_half_511,0,0.21979862793858465,0.22177378565405556,0.0714285714285714,0.0,0.0,0.0,0,-1.0,-1.0,0,0.21875,0.0,0.0,0,0,0.11764705882352945,0.0,0.0,0.0,0,0.0,0.0,0.8934652046944735,0,-1.0,0,1.0,1.0,1.0,1.0,0,0.15384615384615385,0.037037037037037035,0.0,0,0
bx_260847_half_1667,0,0.2265372909847949,0.2285271360502167,0.2,0.0,0.0,0.0,0,-1.0,-1.0,0,0.2558139534883721,0.0,0.0,0,0,0.1724137931034483,0.0,0.0,0.0,0,0.0,0.0,0.9215108270428124,0,-1.0,0,1.0,1.0,1.0,1.0,0,0.0625,0.03225806451612903,0.0,0,0
bx_168492_half_1456,0,0.23189612127168865,0.2323012139179111,0.2,0.02564102564102564,0.0,0.0,0,-1.0,-1.0,0,0.17948717948717952,0.0,0.0,0,0,0.17647058823529416,0.019230769230769232,0.0,0.0,0,0.0,0.0,0.9745991514684004,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.11111111111111116,0.0,0.0,0,0
bx_126612_half_2712,0,0.20967825211153812,0.21277909018713367,0.1875,0.0,0.0,0.0,0,-1.0,-1.0,0,0.16000000000000006,0.0,0.0,0,0,0.25,0.0,0.0,0.0,0,1.0,1.0,0.9982230425918784,0,-1.0,1,0.6923076923076923,0.3809523809523809,0.3333333333333333,0.0,0,0.22580645161290325,0.020833333333333332,0.0,0,0
bx_159879_half_2076,0,0.2195443021653836,0.2199362374967057,0.1333333333333333,0.0,0.0,0.0,0,-1.0,-1.0,0,0.1724137931034483,0.0,0.0,0,0,0.0625,0.0,0.0,0.0,0,0.0,0.0,0.9283018348118354,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.11111111111111116,0.0,0.0,0,0
bx_200004_half_2141,0,0.2466850778267565,0.24863101744857502,0.15384615384615385,0.03571428571428571,0.0,0.0,0,-1.0,-1.0,0,0.2692307692307693,0.1518987341772152,0.1,0,0,0.1875,0.03125,0.0,0.0,0,0.0,0.0,0.9534822855253732,0,-1.0,0,1.0,1.0,1.0,1.0,0,0.17647058823529416,0.038461538461538464,0.0,0,0
bx_81716_half_1230,0,0.22430037121326807,0.22470949599726986,0.08333333333333337,0.0,0.0,0.0,0,-1.0,-1.0,0,0.125,0.0,0.0,0,0,0.125,0.0,0.0,0.0,0,0.0,0.0,0.9585101107499036,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.1818181818181817,0.041666666666666664,0.0,0,0
bx_17265_half_994,0,0.2686224804730373,0.26887977384711703,0.4166666666666666,0.13636363636363635,0.0,0.0,0,-1.0,-1.0,0,0.3125,0.10344827586206896,0.0,0,0,0.3125,0.10344827586206896,0.0,0.0,0,0.0,0.0,0.9685244366080776,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.1578947368421053,0.0,0.0,0,0
bx_14361_half_1114,0,0.2631957150573711,0.26345214685515683,0.42105263157894735,0.054054054054054064,0.0,0.0,0,-1.0,-1.0,0,0.33333333333333337,0.041666666666666664,0.0,0,0,0.33333333333333337,0.041666666666666664,0.0,0.0,0,0.0,0.0,0.9533032122981984,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.21052631578947367,0.0,0.0,0,0
bx_13111_half_386,0,0.2867331332352657,0.2866810729098135,0.2,0.0,0.0,0.0,0,-1.0,-1.0,0,0.16666666666666666,0.04,0.125,0,0,0.25,0.05,0.14285714285714285,0.0,0,0.0,0.0,0.8053198523334619,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.5384615384615384,0.2608695652173913,0.3333333333333333,0,0
bx_17431_half_2419,0,0.2556048813794674,0.2558524940220063,0.19354838709677424,0.0,0.0,0.0,0,-1.0,-1.0,0,0.25,0.06756756756756757,0.09090909090909093,0,0,0.25,0.06756756756756757,0.09090909090909093,0.0,0,0.0,0.0,0.9326409168549232,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.25,0.024390243902439025,0.0,0,0
bx_245039_half_513,0,0.2938329054193466,0.29396114060726597,0.1578947368421053,0.0,0.0,0.0,0,-1.0,-1.0,0,0.2285714285714285,0.03333333333333333,0.14285714285714285,0,0,0.13043478260869568,0.043478260869565216,0.16666666666666666,0.0,0,0.0,0.0,0.9665684059727808,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.3888888888888888,0.3181818181818182,0.5,0,0
bx_171555_half_560,0,0.22173959117062708,0.22208957193421688,0.11538461538461542,0.028571428571428567,0.0,0.0,0,-1.0,-1.0,0,0.1515151515151515,0.0,0.0,0,0,0.09090909090909094,0.023809523809523808,0.0,0.0,0,0.0,0.0,0.9031351589619264,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.1428571428571429,0.0,0.0,0,0
bx_124948_half_1832,0,0.2558359667024586,0.256059965874948,0.0625,0.0,0.0,0.0,0,-1.0,-1.0,0,0.1785714285714286,0.11428571428571427,0.16666666666666666,0,0,0.1785714285714286,0.11428571428571427,0.16666666666666666,0.0,0,0.0,0.0,0.92033996363436,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.2631578947368421,0.057142857142857134,0.0,0,0
bx_20008_half_904,0,0.24753936986653746,0.2504765348755377,0.2272727272727273,0.057142857142857134,0.0,0.0,0,-1.0,-1.0,0,0.2068965517241379,0.040816326530612235,0.0,0,0,0.2068965517241379,0.040816326530612235,0.0,0.0,0,1.0,1.0,0.9949997245027274,0,-1.0,1,0.5714285714285714,0.3636363636363637,0.3333333333333333,0.0,0,0.4615384615384616,0.2608695652173913,0.3333333333333333,0,0
bx_83319_half_386,0,0.234927161253396,0.2352444555676629,0.25,0.022727272727272728,0.0,0.0,0,-1.0,-1.0,0,0.13888888888888884,0.0,0.0,0,0,0.1944444444444444,0.0,0.0,0.0,0,0.0,0.0,0.9160008815912722,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.23076923076923075,0.0,0.0,0,0
bx_124634_half_898,0,0.21534156776635585,0.21579565990825306,0.0,0.0,0.0,0.0,0,-1.0,-1.0,0,0.13793103448275867,0.0,0.0,0,0,0.06666666666666665,0.0,0.0,0.0,0,0.0,0.0,0.9668852278362444,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.1428571428571429,0.0,0.0,0,0
bx_46880_half_638,0,0.26577322348670296,0.2659780626891723,0.08196721311475408,0.0,0.0,0.0,0,-1.0,-1.0,0,0.1351351351351351,0.04651162790697674,0.07142857142857142,0,0,0.1351351351351351,0.04651162790697674,0.07142857142857142,0.0,0,0.0,0.0,0.9371452972615572,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.4705882352941176,0.2,0.25,0,0
bx_129583_half_645,0,0.28798188558440097,0.28813355237547944,0.2,0.0,0.0,0.0,0,-1.0,-1.0,0,0.1724137931034483,0.0,0.0,0,0,0.2,0.0,0.0,0.0,0,0.0,0.0,0.9639649567469282,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.5,0.4090909090909091,0.5,0,0
bx_139329_half_2403,0,0.2518668559555597,0.25219258073176204,0.10526315789473684,0.0,0.0,0.0,0,-1.0,-1.0,0,0.13043478260869568,0.0,0.0,0,0,0.13043478260869568,0.0,0.0,0.0,0,0.0,0.0,0.9832222161000606,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.5,0.2857142857142857,0.0,0,0
bx_14745_half_990,0,0.2822383067035077,0.28226270425960986,0.21052631578947367,0.0,0.0,0.0,0,-1.0,-1.0,0,0.16666666666666666,0.0,0.0,0,0,0.21052631578947367,0.0,0.0,0.0,0,0.0,0.0,0.8986721031461788,0,-1.0,1,0.6470588235294117,0.3461538461538461,0.3333333333333333,0.0,0,1.0,1.0,1.0,1,0
bx_13179_half_504,0,0.2191054048753953,0.21952549037525745,0.0714285714285714,0.0,0.0,0.0,0,-1.0,-1.0,0,0.1428571428571429,0.0,0.0,0,0,0.0714285714285714,0.0,0.0,0.0,0,0.0,0.0,0.9505482395724284,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.16216216216216214,0.0,0.0,0,0
bx_195164_half_2659,0,0.2271298711474625,0.22741367709577134,0.15384615384615385,0.0,0.0,0.0,0,-1.0,-1.0,0,0.23076923076923075,0.0,0.0,0,0,0.23076923076923075,0.0,0.0,0.0,0,0.0,0.0,0.869896413025511,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.09090909090909094,0.0,0.0,0,0
bx_78497_half_3003,0,0.2168814592082776,0.21725778464935647,0.25,0.0,0.0,0.0,0,-1.0,-1.0,0,0.42105263157894735,0.14705882352941174,0.16666666666666666,0,0,0.42105263157894735,0.14705882352941174,0.16666666666666666,0.0,0,0.0,0.0,0.9559617609785664,0,-1.0,1,0.5294117647058824,0.3333333333333333,0.3333333333333333,0.0,0,0.6923076923076923,0.45,0.3333333333333333,0,0
bx_199954_half_1313,0,0.2899196951862575,0.2900591492388173,0.13793103448275867,0.0,0.0,0.0,0,-1.0,-1.0,0,0.2549019607843137,0.3442622950819672,0.4444444444444444,0,0,0.2777777777777778,0.1111111111111111,0.25,0.0,0,0.0,0.0,0.9631384649291972,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.18918918918918914,0.016129032258064516,0.0,0,0
bx_123620_half_693,0,0.2228690882084196,0.2232243160419668,0.2,0.0,0.0,0.0,0,-1.0,-1.0,0,0.10526315789473684,0.0,0.0,0,0,0.1428571428571429,0.0,0.0,0.0,0,0.0,0.0,0.9086588792770952,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.125,0.0,0.0,0,0
bx_199673_half_936,0,0.2285865982662539,0.228989939412766,0.1333333333333333,0.0,0.0,0.0,0,-1.0,-1.0,0,0.16129032258064513,0.0,0.0,0,0,0.20833333333333331,0.0,0.0,0.0,0,0.0,0.0,0.9660449611548846,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.1428571428571429,0.0,0.0,0,0
bx_4199_half_677,0,0.2294620223373056,0.2297325527535729,0.08333333333333337,0.037037037037037035,0.0,0.0,0,-1.0,-1.0,0,0.1875,0.03225806451612903,0.0,0,0,0.1875,0.03225806451612903,0.0,0.0,0,0.0,0.0,0.8685878009807703,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.2,0.0,0.0,0,0
bx_2686_half_1701,0,0.21957756947985088,0.21993008302576308,0.21052631578947367,0.0,0.0,0.0,0,-1.0,-1.0,0,0.25,0.012987012987012988,0.0,0,0,0.16666666666666666,0.0,0.0,0.0,0,0.0,0.0,0.93962477271475,0,-1.0,1,0.631578947368421,0.5217391304347826,0.5,0.0,0,0.8076923076923077,0.7,0.6666666666666666,0,0
bx_224139_half_3060,0,0.2396262173782835,0.2399943702092337,0.2272727272727273,0.0,0.0,0.0,0,-1.0,-1.0,0,0.2413793103448276,0.0,0.0,0,0,0.2413793103448276,0.0,0.0,0.0,0,0.0,0.0,0.9714033831065072,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.1785714285714286,0.0,0.0,0,0
bx_9770_half_2391,0,0.3067392023851885,0.3084493946355665,0.11764705882352945,0.0,0.0,0.0,0,-1.0,-1.0,0,0.2068965517241379,0.07272727272727272,0.125,0,0,0.33333333333333337,0.10256410256410256,0.14285714285714285,0.0,0,0.0,0.0,0.9706733153341782,0,-1.0,0,1.0,1.0,1.0,1.0,0,0.6666666666666667,0.375,0.3333333333333333,0,0
bx_92684_half_411,0,0.3730684618292031,0.3758900300957421,0.5135135135135135,0.2916666666666667,0.25,0.0,0,-1.0,-1.0,0,0.4444444444444444,0.1951219512195122,0.14285714285714285,0,0,0.5121951219512195,0.2542372881355932,0.18181818181818185,0.0,0,0.0,1.0,0.9924651495950192,0,-1.0,0,1.0,1.0,1.0,1.0,0,0.19047619047619047,0.0,0.0,0,0
bx_225393_half_2165,0,0.3314016226190533,0.3312759764007931,0.15384615384615385,0.0,0.0,0.0,0,-1.0,-1.0,0,0.1333333333333333,0.0,0.0,0,0,0.1333333333333333,0.0,0.0,0.0,0,0.0,0.0,0.9219102980880488,0,-1.0,1,0.9090909090909092,0.6666666666666666,1.0,0.0,0,1.0,1.0,1.0,1,0
bx_25713_half_141,0,0.31872855107068915,0.3204130552247905,0.4838709677419355,0.2857142857142857,0.2222222222222222,0.0,0,-1.0,-1.0,0,0.3548387096774194,0.1891891891891892,0.15384615384615385,0,0,0.4166666666666666,0.23728813559322035,0.16666666666666666,0.0,0,0.0,0.0,0.9571739489779052,0,-1.0,0,1.0,1.0,1.0,1.0,0,0.2272727272727273,0.021739130434782608,0.0,0,0
bx_54067_half_2107,0,0.35643021174954165,0.3606091259760504,0.2857142857142857,0.05555555555555555,0.0,0.0,0,-1.0,-1.0,0,0.35185185185185186,0.07368421052631577,0.0,0,0,0.28,0.041666666666666664,0.0,0.0,0,1.0,1.0,0.9953854206843352,0,-1.0,0,1.0,1.0,1.0,1.0,0,0.4166666666666666,0.125,0.0,0,0
bx_188957_half_2386,0,0.3158286458381361,0.3158346127758632,0.33333333333333337,0.09433962264150944,0.0,0.0,0,-1.0,-1.0,0,0.3529411764705882,0.19047619047619047,0.2222222222222222,0,0,0.45,0.2033898305084746,0.2222222222222222,0.0,0,0.0,0.0,0.9344729737175602,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.33333333333333337,0.2333333333333333,0.0,0,0
bx_219623_half_548,0,0.3282135455960396,0.32813739241469,0.1428571428571429,0.0,0.0,0.0,0,-1.0,-1.0,0,0.6216216216216216,0.3636363636363637,0.3333333333333333,0,0,0.1428571428571429,0.0,0.0,0.0,0,0.0,0.0,0.9228745385420684,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.5714285714285714,0.3488372093023256,0.4,0,0
bx_171104_half_1123,0,0.33451419858741044,0.3371535276778992,0.3076923076923077,0.0,0.0,0.0,0,-1.0,-1.0,0,0.3076923076923077,0.0,0.0,0,0,0.3076923076923077,0.0,0.0,0.0,0,1.0,1.0,0.9970935037743126,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.1333333333333333,0.0,0.0,0,0
bx_166977_half_1690,0,0.3526530808518733,0.35257759043380843,0.4390243902439024,0.28,0.375,0.0,0,-1.0,-1.0,0,0.3548387096774194,0.2427184466019417,0.3333333333333333,0,0,0.4814814814814815,0.3492063492063492,0.4166666666666667,0.0,0,0.0,0.0,0.9663755578819768,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.16000000000000006,0.0,0.0,0,0
bx_203088_half_1648,0,0.3083448534966569,0.3083764329523063,0.0714285714285714,0.0,0.0,0.0,0,-1.0,-1.0,0,0.375,0.11627906976744184,0.125,0,0,0.375,0.11627906976744184,0.125,0.0,0,0.0,0.0,0.9431373629401067,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.5714285714285714,0.25,0.3333333333333333,0,0
bx_28294_half_1017,0,0.3985132359446801,0.4025035360589552,0.11764705882352945,0.0,0.0,0.0,0,-1.0,-1.0,0,0.4137931034482759,0.3859649122807017,0.5714285714285714,0,0,0.08333333333333337,0.0,0.0,0.0,0,1.0,1.0,0.9962532370929528,0,-1.0,0,1.0,1.0,1.0,1.0,0,0.3513513513513513,0.3170731707317073,0.3333333333333333,0,0
bx_250947_half_1242,0,0.3308475193120808,0.3324840478979661,0.15094339622641506,0.07936507936507936,0.0,0.0,0,-1.0,-1.0,0,0.34745762711864403,0.4356435643564357,0.5,0,0,0.2,0.1518987341772152,0.13333333333333333,0.0,0,0.0,0.0,0.9882775910518484,0,-1.0,0,1.0,1.0,1.0,1.0,0,0.3513513513513513,0.3170731707317073,0.3333333333333333,0,0
bx_35662_half_1866,0,0.30007727808119866,0.3031791509781493,0.15000000000000002,0.15,0.1111111111111111,0.0,0,-1.0,-1.0,0,0.2252252252252253,0.1076923076923077,0.0625,0,0,0.1428571428571429,0.14285714285714285,0.1,0.0,0,0.0,1.0,0.99413190809411,0,-1.0,0,1.0,1.0,1.0,1.0,0,0.1428571428571429,0.0,0.0,0,0
bx_82260_half_464,0,0.3896890112284985,0.3894219726905618,0.07692307692307687,0.0,0.0,0.0,0,-1.0,-1.0,0,0.08695652173913049,0.0,0.0,0,0,0.08695652173913049,0.0,0.0,0.0,0,0.0,0.0,0.9785663121935092,0,-1.0,1,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,0
bx_148088_half_2501,0,0.3646855195328712,0.3688235160031826,0.1818181818181817,0.0,0.0,0.0,0,-1.0,-1.0,0,0.45,0.38333333333333336,0.4444444444444444,0,0,0.1818181818181817,0.0,0.0,0.0,0,1.0,1.0,0.9969144305471376,0,-1.0,0,1.0,1.0,1.0,1.0,0,0.1724137931034483,0.0,0.0,0,0
bx_38539_half_3030,0,0.3177828403128199,0.3178619444413856,0.33783783783783783,0.19318181818181812,0.2307692307692308,0.0,0,-1.0,-1.0,0,0.3921568627450981,0.19858156028368795,0.2380952380952381,0,0,0.33,0.2336448598130841,0.2777777777777778,0.0,0,0.0,0.0,0.9838145352361012,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.2,0.0,0.0,0,0
bx_22491_half_1696,0,0.3880756280645476,0.38934012763786735,0.1282051282051282,0.0,0.0,0.0,0,-1.0,-1.0,0,0.12903225806451613,0.0,0.0,0,0,0.11904761904761907,0.0,0.0,0.0,0,0.0,0.0,0.8942916965122045,0,-1.0,0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,0
bx_112780_half_512,0,0.3765139479041072,0.3789647051184699,0.125,0.0,0.0,0.0,0,-1.0,-1.0,0,0.23076923076923075,0.03125,0.09090909090909093,0,0,0.21739130434782605,0.04651162790697674,0.125,0.0,0,1.0,1.0,0.9961154884566644,0,-1.0,1,1.0,1.0,1.0,1.0,0,0.5,0.3,0.3333333333333333,0,0
bx_68467_half_267,0,0.3089037484984385,0.3105852474235244,0.0,0.0,0.0,0.0,0,-1.0,-1.0,0,0.2,0.08163265306122447,0.16666666666666666,0,0,0.3636363636363637,0.2,0.3333333333333333,0.0,0,0.0,0.0,0.9601768692489944,0,-1.0,0,1.0,1.0,1.0,1.0,0,0.5833333333333333,0.2727272727272727,0.3333333333333333,0,0
