ids,title_lev_sim,title_jac_q3_sim,title_jac_an_sim,title_rel_jac_an_sim,title_containment_sim,title_exact_sim,author_lev_sim,author_jac_q3_sim,author_jac_an_sim,author_rel_jac_an_sim,author_containment_sim,author_exact_sim,pages_num_abs_diff_sim,pubdate_days_diff_sim,pubdate_months_diff_sim,pubdate_years_diff_sim,binding_exact_sim,publisher_lev_sim,publisher_jac_q3_sim,publisher_jac_an_sim,publisher_rel_jac_an_sim,publisher_containment_sim,publisher_exact_sim,label
ban_12294_bx_263517,0.6451612903225806,0.5714285714285714,0.6,0.6,1.0,0.0,0.3448275862068966,0.8076923076923077,0.8,0.8,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7647058823529411,0.6190476190476191,0.6666666666666666,0.6666666666666666,1.0,0.0,1
ban_573_bx_13035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.7883527363725383,0.7887323943661972,0.79,-1.0,0.07999999999999996,0.0,0.0,0.0,0.0,0.0,0
ban_580_bx_250947,0.1527777777777778,0.022988505747126436,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9875693613317376,0.9875724937862469,0.98,-1.0,0.33333333333333337,0.3,0.3333333333333333,0.3333333333333333,1.0,0.0,0
ban_14730_bx_193993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9991567838102492,0.9991714995857498,1.0,-1.0,0.5,0.4166666666666667,0.5,0.5,1.0,0.0,1
ban_7575_bx_110833,0.4814814814814815,0.3870967741935484,0.45454545454545453,0.45454545454545453,0.8333333333333334,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
ban_1879_bx_19587,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9130671308889131,0.9130074565037283,0.92,-1.0,0.16000000000000003,0.0,0.0,0.0,0.0,0.0,0
ban_12697_bx_143345,0.4918032786885246,0.34210526315789475,0.4166666666666667,0.4166666666666667,0.7142857142857143,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
ban_7724_bx_63661,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.391304347826087,0.5,0.5,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ban_14694_bx_194485,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9927374605592427,0.9933719966859983,1.0,-1.0,0.6153846153846154,0.42857142857142855,0.25,0.25,0.5,0.0,1
ban_2322_bx_208056,0.6666666666666667,0.5714285714285714,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9877053639429877,0.9884009942004971,0.99,-1.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,0
ban_17_bx_79314,0.5094339622641509,0.29577464788732394,0.36363636363636365,0.36363636363636365,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9546839299314547,0.9552609776304888,0.96,-1.0,0.7142857142857143,0.6470588235294118,0.5,0.5,1.0,0.0,0
ban_6676_bx_36976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1875,0.14285714285714285,0.0,0.0,0.0,0.0,1
ban_310_bx_38846,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.7894736842105263,0.6666666666666666,0.6666666666666666,1.0,0.0,-1.0,0.7581329561527581,0.7572493786246893,0.75,-1.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0
ban_1637_bx_3314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9992655858992493,1.0,1.0,-1.0,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,1
ban_609_bx_44297,0.417910447761194,0.2857142857142857,0.38461538461538464,0.5,0.8333333333333334,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9040637580241541,0.9047224523612262,0.91,-1.0,0.15873015873015872,0.0125,0.0,0.0,0.0,0.0,0
ban_4905_bx_233925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.885050592971385,0.8856669428334714,0.89,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
ban_10351_bx_149827,0.9615384615384616,0.8333333333333334,0.5,0.8,0.75,0.0,0.55,0.4230769230769231,0.6666666666666666,0.6666666666666666,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09090909090909094,0.0,0.0,0.0,0.0,0.0,1
ban_15983_bx_194504,0.5925925925925926,0.35,0.4,0.4,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8725111522141225,0.8724109362054682,0.88,-1.0,0.5384615384615384,0.4117647058823529,0.5,0.5,1.0,0.0,0
ban_2823_bx_88261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9942062887607442,0.9942004971002486,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
ban_3241_bx_256608,0.8103448275862069,0.7580645161290323,0.8,0.8,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9921934501142422,0.9925434962717481,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
ban_2270_bx_215638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.699026221303449,0.6992543496271748,0.7,-1.0,0.41666666666666663,0.3023255813953488,0.2857142857142857,0.2857142857142857,0.6666666666666666,0.0,0
ban_599_bx_7281,0.38636363636363635,0.3541666666666667,0.375,0.375,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9519094766619519,0.9511184755592378,0.95,-1.0,0.10344827586206895,0.0,0.0,0.0,0.0,0.0,1
ban_16518_bx_210462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.893972364269394,0.8939519469759735,0.9,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
ban_12694_bx_182015,0.8552631578947368,0.8076923076923077,0.7777777777777778,0.7777777777777778,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0625,0.0,0.0,0.0,0.0,0.0,1
ban_5764_bx_178832,1.0,1.0,1.0,1.0,1.0,1.0,0.42307692307692313,0.36666666666666664,0.5,0.5,1.0,0.0,-1.0,0.9915406375802416,0.9908864954432477,0.99,-1.0,0.15625,0.0,0.0,0.0,0.0,0.0,0
ban_2944_bx_60140,0.23529411764705888,0.18181818181818182,0.375,0.375,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9994831900772495,1.0,1.0,-1.0,0.6666666666666667,0.4642857142857143,0.5,0.5,0.6666666666666666,0.0,1
ban_7452_bx_108019,0.75,0.6875,0.7142857142857143,0.7142857142857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.65,0.5416666666666666,0.3333333333333333,0.3333333333333333,1.0,0.0,1
ban_1429_bx_18271,0.45614035087719296,0.4262295081967213,0.4166666666666667,0.4166666666666667,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9942606898052443,0.9950289975144988,1.0,-1.0,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,1
ban_915_bx_13089,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9905342182569905,0.9908864954432477,1.0,-1.0,0.2727272727272727,0.05714285714285714,0.0,0.0,0.0,0.0,1
ban_5702_bx_201122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.98996300728974,0.9900579950289975,0.99,-1.0,0.29166666666666663,0.18181818181818182,0.0,0.0,0.0,0.0,1
ban_1128_bx_102776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8968012185833968,0.8972659486329744,0.9,-1.0,0.3928571428571429,0.14285714285714285,0.2,0.2,0.5,0.0,0
ban_36_bx_62919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8188717223370688,0.8193869096934548,0.8200000000000001,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
ban_1314_bx_250946,0.22058823529411764,0.18840579710144928,0.23076923076923078,0.23076923076923078,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9975247524752475,0.9975144987572494,1.0,-1.0,0.33333333333333337,0.3,0.3333333333333333,0.3333333333333333,1.0,0.0,1
ban_3464_bx_29615,0.8762886597938144,0.8247422680412371,0.8571428571428571,0.8571428571428571,1.0,0.0,0.7,0.6176470588235294,0.75,0.75,1.0,0.0,-1.0,0.9998639973887499,1.0,1.0,-1.0,0.1071428571428571,0.029411764705882353,0.0,0.0,0.0,0.0,1
ban_1441_bx_113552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9924110542922424,0.9925434962717481,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
ban_2391_bx_3489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9907790229572407,0.9900579950289975,0.99,-1.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0
ban_3780_bx_8730,0.3505747126436781,0.5,0.6,0.6,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8533619845501034,0.8533554266777134,0.86,-1.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0
ban_3196_bx_78350,0.3548387096774194,0.24324324324324326,0.2,0.2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8904906974213905,0.8906379453189727,0.89,-1.0,0.30434782608695654,0.12195121951219512,0.0,0.2,0.0,0.0,0
ban_2473_bx_53378,0.7297297297297297,0.6585365853658537,0.7142857142857143,0.7142857142857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9909422260907409,0.9917149958574979,1.0,-1.0,0.10344827586206895,0.0,0.0,0.0,0.0,0.0,1
ban_2010_bx_33322,0.22857142857142854,0.05357142857142857,0.09090909090909091,0.09090909090909091,0.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8760472201066261,0.8765534382767192,0.88,-1.0,0.75,0.5454545454545454,0.5,0.5,0.6666666666666666,0.0,0
ban_116_bx_162139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9900718093787401,0.9900579950289975,0.99,-1.0,0.1428571428571429,0.03333333333333333,0.0,0.0,0.0,0.0,0
ban_61_bx_93268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9052877815254052,0.9055509527754764,0.91,-1.0,0.2727272727272727,0.09375,0.0,0.0,0.0,0.0,0
ban_476_bx_3283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8589108910891089,0.8591549295774648,0.86,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
ban_2873_bx_38920,0.9565217391304348,0.8846153846153846,1.0,1.0,1.0,0.0,0.45833333333333337,0.4074074074074074,0.5,0.5,1.0,0.0,-1.0,0.9948319007724948,0.9950289975144988,1.0,-1.0,0.375,0.14634146341463414,0.0,0.0,0.0,0.0,1
ban_5295_bx_188619,0.9642857142857143,0.8852459016393442,0.8,1.0,0.8888888888888888,0.0,0.9090909090909091,0.6666666666666666,0.3333333333333333,1.0,0.5,0.0,-1.0,0.9997823958219998,1.0,1.0,-1.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,1
ban_13916_bx_156739,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2692307692307693,0.23333333333333334,0.3333333333333333,0.3333333333333333,1.0,0.0,1
ban_2246_bx_46812,0.32432432432432434,0.12,0.0,0.2222222222222222,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.984985311717985,0.9842584921292461,0.98,-1.0,0.04166666666666663,0.030303030303030304,0.0,0.0,0.0,0.0,0
ban_353_bx_106150,0.75,0.7037037037037037,0.75,0.75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9934990751822435,0.9942004971002486,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
ban_1380_bx_24843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.990996627135241,0.9917149958574979,1.0,-1.0,0.10344827586206895,0.0,0.0,0.0,0.0,0.0,1
ban_7060_bx_17380,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.18181818181818177,0.0,0.0,0.0,0.0,0.0,1
ban_8407_bx_178045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2692307692307693,0.23333333333333334,0.3333333333333333,0.3333333333333333,1.0,0.0,1
ban_1178_bx_12242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9006092916984006,0.9005799502899752,0.9,-1.0,0.3125,0.11320754716981132,0.0,0.0,0.0,0.0,0
ban_15182_bx_194041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9955119138287455,0.995857497928749,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
ban_6593_bx_214268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.20833333333333337,0.0,0.0,0.0,0.0,0.0,1
ban_577_bx_28228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9181808290719182,0.9188069594034797,0.92,-1.0,0.5416666666666667,0.5185185185185185,0.5,0.5,1.0,0.0,0
ban_7552_bx_192272,1.0,1.0,1.0,1.0,1.0,1.0,0.41463414634146345,0.37777777777777777,0.375,0.375,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2692307692307693,0.23333333333333334,0.3333333333333333,0.3333333333333333,1.0,0.0,0
ban_5321_bx_186977,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.5,0.6,0.6,1.0,0.0,-1.0,0.9914590360134915,0.9917149958574979,1.0,-1.0,0.1071428571428571,0.0,0.0,0.0,0.0,0.0,1
ban_6801_bx_54535,0.6590909090909092,0.4126984126984127,0.5,0.5,0.7142857142857143,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
ban_2460_bx_86514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9934990751822435,0.9942004971002486,1.0,-1.0,0.125,0.0,0.0,0.0,0.0,0.0,1
ban_1693_bx_13423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8957947992601458,0.8964374482187241,0.9,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
ban_318_bx_215507,0.7894736842105263,0.8095238095238095,0.75,0.75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8722119464693723,0.8724109362054682,0.88,-1.0,0.3214285714285714,0.12,0.0,0.0,0.0,0.0,0
ban_752_bx_29444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9976335545642476,0.9983429991714996,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
ban_2601_bx_141219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9934990751822435,0.9942004971002486,1.0,-1.0,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,1
ban_3247_bx_96055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9997823958219998,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
ban_5180_bx_40910,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9986943749319986,0.9991714995857498,1.0,-1.0,0.75,0.4857142857142857,0.5,0.5,0.6666666666666666,0.0,1
ban_2523_bx_49699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9918126428027418,0.9925434962717481,1.0,-1.0,0.07999999999999996,0.0,0.0,0.0,0.0,0.0,1
ban_240_bx_70862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9968175388967468,0.9975144987572494,1.0,-1.0,0.1875,0.0,0.0,0.0,0.0,0.0,0
ban_86_bx_94456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.75995539114351,0.7597348798674399,0.76,-1.0,0.23076923076923073,0.0,0.0,0.0,0.0,0.0,0
ban_14854_bx_121045,0.18085106382978722,0.16071428571428573,0.17647058823529413,0.17647058823529413,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9916766401914917,0.9917149958574979,0.99,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
ban_5953_bx_1769,1.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909094,0.0,0.0,0.0,0.0,0.0,-1.0,0.9998911979109999,1.0,1.0,-1.0,0.5,0.375,0.5,0.5,1.0,0.0,1
ban_16821_bx_193629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9917310412359918,0.9917149958574979,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
ban_609_bx_179613,0.41666666666666663,0.26811594202898553,0.28,0.391304347826087,0.5833333333333334,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8643237950168643,0.8649544324772163,0.87,-1.0,0.15873015873015872,0.0125,0.0,0.0,0.0,0.0,0
ban_6840_bx_38196,0.4117647058823529,0.34782608695652173,0.42857142857142855,0.42857142857142855,0.75,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3448275862068966,0.39473684210526316,0.6,0.6,0.75,0.0,0
ban_861_bx_5616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9065934065934066,0.9072079536039768,0.91,-1.0,0.33333333333333337,0.17142857142857143,0.0,0.0,0.0,0.0,1
