ids,label,ban_author,bx_author,ban_binding,bx_binding,ban_id,bx_id,ban_isbn,bx_isbn,ban_pages,bx_pages,ban_pubdate,bx_pubdate,ban_publisher,bx_publisher,ban_title,bx_title
ban_1576_bx_6347,0,Douglas Adams,Douglas Adams,,,ban_1576,bx_6347,9780345418777,9780330262132,240,-1,2/28/00,0,Random House Publishing Group,Pan Books Ltd,Mostly Harmless,Restaurant At the End of the Universe
ban_1576_bx_879,1,Douglas Adams,Douglas Adams,,,ban_1576,bx_879,9780345418777,9780345418777,240,-1,2/28/00,2000,Random House Publishing Group,Ballantine Books,Mostly Harmless,Mostly Harmless
ban_5257_bx_171723,0,Benjamin Franklin,Benjamin Franklin,,,ban_5257,bx_171723,2940022384048,9781565301054,-1,-1,,1993,"New York and London, G.P. Putnam''s sons",Summit Publishing Group,The autobiography of Benjamin Franklin; the unmutilated and correct version;,"Healthy, Wealthy and Wise: Principals for Successful Living from the Life of Benjamin Franklin"
ban_1421_bx_9333,0,Robin McKinley,Robin McKinley,,,ban_1421,bx_9333,9780441068807,9780064404778,256,-1,3/28/87,1993,Penguin Publishing Group,HarperCollins Publishers,The Blue Sword,Beauty: A Retelling of the Story of Beauty and the Beast
ban_1421_bx_3935,1,Robin McKinley,Robin McKinley,,,ban_1421,bx_3935,9780441068807,9780441068807,256,-1,3/28/87,1991,Penguin Publishing Group,Ace Books,The Blue Sword,The Blue Sword
ban_3332_bx_26456,0,Mark Twain,Mark Twain,,,ban_3332,bx_26456,9781477475539,9780486400778,406,-1,05/25/2012,1998,CreateSpace Independent Publishing Platform,Dover Publications,Autobiography of Mark Twain Volume 2,The Adventures of Tom Sawyer
ban_258_bx_26456,1,Mark Twain,Mark Twain,,,ban_258,bx_26456,9780486400778,9780486400778,192,-1,1/27/98,1998,Dover Publications,Dover Publications,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer
ban_2733_bx_220198,0,David Eddings,David Eddings,,,ban_2733,bx_220198,9780345358806,9783404212125,416,-1,2/28/89,1994,Random House Publishing Group,Lübbe,King of the Murgos,Die Elenium- Saga I. Der Thron im Diamant.
ban_2733_bx_26201,1,David Eddings,David Eddings,,Paperback,ban_2733,bx_26201,9780345358806,9780345358806,416,-1,2/28/89,1995,Random House Publishing Group,Del Rey Books,King of the Murgos,King of the Murgos
ban_1654_bx_123888,0,Terry Pratchett,Terry Pratchett,,,ban_1654,bx_123888,9780062280138,9780451157041,464,-1,4/29/14,1988,HarperCollins Publishers,Roc,The Fifth Elephant,Equal Rites: A Novel of Discworld
ban_1758_bx_170470,0,Stephen King,Stephen King,,,ban_1758,bx_170470,9780451167804,9780786226306,416,-1,8/1/81,2000,Penguin Publishing Group,Thorndike Press,Firestarter,Different Seasons
ban_1758_bx_4473,0,Stephen King,Stephen King,,,ban_1758,bx_4473,9780451167804,9780451099648,416,-1,8/1/81,1981,Penguin Publishing Group,New Amer Library,Firestarter,Firestarter
ban_1758_bx_4861,0,Stephen King,Stephen King,,,ban_1758,bx_4861,9780451167804,9780451132345,416,-1,8/1/81,1984,Penguin Publishing Group,Signet Book,Firestarter,Firestarter
ban_1758_bx_153380,0,Stephen King,Stephen King,,,ban_1758,bx_153380,9780451167804,9780451129420,416,-1,8/1/81,1981,Penguin Publishing Group,Penguin Putnam~mass,Firestarter,Firestarter
ban_1758_bx_126395,0,Stephen King,Stephen King,,,ban_1758,bx_126395,9780451167804,9780670315413,416,-1,8/1/81,1980,Penguin Publishing Group,Viking Books,Firestarter,Firestarter
ban_1758_bx_42137,0,Stephen King,Stephen King,,,ban_1758,bx_42137,9780451167804,9780452273306,416,-1,8/1/81,1994,Penguin Publishing Group,Penguin USA,Firestarter,Firestarter
ban_1758_bx_22018,1,Stephen King,Stephen King,,,ban_1758,bx_22018,9780451167804,9780451167804,416,-1,8/1/81,2003,Penguin Publishing Group,Signet Book,Firestarter,Firestarter
ban_3618_bx_55447,0,Mark Twain,Mark Twain,,,ban_3618,bx_55447,9781441778437,9780486261133,20,-1,11/15/2010,1989,"Blackstone Audio, Inc.",Dover Publications,"Autobiography of Mark Twain, Vol. 1: The Complete and Authoritative Edition",Following the Equator: A Journey Around the World
ban_1863_bx_64963,0,Anne McCaffrey,Anne McCaffrey,,,ban_1863,bx_64963,9780441010202,9781880448489,304,-1,1/28/03,1995,Penguin Publishing Group,Wildside Pr,Freedom's Ransom,Exchange of Gifts
ban_1863_bx_29552,1,Anne McCaffrey,Anne McCaffrey,,,ban_1863,bx_29552,9780441010202,9780441010202,304,-1,1/28/03,2003,Penguin Publishing Group,Ace Books,Freedom's Ransom,Freedom's Ransom
ban_818_bx_15171,0,Kelley Armstrong,Kelley Armstrong,,,ban_818,bx_15171,9780062071255,9780670894710,432,-1,3/3/15,2001,HarperCollins Publishers,Viking Books,Sea of Shadows,Bitten
ban_2821_bx_3936,0,Robin McKinley,Robin McKinley,,,ban_2821,bx_3936,9780441005833,9780141309811,304,-1,12/28/98,2000,Penguin Publishing Group,Puffin Books,Rose Daughter,The Hero and the Crown
ban_815_bx_3936,1,Robin McKinley,Robin McKinley,,,ban_815,bx_3936,9780141309811,9780141309811,256,-1,10/28/00,2000,Penguin Young Readers Group,Puffin Books,The Hero and the Crown,The Hero and the Crown
ban_2821_bx_13015,0,Robin McKinley,Robin McKinley,,,ban_2821,bx_13015,9780441005833,9780688154394,304,-1,12/28/98,1997,Penguin Publishing Group,Greenwillow,Rose Daughter,Rose Daughter
ban_2821_bx_24024,1,Robin McKinley,Robin McKinley,,,ban_2821,bx_24024,9780441005833,9780441005833,304,-1,12/28/98,1998,Penguin Publishing Group,Ace Books,Rose Daughter,Rose Daughter
ban_2400_bx_52179,0,Louisa May Alcott,Louisa May Alcott,,,ban_2400,bx_52179,9780140436662,9780451529305,208,-1,2/28/98,2004,Penguin Publishing Group,Signet Classics,The Inheritance,Little Women
ban_2400_bx_37364,0,Louisa May Alcott,Louisa May Alcott,,,ban_2400,bx_37364,9780140436662,9780525457565,208,-1,2/28/98,1997,Penguin Publishing Group,Dutton Books,The Inheritance,The Inheritance
ban_2400_bx_9223,1,Louisa May Alcott,Louisa May Alcott,,,ban_2400,bx_9223,9780140436662,9780140436662,208,-1,2/28/98,1998,Penguin Publishing Group,Penguin Books,The Inheritance,The Inheritance
ban_3403_bx_39627,0,"Charlotte Bronte, A. S. Greig, F. C. Tilney",Charlotte Bronte,,,ban_3403,bx_39627,9781300860556,9780140366785,-1,-1,12/03/2013,1995,Lulu.com,Puffin Books,Jane Eyre. An Autobiography: Edition de Luxe . Detailed Table of Contents,Jane Eyre
ban_3073_bx_82058,0,Charles Darwin,Charles Dickens,,,ban_3073,bx_82058,9781411429178,9781566194419,464,-1,09/01/2009,0,Barnes  Noble,Barnes Noble,The Autobiography of Charles Darwin,Great Expectations
ban_306_bx_176199,0,Terry Pratchett,Terry Pratchett,,,ban_306,bx_176199,9780062225672,9782841720613,288,-1,1/29/13,1998,HarperCollins Publishers,L'Atalante,The Color of Magic,Les Annales du disque-monde. Tome X. Les Zinzins d'olive-oued
ban_306_bx_65683,0,Terry Pratchett,Terry Pratchett,,,ban_306,bx_65683,9780062225672,9780861404216,288,-1,1/29/13,1999,HarperCollins Publishers,Colin Smythe,The Color of Magic,The Colour of Magic/the Light Fantastic
ban_653_bx_119511,0,Eoin Colfer,Eoin Colfer,,,ban_653,bx_119511,9781423108375,9780439576529,448,-1,8/11/09,2003,Disney-Hyperion,Scholastic Inc.,Artemis Fowl: The Time Paradox,The Eternity Code
ban_4288_bx_35841,0,Mark Twain,Mark Twain,,,ban_4288,bx_35841,9782819913436,9780486292793,-1,-1,12/02/2010,1996,pubOne.info,Dover Publications,Is Shakespeare Dead? From my autobiography.,Humorous Stories and Sketches
ban_2623_bx_81918,0,V. C. Andrews,V. C. Andrews,,,ban_2623,bx_81918,9781416530855,9780671606855,400,-1,12/30/08,1985,Pocket Star,Pocket,Delia's Heart,If There Be Thorns
ban_10609_bx_147403,0,Keith Devlin,Keith Devlin,,,ban_10609,bx_147403,9781568814315,9780465017300,218,-1,,2003,Taylor & Francis,Basic Books,Mathematics Education for a New Era: Video Games as a Medium for Learning,The Millennium Problems: The Seven Greatest Unsolved Mathematical Puzzles of Our Time
ban_3091_bx_171734,0,Benjamin Franklin,Benjamin Franklin,,,ban_3091,bx_171734,9780553904987,9780816042616,384,-1,04/29/2008,2001,Random House Publishing Group,Facts on File,The Autobiography and Other Writings,Dictionary of American Literary Characters
ban_3091_bx_171680,0,Benjamin Franklin,Benjamin Franklin,,,ban_3091,bx_171680,9780553904987,9780679726135,384,-1,04/29/2008,1990,Random House Publishing Group,Vintage Books USA,The Autobiography and Other Writings,The Autobiography
ban_467_bx_208275,0,Anthony Horowitz,Anthony Horowitz,,,ban_467,bx_208275,9780142412121,9780142401668,432,-1,9/4/08,2004,Penguin Young Readers Group,Puffin Books,Snakehead,Stormbreaker
ban_4666_bx_79724,0,Various,Various,,,ban_4666,bx_79724,9781409730408,9780786828142,296,-1,05/28/2008,1999,Mysore. Press,Disney Press,Lectures of Lola Montez : Including Her Autobiography,Celebrate the Year with Winnie the Pooh : A Disney Holiday Treasury
ban_1636_bx_18934,0,Roald Dahl,Roald Dahl,,,ban_1636,bx_18934,9780142413838,9780553151657,224,-1,1/22/09,1982,Penguin Young Readers Group,Bantam Books,Going Solo,Roald Dahl's James and the Giant Peach
ban_1636_bx_34319,0,Roald Dahl,Roald Dahl,,,ban_1636,bx_34319,9780142413838,9780141311425,224,-1,1/22/09,2001,Penguin Young Readers Group,Puffin Books,Going Solo,Going Solo
ban_1636_bx_140110,0,Roald Dahl,Roald Dahl,,,ban_1636,bx_140110,9780142413838,9780590101769,224,-1,1/22/09,0,Penguin Young Readers Group,Scholastic Inc,Going Solo,Going Solo
ban_1636_bx_66445,0,Roald Dahl,Roald Dahl,,,ban_1636,bx_66445,9780142413838,9780141303109,224,-1,1/22/09,1999,Penguin Young Readers Group,Puffin Books,Going Solo,Going Solo
ban_932_bx_120135,0,Carson McCullers,Carson McCullers,,,ban_932,bx_120135,9780618492398,9782264031457,176,-1,8/28/04,2001,Houghton Mifflin Harcourt,Editions 10/18,The Member of the Wedding,Illuminations et nuits blanches
ban_932_bx_137644,0,Carson McCullers,Carson McCullers,,,ban_932,bx_137644,9780618492398,9780395079812,176,-1,8/28/04,1946,Houghton Mifflin Harcourt,Houghton Mifflin,The Member of the Wedding,The Member of the Wedding
ban_2868_bx_72888,0,Ann M. Martin,Ann M. Martin,,,ban_2868,bx_72888,9780439717007,9780590425087,192,-1,01/01/2007,1990,"Scholastic, Inc.",Scholastic,A Dog's Life: The Autobiography of a Stray,Stacey and the Mystery of Stoneybrook
ban_2868_bx_264292,0,Ann M. Martin,Ann M. Martin,,,ban_2868,bx_264292,9780439717007,9780590228817,192,-1,01/01/2007,1996,"Scholastic, Inc.",Scholastic,A Dog's Life: The Autobiography of a Stray,Claudia and the World's Cutest Baby
ban_3329_bx_71340,0,Charlotte Bronte,Charlotte Bronte,,,ban_3329,bx_71340,9780393975420,9781561380220,552,-1,12/28/2000,1991,"Norton, W. W.  Company, Inc.",Courage Books,Jane Eyre / Edition 3,Jane Eyre
ban_3329_bx_144138,0,Charlotte Bronte,Charlotte Bronte,,,ban_3329,bx_144138,9780393975420,9780517668436,552,-1,12/28/2000,1988,"Norton, W. W.  Company, Inc.",Random House Value Publishing,Jane Eyre / Edition 3,Jane Eyre
ban_3329_bx_158554,1,Charlotte Bronte,Charlotte Bronte,,,ban_3329,bx_158554,9780393975420,9780393975420,552,-1,12/28/2000,2000,"Norton, W. W.  Company, Inc.",W.W. Norton  Company,Jane Eyre / Edition 3,"Jane Eyre, Third Edition"
ban_9188_bx_5092,0,Wendell Odom# Chad Hintz,Wendell Odom,,,ban_9188,bx_5092,9781587204548,9780735700734,720,-1,,1999,Cisco Press,Cisco Press,CCNA Data Center DCICN 640-911 Official Cert Guide,CCNA Exam Certification Guide
ban_9101_bx_128767,0,William Zinsser,William Zinsser,,,ban_9101,bx_128767,9780062244826,9780062720405,128,-1,,1993,HarperCollins Publishers,HarperResource,Writing with a Word Processor,Writing To Learn
ban_9101_bx_270578,0,William Zinsser,William Knowlton Zinsser,,,ban_9101,bx_270578,9780062244826,9780060150556,128,-1,,1983,HarperCollins Publishers,Harper  Row,Writing with a Word Processor,Writing with a word processor
ban_116_bx_48940,0,Lewis Carroll,Lewis Carroll,,,ban_116,bx_48940,9781593080150,9780945260219,320,-1,1/1/04,1989,Barnes & Noble,"Choice Publishing, Incorporated",Alice's Adventures in Wonderland and Through the Looking Glass,Reader's Digest Best Loved Books for Young Readers: Alice's Adventures in Wonderland Through the Looking Glass
ban_116_bx_94135,0,Lewis Carroll,Lewis Carroll,,,ban_116,bx_94135,9781593080150,9780140383515,320,-1,1/1/04,1998,Barnes & Noble,Puffin Books,Alice's Adventures in Wonderland and Through the Looking Glass,"Alice's Adventures in Wonderland and Through the Looking-Glass: And, Through the Looking-Glass"
ban_116_bx_80206,0,Lewis Carroll,Lewis Carroll,,,ban_116,bx_80206,9781593080150,9780140301694,320,-1,1/1/04,2050,Barnes & Noble,Puffin Books,Alice's Adventures in Wonderland and Through the Looking Glass,Alice's Adventures in Wonderland and Through the Looking Glass
ban_116_bx_162139,0,Lewis Carroll,Lewis Carroll,,,ban_116,bx_162139,9781593080150,9781582343631,320,-1,1/1/04,2003,Barnes & Noble,Bloomsbury USA,Alice's Adventures in Wonderland and Through the Looking Glass,Alice's Adventures in Wonderland and Through the Looking Glass
ban_116_bx_195327,1,Lewis Carroll,Lewis Carroll,,,ban_116,bx_195327,9781593080150,9781593080150,320,-1,1/1/04,2004,Barnes & Noble,Barnes  Noble Books-Imports,Alice's Adventures in Wonderland and Through the Looking Glass,Alice's Adventures in Wonderland and Through the Looking-Glass
ban_247_bx_13804,0,Tom Clancy,Tom Clancy,,,ban_247,bx_13804,9780425174807,9780399142192,384,-1,6/12/00,1996,Penguin Publishing Group,Putnam Publishing Group,Tom Clancy's Op-Center #7: Divide and Conquer,Executive Orders
ban_247_bx_103346,0,Tom Clancy,Tom Clancy,,,ban_247,bx_103346,9780425174807,9780425173039,384,-1,6/12/00,2000,Penguin Publishing Group,Berkley Publishing Group,Tom Clancy's Op-Center #7: Divide and Conquer,Shadow of Honor
ban_247_bx_5265,1,Tom Clancy,Tom Clancy,,Paperback,ban_247,bx_5265,9780425174807,9780425174807,384,-1,6/12/00,2000,Penguin Publishing Group,Berkley Publishing Group,Tom Clancy's Op-Center #7: Divide and Conquer,Tom Clancy's Op-Center: Divide and Conquer
ban_609_bx_44297,0,Jack Canfield,Jack Canfield,,,ban_609,bx_44297,9781623610463,9780757301001,336,-1,8/28/12,2003,"Backlist, LLC - a unit of Chicken Soup of the Soul Publishing LLC",Health Communications,"Chicken Soup for the Teenage Soul: Stories of Life, Love and Learning",Chicken Soup for the NASCAR Soul
ban_609_bx_179613,0,Jack Canfield,Jack Canfield,,,ban_609,bx_179613,9781623610463,9781558747111,336,-1,8/28/12,1999,"Backlist, LLC - a unit of Chicken Soup of the Soul Publishing LLC",Health Communications,"Chicken Soup for the Teenage Soul: Stories of Life, Love and Learning","Chicken Soup for the Cat and Dog Lover's Soul : Celebrating Pets as Family with Stories About Cats, Dogs and Other Critters"
ban_609_bx_8728,0,Jack Canfield,Jack Canfield,,,ban_609,bx_8728,9781623610463,9781558747616,336,-1,8/28/12,2000,"Backlist, LLC - a unit of Chicken Soup of the Soul Publishing LLC",HCI Teens,"Chicken Soup for the Teenage Soul: Stories of Life, Love and Learning","Chicken Soup for the Teenage Soul III : More Stories of Life, Love and Learning"
ban_609_bx_5923,0,Jack Canfield,Jack Canfield,,,ban_609,bx_5923,9781623610463,9781558748040,336,-1,8/28/12,2001,"Backlist, LLC - a unit of Chicken Soup of the Soul Publishing LLC",Health Communications,"Chicken Soup for the Teenage Soul: Stories of Life, Love and Learning","Chicken Soup for the Teenage Soul Letters - Letters of Life, Love and Learning"
ban_2060_bx_110431,0,Philip Pullman,Philip Pullman,,,ban_2060,bx_110431,9780375847226,9781854597687,944,-1,4/10/07,2004,Random House Children's Books,Nick Hern Books,"His Dark Materials: The Golden Compass, The Subtle Knife, The Amber Spyglass",His Dark Materials
ban_2060_bx_162318,0,Philip Pullman,Philip Pullman,,,ban_2060,bx_162318,9780375847226,9780440238607,944,-1,4/10/07,2003,Random House Children's Books,Laurel-Leaf Books,"His Dark Materials: The Golden Compass, The Subtle Knife, The Amber Spyglass",His Dark Materials Trilogy: The Golden Compass / The Subtle Knife / The Amber Spyglass
ban_54_bx_82818,0,J. R. R. Tolkien,J. R. R. Tolkien,,,ban_54,bx_82818,9780547928227,9783423071512,320,-1,9/18/12,2002,Houghton Mifflin Harcourt,Distribooks,The Hobbit,Der Kleine Hobbit
ban_54_bx_6253,0,J. R. R. Tolkien,J R R Tolkien,,,ban_54,bx_6253,9780547928227,9780345318589,320,-1,9/18/12,1981,Houghton Mifflin Harcourt,Ballantine Books,The Hobbit,The Hobbit
ban_54_bx_63180,0,J. R. R. Tolkien,J.R.R. TOLKIEN,,,ban_54,bx_63180,9780547928227,9780345917423,320,-1,9/18/12,1999,Houghton Mifflin Harcourt,Ballantine Books,The Hobbit,The Hobbit
ban_54_bx_36608,0,J. R. R. Tolkien,J. R. R. Tolkien,,,ban_54,bx_36608,9780547928227,9780395071229,320,-1,9/18/12,1938,Houghton Mifflin Harcourt,Houghton Mifflin Company,The Hobbit,The Hobbit
ban_54_bx_103643,0,J. R. R. Tolkien,J. R. R. Tolkien,,,ban_54,bx_103643,9780547928227,9780618087853,320,-1,9/18/12,2000,Houghton Mifflin Harcourt,Houghton Mifflin Company,The Hobbit,The Hobbit
ban_564_bx_132188,0,Isaac Asimov,Isaac Asimov,,,ban_564,bx_132188,9780553382563,9780517361115,256,-1,4/29/08,1987,Random House Publishing Group,Random House Value Publishing,"I, Robot",Isaac Asimovs Book Of Facts
ban_4039_bx_207037,0,Thomas Jefferson,Thomas Jefferson,,,ban_4039,bx_207037,9780812219012,9780940450165,200,-1,12/01/2004,1984,"University of Pennsylvania Press, Inc.",Library of America,"The Autobiography of Thomas Jefferson, 1743-1790",Thomas Jefferson : Writings : Autobiography / Notes on the State of Virginia / Public and Private Papers / Addresses / Letters
ban_627_bx_13089,0,Robert Jordan,Robert Jordan,,,ban_627,bx_13089,9780765334336,9780812550290,752,-1,5/8/12,1999,Tom Doherty Associates,Tor Fantasy,The Eye of the World,The Path of Daggers
ban_915_bx_13089,1,Robert Jordan,Robert Jordan,,,ban_915,bx_13089,9780812550290,9780812550290,704,-1,12/15/99,1999,Tom Doherty Associates,Tor Fantasy,The Path of Daggers,The Path of Daggers
ban_2246_bx_15884,0,Tom Clancy,Tom Clancy,,,ban_2246,bx_15884,9780425151877,9780425133514,512,-1,6/28/96,1997,Penguin Publishing Group,Berkley Publishing Group,Tom Clancy's Op-Center #3: Games of State,The Hunt for Red October
ban_2246_bx_156333,0,Tom Clancy,Tom Clancy,,,ban_2246,bx_156333,9780425151877,9780425175149,512,-1,6/28/96,2000,Penguin Publishing Group,Berkley Publishing Group,Tom Clancy's Op-Center #3: Games of State,Gameprey
ban_2246_bx_46812,0,Tom Clancy,Tom Clancy,,,ban_2246,bx_46812,9780425151877,9782266078016,512,-1,6/28/96,1998,Penguin Publishing Group,Pocket,Tom Clancy's Op-Center #3: Games of State,"Op Center, tome 1"
ban_2246_bx_8905,1,Tom Clancy,Tom Clancy,,Paperback,ban_2246,bx_8905,9780425151877,9780425151877,512,-1,6/28/96,1996,Penguin Publishing Group,Berkley Publishing Group,Tom Clancy's Op-Center #3: Games of State,Tom Clancy's Op-Center: Games of State
ban_1088_bx_80651,0,Connie Willis,Connie Willis,,,ban_1088,bx_80651,9780553575385,9780553099959,512,-1,12/28/98,1997,Random House Publishing Group,Bantam,To Say Nothing of the Dog,To Say Nothing of the Dog : How We Found the Bishop's Bird Stump at Last
ban_1088_bx_6420,1,Connie Willis,Connie Willis,,,ban_1088,bx_6420,9780553575385,9780553575385,512,-1,12/28/98,1998,Random House Publishing Group,Bantam,To Say Nothing of the Dog,To Say Nothing of the Dog
ban_494_bx_74458,0,Charles Portis,Charles Portis,,,ban_494,bx_74458,9781590204597,9780879519315,235,-1,11/2/10,1999,The Overlook Press,Overlook Press,True Grit: A Novel,The Dog of the South
ban_13120_bx_76549,0,Paul J. Deitel# Harvey M. Deitel# Abbey Deitel,Harvey M. Deitel,,,ban_13120,bx_76549,9780133439854,9780130895714,819,-1,,2000,Prentice Hall,Prentice Hall,C++11 for Programmers / Edition 2,C++ How to Program
