ids,title_lev_sim,title_jac_q3_sim,title_jac_an_sim,title_rel_jac_an_sim,title_containment_sim,title_exact_sim,author_lev_sim,author_jac_q3_sim,author_jac_an_sim,author_rel_jac_an_sim,author_containment_sim,author_exact_sim,pages_num_abs_diff_sim,pubdate_days_diff_sim,pubdate_months_diff_sim,pubdate_years_diff_sim,binding_exact_sim,publisher_lev_sim,publisher_jac_q3_sim,publisher_jac_an_sim,publisher_rel_jac_an_sim,publisher_containment_sim,publisher_exact_sim,label
bx_220501_half_1967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.996708979783733,0.9974747474747475,1.0,-1.0,0.38888888888888884,0.3181818181818182,0.5,0.5,1.0,0.0,1
bx_40108_half_1791,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.996653668519594,0.9966329966329966,1.0,-1.0,0.47619047619047616,0.4,0.5,0.5,1.0,0.0,1
bx_44369_half_528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9949943305954257,0.9949494949494949,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
bx_144766_half_2811,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9705190962139439,0.9696969696969697,0.9696969696969697,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
bx_1349_half_1046,0.1333333333333333,0.01639344262295082,0.0,0.0,0.0,0.0,0.4230769230769231,0.3181818181818182,0.3333333333333333,0.3333333333333333,0.5,0.0,-1.0,0.7685223595785282,0.7685185185185185,0.7777777777777778,-1.0,0.2666666666666667,0.02127659574468085,0.0,0.0,0.0,0.0,0
bx_192610_half_1632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.998064105755137,0.9983164983164983,1.0,-1.0,0.5333333333333333,0.32,0.3333333333333333,0.3333333333333333,0.5,0.0,1
bx_135399_half_100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9806687131834398,0.9806397306397306,0.9797979797979798,-1.0,0.1333333333333333,0.043478260869565216,0.0,0.0,0.0,0.0,0
bx_182838_half_1869,1.0,1.0,1.0,1.0,1.0,1.0,0.7902097902097901,0.76,0.75,0.75,1.0,0.0,-1.0,0.9915926878508808,0.9915824915824916,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
bx_18713_half_2467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9988661190851517,0.9991582491582491,1.0,-1.0,0.631578947368421,0.3,0.0,0.0,0.0,0.0,1
bx_209096_half_2712,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.5879120879120878,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.5,0.0,-1.0,0.9025692082192538,0.9031986531986532,0.9090909090909091,-1.0,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0
bx_246024_half_2231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.987140131087696,0.9873737373737373,0.98989898989899,-1.0,0.46153846153846156,0.25,0.0,0.0,0.0,0.0,0
bx_116887_half_156,0.22784810126582278,0.225,0.23076923076923078,0.23076923076923078,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9932796814071185,0.9932659932659933,1.0,-1.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,1
bx_28407_half_94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9831577200696922,0.9831649831649831,0.98989898989899,-1.0,0.11764705882352944,0.0,0.0,0.0,0.0,0.0,0
bx_14673_half_2423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9963494565668298,0.9966329966329966,1.0,-1.0,0.5789473684210527,0.4782608695652174,0.6666666666666666,0.6666666666666666,1.0,0.0,1
bx_160206_half_1729,0.29761904761904767,0.2823529411764706,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9931137476147017,0.9932659932659933,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
bx_56439_half_2103,1.0,1.0,1.0,1.0,1.0,1.0,0.8846153846153847,0.6428571428571429,0.25,0.25,0.5,0.0,-1.0,0.9983683177079012,0.9983164983164983,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
bx_61793_half_2526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
bx_239526_half_160,0.125,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.0,-1.0,0.8250228158964573,0.8257575757575757,0.8282828282828283,-1.0,0.25,0.075,0.0,0.0,0.0,0.0,0
bx_234031_half_1254,0.2068965517241379,0.023809523809523808,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.995768688293371,0.9957912457912458,0.98989898989899,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
bx_81410_half_1645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9822727398434691,0.9814814814814815,0.9797979797979798,-1.0,0.5263157894736843,0.32,0.25,0.6666666666666666,0.5,0.0,1
bx_122870_half_2724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9961558671423435,0.9957912457912458,0.98989898989899,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bx_11187_half_777,1.0,1.0,1.0,1.0,1.0,1.0,0.8951048951048951,0.6666666666666666,0.25,0.25,0.5,0.0,-1.0,0.9932796814071185,0.9932659932659933,1.0,-1.0,0.38888888888888884,0.3181818181818182,0.5,0.5,1.0,0.0,1
bx_3768_half_2540,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0
bx_69001_half_699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8122182582482923,0.8114478114478114,0.8080808080808081,-1.0,0.1923076923076923,0.0,0.0,0.0,0.0,0.0,0
bx_28565_half_2386,0.23076923076923073,0.03333333333333333,0.1111111111111111,0.1111111111111111,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9997787549434443,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
bx_66445_half_1199,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.898116651456069,0.8981481481481481,0.898989898989899,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
bx_65238_half_2675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.7138195193451147,0.7138047138047139,0.7171717171717171,-1.0,0.5,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.5,0.0,0
bx_167525_half_1698,0.72,0.6206896551724138,0.6,0.6,0.75,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9966260128875245,0.9966329966329966,0.98989898989899,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bx_44403_half_79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9991426754058464,0.9991582491582491,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
bx_186918_half_2626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9907353632567273,0.9907407407407407,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
bx_113956_half_2501,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9961005558782046,0.9966329966329966,1.0,1.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,1
bx_29649_half_2652,0.43333333333333335,0.38235294117647056,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9966260128875245,0.9966329966329966,0.98989898989899,-1.0,0.08333333333333337,0.0,0.0,0.0,0.0,0.0,0
bx_101381_half_923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9907906745208662,0.9915824915824916,1.0,-1.0,0.33333333333333337,0.3,0.3333333333333333,0.3333333333333333,1.0,0.0,1
bx_215507_half_1585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9377748278436904,0.9385521885521886,0.9393939393939394,-1.0,0.1428571428571429,0.0,0.0,0.0,0.0,0.0,0
bx_19979_half_1197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9991426754058464,0.9991582491582491,1.0,-1.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,1
bx_5238_half_2461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
bx_28299_half_669,0.25,0.09090909090909091,0.14285714285714285,0.14285714285714285,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9924500124450344,0.9932659932659933,1.0,-1.0,0.33333333333333337,0.3,0.3333333333333333,0.3333333333333333,1.0,0.0,1
bx_15103_half_1144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9256616609972621,0.9259259259259259,0.9292929292929293,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
bx_37318_half_447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9977322381703034,0.9983164983164983,1.0,-1.0,0.5,0.2857142857142857,0.0,0.0,0.0,0.0,1
bx_199954_half_1192,0.6857142857142857,0.6052631578947368,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9344008407312149,0.9351851851851852,0.9393939393939394,-1.0,0.19444444444444442,0.01639344262295082,0.0,0.0,0.0,0.0,0
bx_230904_half_52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9977322381703034,0.9983164983164983,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
bx_39025_half_2346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8568821040404878,0.8560606060606061,0.8484848484848485,-1.0,0.5263157894736843,0.32,0.25,0.6666666666666666,0.5,0.0,1
bx_55965_half_564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9991426754058464,0.9991582491582491,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
bx_203131_half_3012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9907353632567273,0.9907407407407407,1.0,-1.0,0.38888888888888884,0.3181818181818182,0.5,0.5,1.0,0.0,1
bx_118914_half_939,0.7241379310344828,0.6363636363636364,0.7142857142857143,0.7142857142857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9963494565668298,0.9966329966329966,1.0,-1.0,0.631578947368421,0.3,0.0,0.0,0.0,0.0,1
bx_34576_half_1866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.6986642329710446,0.6986531986531986,0.7070707070707071,-1.0,0.41666666666666663,0.125,0.0,0.3333333333333333,0.0,0.0,0
bx_22474_half_1571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.993307337039188,0.9941077441077442,1.0,-1.0,0.5263157894736843,0.32,0.25,0.6666666666666666,0.5,0.0,1
bx_3333_half_2114,0.42500000000000004,0.38636363636363635,0.375,0.375,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9984236289720402,0.9991582491582491,1.0,-1.0,0.5,0.2857142857142857,0.0,0.0,0.0,0.0,1
bx_112609_half_1595,0.38,0.41304347826086957,0.42857142857142855,0.42857142857142855,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
bx_50412_half_1230,0.17647058823529416,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9571061146602505,0.9570707070707071,0.9595959595959596,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
bx_162598_half_897,0.34375,0.08,0.1,0.1,0.2,0.0,0.5192307692307692,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.0,-1.0,0.7870239774330042,0.787037037037037,0.7878787878787878,-1.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0
bx_106564_half_77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.996708979783733,0.9974747474747475,1.0,-1.0,0.46153846153846156,0.2608695652173913,0.0,0.0,0.0,0.0,1
bx_103845_half_2048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.832517492187284,0.8324915824915825,0.8383838383838383,-1.0,0.2222222222222222,0.02857142857142857,0.0,0.0,0.0,0.0,0
bx_85471_half_301,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.92577228352554,0.9259259259259259,0.9292929292929293,-1.0,0.1578947368421053,0.0,0.0,0.0,0.0,0.0,0
bx_123777_half_1247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9772947260709643,0.9772727272727273,0.9797979797979798,-1.0,0.1578947368421053,0.0,0.0,0.0,0.0,0.0,0
bx_270790_half_2406,0.052631578947368474,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9181669847064354,0.9183501683501684,0.9191919191919192,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
bx_5731_half_208,0.11764705882352944,0.022222222222222223,0.0,0.0,0.0,0.0,0.6488294314381271,0.4375,0.25,0.25,0.5,0.0,-1.0,0.8658701844630659,0.8661616161616161,0.8686868686868687,-1.0,0.13157894736842102,0.0,0.0,0.0,0.0,0.0,0
bx_199397_half_39,0.5882352941176471,0.3333333333333333,0.2,0.2,0.3333333333333333,0.0,0.9498327759197325,0.8148148148148148,0.5,1.0,0.6666666666666666,0.0,-1.0,0.9948560524350784,0.9941077441077442,0.98989898989899,-1.0,0.41666666666666663,0.28125,0.25,0.25,0.5,0.0,0
bx_189679_half_202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.949141292624243,0.9494949494949495,0.9494949494949495,-1.0,0.18918918918918914,0.07575757575757576,0.125,0.125,0.25,0.0,0
bx_29106_half_1314,1.0,1.0,1.0,1.0,1.0,1.0,0.9358974358974359,0.7391304347826086,0.3333333333333333,1.0,0.5,0.0,-1.0,0.9916756547470893,0.9924242424242424,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
bx_55749_half_129,0.6585365853658536,0.375,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9528471473215521,0.9528619528619529,0.9595959595959596,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
bx_58941_half_267,0.25,0.05405405405405406,0.14285714285714285,0.14285714285714285,0.5,0.0,0.3269230769230769,0.3125,0.5,0.5,1.0,0.0,-1.0,0.9789540639951326,0.9789562289562289,0.9696969696969697,-1.0,0.08333333333333337,0.0,0.0,0.0,0.0,0.0,0
bx_80621_half_1739,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9849000248900689,0.9856902356902357,0.98989898989899,-1.0,0.47619047619047616,0.4,0.5,0.5,1.0,0.0,0
bx_176355_half_2560,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.7728089825492962,0.7735690235690236,0.7777777777777778,-1.0,0.5833333333333333,0.5,0.75,0.75,1.0,0.0,1
bx_3917_half_1428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9949943305954257,0.9949494949494949,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
bx_227104_half_3092,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8668934428496363,0.867003367003367,0.8686868686868687,-1.0,0.11764705882352944,0.0,0.0,0.0,0.0,0.0,0
bx_36991_half_49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8497192953344949,0.8493265993265993,0.8484848484848485,-1.0,0.5714285714285714,0.4444444444444444,0.5,0.5,1.0,0.0,1
bx_3926_half_1891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.938106695428524,0.9385521885521886,0.9393939393939394,-1.0,0.5,0.2857142857142857,0.0,0.0,0.0,0.0,0
bx_61746_half_2490,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9930584363505628,0.9932659932659933,1.0,-1.0,0.5789473684210527,0.4782608695652174,0.6666666666666666,0.6666666666666666,1.0,0.0,1
bx_95352_half_1447,1.0,1.0,1.0,1.0,1.0,1.0,0.6153846153846155,0.625,0.6666666666666666,0.6666666666666666,1.0,0.0,-1.0,0.9985065958682485,0.9991582491582491,1.0,-1.0,0.25,0.0,0.0,0.0,0.0,0.0,1
bx_208485_half_488,0.125,0.0,0.0,0.0,0.0,0.0,0.4755244755244755,0.3,0.3333333333333333,0.3333333333333333,0.5,0.0,-1.0,0.952902458585691,0.9537037037037037,0.9595959595959596,-1.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0
bx_73608_half_1564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9940263834729943,0.9941077441077442,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
bx_104469_half_1013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9849000248900689,0.9848484848484849,0.98989898989899,-1.0,0.21212121212121215,0.13333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.0,0
bx_98805_half_2127,0.6923076923076923,0.5294117647058824,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9941370060012722,0.9949494949494949,1.0,-1.0,0.7142857142857143,0.6470588235294118,0.5,0.5,1.0,0.0,1
bx_25713_half_2033,0.44285714285714284,0.4090909090909091,0.35714285714285715,0.46153846153846156,0.7142857142857143,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9966813241516634,0.9966329966329966,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
bx_81495_half_39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.4192593821731796,0.42003367003367,0.4242424242424242,-1.0,0.3076923076923077,0.13636363636363635,0.0,0.0,0.0,0.0,0
bx_242347_half_2724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9153461102353494,0.914983164983165,0.9090909090909091,-1.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,0
bx_49972_half_1399,0.125,0.0,0.0,0.0,0.0,0.0,0.5961538461538461,0.3870967741935484,0.3333333333333333,0.3333333333333333,0.5,0.0,-1.0,0.749191072761968,0.75,0.7575757575757576,-1.0,0.052631578947368474,0.0,0.0,0.0,0.0,0.0,0
bx_15718_half_101,0.18181818181818177,0.18018018018018017,0.16666666666666666,0.16666666666666666,1.0,0.0,0.6153846153846155,0.5714285714285714,0.5,0.5,0.6666666666666666,0.0,-1.0,0.9975386487458171,0.9983164983164983,1.0,-1.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,1
bx_10418_half_1728,1.0,1.0,1.0,1.0,1.0,1.0,0.4230769230769231,0.3076923076923077,0.2,0.2,0.3333333333333333,0.0,-1.0,0.9140739511601538,0.9141414141414141,0.9191919191919192,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
bx_17699_half_381,0.0714285714285714,0.09090909090909091,0.1111111111111111,0.1111111111111111,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9912884758981166,0.9915824915824916,1.0,-1.0,0.631578947368421,0.3,0.0,0.0,0.0,0.0,1
bx_94451_half_252,0.08333333333333337,0.0,0.0,0.0,0.0,0.0,0.5748987854251012,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.5,0.0,-1.0,0.8030918996653669,0.8038720538720538,0.8080808080808081,-1.0,0.1578947368421053,0.0,0.0,0.0,0.0,0.0,0
bx_115756_half_2637,1.0,1.0,1.0,1.0,1.0,1.0,0.8351648351648352,0.7647058823529411,0.6666666666666666,0.6666666666666666,1.0,0.0,-1.0,0.9983683177079012,0.9983164983164983,1.0,-1.0,0.631578947368421,0.3,0.0,0.0,0.0,0.0,1
bx_159879_half_2076,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8560524350784038,0.8560606060606061,0.8585858585858586,-1.0,0.11111111111111116,0.0,0.0,0.0,0.0,0.0,0
bx_203088_half_1648,0.375,0.11627906976744186,0.125,0.125,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8858375508172239,0.8863636363636364,0.8888888888888888,-1.0,0.5714285714285714,0.25,0.3333333333333333,0.3333333333333333,0.5,0.0,0
bx_115598_half_39,1.0,1.0,1.0,1.0,1.0,1.0,0.9498327759197325,0.8148148148148148,0.5,1.0,0.6666666666666666,0.0,-1.0,0.8132138610027932,0.813973063973064,0.8181818181818181,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
bx_251784_half_1376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9890483697004895,0.9890572390572391,0.98989898989899,-1.0,0.1923076923076923,0.02127659574468085,0.0,0.0,0.0,0.0,0
bx_96479_half_1324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9998064105755137,1.0,1.0,-1.0,0.29166666666666663,0.25,0.3333333333333333,0.3333333333333333,1.0,0.0,1
bx_50755_half_609,0.23809523809523814,0.06666666666666667,0.1,0.1,0.25,0.0,0.5384615384615384,0.3181818181818182,0.3333333333333333,0.3333333333333333,0.5,0.0,-1.0,0.9495284714732155,0.9503367003367004,0.9595959595959596,-1.0,0.2272727272727273,0.0,0.0,0.0,0.0,0.0,0
bx_215724_half_469,0.24137931034482762,0.21212121212121213,0.2,0.2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.993832794048508,0.9941077441077442,1.0,-1.0,0.5789473684210527,0.4782608695652174,0.6666666666666666,0.6666666666666666,1.0,0.0,1
bx_22916_half_1233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9763820902126719,0.9764309764309764,0.9797979797979798,-1.0,0.6842105263157895,0.5652173913043478,0.6666666666666666,0.6666666666666666,1.0,0.0,0
bx_25270_half_34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9922287673884786,0.9924242424242424,1.0,-1.0,0.5714285714285714,0.4444444444444444,0.5,0.5,1.0,0.0,1
