ids,label,title_lev_sim,title_jac_q3_sim,title_jac_an_sim,title_rel_jac_an_sim,title_containment_sim,title_exact_sim,author_lev_sim,author_jac_q3_sim,author_jac_an_sim,author_rel_jac_an_sim,author_containment_sim,author_exact_sim,pages_num_abs_diff_sim,pubdate_days_diff_sim,pubdate_months_diff_sim,pubdate_years_diff_sim,binding_exact_sim,publisher_lev_sim,publisher_jac_q3_sim,publisher_jac_an_sim,publisher_rel_jac_an_sim,publisher_containment_sim,publisher_exact_sim
ban_3832_bx_195253,0,0.22413793103448276,0.058823529411764705,0.09090909090909091,0.09090909090909091,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8597269067566098,0.8599834299917151,0.86,-1.0,0.19999999999999996,0.02702702702702703,0.0,0.0,0.0,0.0
ban_1316_bx_77683,0,0.18181818181818177,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8675606571646175,0.8674399337199669,0.87,-1.0,0.13793103448275867,0.0,0.0,0.0,0.0,0.0
ban_1316_bx_22831,1,0.5454545454545454,0.46153846153846156,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9967359373299968,0.9966859983429992,1.0,-1.0,0.1724137931034483,0.0,0.0,0.0,0.0,0.0
ban_1576_bx_6347,0,0.16216216216216217,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2068965517241379,0.0,0.0,0.0,0.0,0.0
ban_1576_bx_879,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9984223697094984,0.9991714995857498,1.0,-1.0,0.2068965517241379,0.0,0.0,0.0,0.0,0.0
ban_5257_bx_171723,0,0.2065217391304348,0.20300751879699247,0.2777777777777778,0.2777777777777778,0.5555555555555556,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.17142857142857137,0.01639344262295082,0.0,0.0,0.0,0.0
ban_1421_bx_9333,0,0.1636363636363637,0.07142857142857142,0.1,0.1,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9427157001414427,0.9420049710024855,0.94,-1.0,0.29166666666666663,0.13043478260869565,0.0,0.0,0.0,0.0
ban_1421_bx_3935,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9625992819062126,0.9618889809444905,0.96,-1.0,0.125,0.0,0.0,0.0,0.0,0.0
ban_3332_bx_26456,0,0.16666666666666663,0.030303030303030304,0.1,0.1,0.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8569796540093569,0.8574979287489644,0.86,-1.0,0.2558139534883721,0.06666666666666667,0.0,0.0,0.0,0.0
ban_258_bx_26456,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9992927864214993,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0
ban_2733_bx_220198,0,0.23076923076923073,0.016666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9519094766619519,0.9511184755592378,0.95,-1.0,0.03448275862068961,0.0,0.0,0.0,0.0,0.0
ban_2733_bx_26201,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.941981286040692,0.9411764705882353,0.94,-1.0,0.1724137931034483,0.0,0.0,0.0,0.0,0.0
ban_1654_bx_123888,0,0.15625,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.7384669785659885,0.7390223695111848,0.74,-1.0,0.08333333333333337,0.0,0.0,0.0,0.0,0.0
ban_1758_bx_170470,0,0.2941176470588235,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.817022086824067,0.8169014084507042,0.81,-1.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0
ban_1758_bx_4473,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9942334892829943,0.9942004971002486,1.0,-1.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0
ban_1758_bx_4861,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.975981938853226,0.975973487986744,0.97,-1.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0
ban_1758_bx_153380,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9942334892829943,0.9942004971002486,1.0,-1.0,0.45833333333333337,0.2777777777777778,0.25,0.25,0.5,0.0
ban_1758_bx_126395,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9842780981394843,0.9842584921292461,0.99,-1.0,0.25,0.05263157894736842,0.0,0.0,0.0,0.0
ban_1758_bx_42137,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8766184310738766,0.8765534382767192,0.87,-1.0,0.41666666666666663,0.25806451612903225,0.25,0.25,0.5,0.0
ban_1758_bx_22018,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.7872103144380372,0.7870753935376967,0.78,-1.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0
ban_3618_bx_55447,0,0.23611111111111116,0.043478260869565216,0.058823529411764705,0.058823529411764705,0.14285714285714285,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.7827222282667827,0.7829328914664457,0.79,-1.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0
ban_1863_bx_64963,0,0.05882352941176472,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9197856598846698,0.9204639602319801,0.92,-1.0,0.25,0.0,0.0,0.0,0.0,0.0
ban_1863_bx_29552,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9992655858992493,1.0,1.0,-1.0,0.125,0.0,0.0,0.0,0.0,0.0
ban_818_bx_15171,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8592644978783592,0.8591549295774648,0.86,-1.0,0.20833333333333337,0.02564102564102564,0.0,0.0,0.0,0.0
ban_2821_bx_3936,0,0.2272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.98996300728974,0.9892294946147473,0.98,-1.0,0.25,0.05263157894736842,0.0,0.0,0.0,0.0
ban_815_bx_3936,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9918126428027418,0.9925434962717481,1.0,-1.0,0.2222222222222222,0.04878048780487805,0.0,0.0,0.0,0.0
ban_2821_bx_13015,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9802524208464802,0.9809444904722452,0.99,-1.0,0.125,0.0,0.0,0.0,0.0,0.0
ban_2821_bx_24024,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9901806114677402,0.9908864954432477,1.0,-1.0,0.125,0.0,0.0,0.0,0.0,0.0
ban_2400_bx_52179,0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.941981286040692,0.9411764705882353,0.94,-1.0,0.20833333333333337,0.0,0.0,0.0,0.0,0.0
ban_2400_bx_37364,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9884941790882384,0.9892294946147473,0.99,-1.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0
ban_2400_bx_9223,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9984223697094984,0.9991714995857498,1.0,-1.0,0.41666666666666663,0.24242424242424243,0.25,0.25,0.5,0.0
ban_3403_bx_39627,0,0.12857142857142856,0.1232876712328767,0.18181818181818182,0.18181818181818182,1.0,0.0,0.43243243243243246,0.4,0.25,0.25,1.0,0.0,-1.0,0.8192525296485693,0.8193869096934548,0.8200000000000001,-1.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0
ban_3073_bx_82058,0,0.17142857142857137,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.375,0.3333333333333333,0.3333333333333333,0.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9230769230769231,0.8125,1.0,1.0,1.0,0.0
ban_306_bx_176199,0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8502067239691002,0.8508699254349628,0.85,-1.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0
ban_306_bx_65683,0,0.4736842105263158,0.45,0.25,0.42857142857142855,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8601349145903601,0.8608119304059652,0.86,-1.0,0.33333333333333337,0.05263157894736842,0.0,0.0,0.0,0.0
ban_653_bx_119511,0,0.24137931034482762,0.041666666666666664,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9343379392884343,0.9345484672742337,0.94,-1.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0
ban_4288_bx_35841,0,0.14634146341463417,0.0136986301369863,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8597541072788597,0.8599834299917151,0.86,-1.0,0.2222222222222222,0.03225806451612903,0.0,0.0,0.0,0.0
ban_2623_bx_81918,0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.7616146230007617,0.7622203811101905,0.77,-1.0,0.5454545454545454,0.4,0.5,0.5,1.0,0.0
ban_10609_bx_147403,0,0.22619047619047616,0.07194244604316546,0.0,0.047619047619047616,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19999999999999996,0.034482758620689655,0.0,0.0,0.0,0.0
ban_3091_bx_171734,0,0.2142857142857143,0.012987012987012988,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9272386029811772,0.927920463960232,0.9299999999999999,-1.0,0.1724137931034483,0.0,0.0,0.0,0.0,0.0
ban_3091_bx_171680,0,0.4722222222222222,0.4358974358974359,0.4,0.4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.817946904580568,0.8185584092792046,0.8200000000000001,-1.0,0.1724137931034483,0.0,0.0,0.0,0.0,0.0
ban_467_bx_208275,0,0.25,0.08695652173913043,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9535415079969536,0.9536039768019884,0.96,-1.0,0.2222222222222222,0.04878048780487805,0.0,0.0,0.0,0.0
ban_4666_bx_79724,0,0.2272727272727273,0.008620689655172414,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9065662060711566,0.9072079536039768,0.91,-1.0,0.5833333333333333,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.5,0.0
ban_1636_bx_18934,0,0.10810810810810811,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.7311772386029811,0.7315658657829329,0.73,-1.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.0
ban_1636_bx_34319,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9199488630181699,0.9204639602319801,0.92,-1.0,0.2222222222222222,0.04878048780487805,0.0,0.0,0.0,0.0
ban_1636_bx_140110,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11111111111111116,0.0,0.0,0.0,0.0,0.0
ban_1636_bx_66445,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9000652812534,0.9005799502899752,0.9,-1.0,0.2222222222222222,0.04878048780487805,0.0,0.0,0.0,0.0
ban_932_bx_120135,0,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9636873027962137,0.9643744821872411,0.97,-1.0,0.12,0.0,0.0,0.0,0.0,0.0
ban_932_bx_137644,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.41725601131541723,0.41756420878210443,0.42000000000000004,-1.0,0.64,0.5517241379310345,0.6666666666666666,0.6666666666666666,1.0,0.0
ban_2868_bx_72888,0,0.22499999999999998,0.0945945945945946,0.18181818181818182,0.18181818181818182,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8311119573495811,0.8309859154929577,0.83,-1.0,0.7142857142857143,0.6470588235294118,0.5,0.5,1.0,0.0
ban_2868_bx_264292,0,0.275,0.05405405405405406,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8907083015993907,0.8906379453189727,0.89,-1.0,0.7142857142857143,0.6470588235294118,0.5,0.5,1.0,0.0
ban_3329_bx_71340,0,0.44999999999999996,0.375,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9007452943096508,0.9014084507042254,0.91,-1.0,0.13043478260869568,0.0,0.0,0.0,0.0,0.0
ban_3329_bx_144138,0,0.44999999999999996,0.375,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.870933521923621,0.8715824357912179,0.88,-1.0,0.24137931034482762,0.0,0.0,0.0,0.0,0.0
ban_3329_bx_158554,1,0.6956521739130435,0.5161290322580645,0.6,0.6,0.75,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9901534109454901,0.9908864954432477,1.0,-1.0,0.5217391304347826,0.375,0.4,0.4,0.6666666666666666,0.0
ban_9188_bx_5092,0,0.40816326530612246,0.22727272727272727,0.2,0.2,0.5,0.0,0.5217391304347826,0.4444444444444444,0.5,0.5,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0
ban_9101_bx_128767,0,0.4137931034482759,0.1951219512195122,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.375,0.16666666666666666,0.0,0.0,0.0,0.0
ban_9101_bx_270578,0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.5925925925925926,0.6666666666666666,0.6666666666666666,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.29166666666666663,0.18181818181818182,0.0,0.0,0.0,0.0
ban_116_bx_48940,0,0.4953271028037384,0.5612244897959183,0.5,0.5,0.8888888888888888,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.850995539114351,0.8508699254349628,0.85,-1.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.0
ban_116_bx_94135,0,0.6853932584269663,0.9032258064516129,0.7,0.7,0.875,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9404036557501904,0.9403479701739851,0.94,-1.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0
ban_116_bx_80206,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.542976825155043,0.5426677713338857,0.54,-1.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0
ban_116_bx_162139,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9900718093787401,0.9900579950289975,0.99,-1.0,0.1428571428571429,0.03333333333333333,0.0,0.0,0.0,0.0
ban_116_bx_195327,1,0.9836065573770492,0.9180327868852459,0.7,0.7,0.875,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.5,0.43333333333333335,0.6666666666666666,0.6666666666666666,1.0,0.0
ban_247_bx_13804,0,0.19512195121951215,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9558263518659558,0.956089478044739,0.96,-1.0,0.75,0.5454545454545454,0.5,0.5,0.6666666666666666,0.0
ban_247_bx_103346,0,0.1707317073170732,0.01694915254237288,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9955663148732455,0.995857497928749,1.0,-1.0,0.75,0.4857142857142857,0.5,0.5,0.6666666666666666,0.0
ban_247_bx_5265,1,0.9512195121951219,0.9090909090909091,0.8571428571428571,0.8571428571428571,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9955663148732455,0.995857497928749,1.0,-1.0,0.75,0.4857142857142857,0.5,0.5,0.6666666666666666,0.0
ban_609_bx_44297,0,0.417910447761194,0.2857142857142857,0.38461538461538464,0.5,0.8333333333333334,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9040637580241541,0.9047224523612262,0.91,-1.0,0.15873015873015872,0.0125,0.0,0.0,0.0,0.0
ban_609_bx_179613,0,0.41666666666666663,0.26811594202898553,0.28,0.391304347826087,0.5833333333333334,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8643237950168643,0.8649544324772163,0.87,-1.0,0.15873015873015872,0.0125,0.0,0.0,0.0,0.0
ban_609_bx_8728,0,0.8701298701298701,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8742519856381242,0.8748964374482187,0.88,-1.0,0.11111111111111116,0.0,0.0,0.0,0.0,0.0
ban_609_bx_5923,0,0.8421052631578947,0.7763157894736842,0.8461538461538461,1.0,0.9166666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8842073767816342,0.8848384424192213,0.89,-1.0,0.15873015873015872,0.0125,0.0,0.0,0.0,0.0
ban_2060_bx_110431,0,0.2465753424657534,0.27941176470588236,0.3,0.3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9674953759112175,0.9676884838442419,0.97,-1.0,0.4285714285714286,0.14634146341463414,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0
ban_2060_bx_162318,0,0.8795180722891567,0.8461538461538461,0.9090909090909091,0.9090909090909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.9575671852899575,0.9577464788732395,0.96,-1.0,0.3928571428571429,0.14285714285714285,0.2,0.2,0.5,0.0
ban_54_bx_82818,0,0.47058823529411764,0.34782608695652173,0.25,0.25,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8935643564356436,0.8939519469759735,0.9,-1.0,0.12,0.0,0.0,0.0,0.0,0.0
ban_54_bx_6253,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.6849363507779349,0.6851698425849213,0.69,-1.0,0.16000000000000003,0.0,0.0,0.0,0.0,0.0
ban_54_bx_63180,0,1.0,1.0,1.0,1.0,1.0,1.0,0.8461538461538461,0.5882352941176471,0.25,0.25,0.5,0.0,-1.0,0.8637525840496137,0.8641259320629661,0.87,-1.0,0.16000000000000003,0.0,0.0,0.0,0.0,0.0
ban_54_bx_36608,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.2577249483190077,0.2576636288318144,0.26,-1.0,0.6799999999999999,0.4722222222222222,0.5,0.5,0.6666666666666666,0.0
ban_54_bx_103643,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8736807746708737,0.8740679370339686,0.88,-1.0,0.6799999999999999,0.4722222222222222,0.5,0.5,0.6666666666666666,0.0
